"","lat","lon","elevation"
"1",85.8416666673256,-175.841666666329,0
"2",85.8416666673256,-167.508333332988,0
"3",85.8416666673256,-159.174999999647,0
"4",85.8416666673256,-150.841666666306,0
"5",85.8416666673256,-142.508333332965,0
"6",85.8416666673256,-134.174999999624,0
"7",85.8416666673256,-125.841666666283,0
"8",85.8416666673256,-117.508333332942,0
"9",85.8416666673256,-109.174999999601,0
"10",85.8416666673256,-100.84166666626,0
"11",85.8416666673256,-92.508333332919,913
"12",85.8416666673256,-84.174999999578,1697
"13",85.8416666673256,-75.8416666662369,2364
"14",85.8416666673256,-67.5083333328959,1950
"15",85.8416666673256,-59.1749999995548,785
"16",85.8416666673256,-50.8416666662138,994
"17",85.8416666673256,-42.5083333328728,1592
"18",85.8416666673256,-34.1749999995317,1534
"19",85.8416666673256,-25.8416666661907,1245
"20",85.8416666673256,-17.5083333328496,539
"21",85.8416666673256,-9.17499999950857,257
"22",85.8416666673256,-0.841666666167527,0
"23",85.8416666673256,7.49166666717352,0
"24",85.8416666673256,15.8250000005146,0
"25",85.8416666673256,24.1583333338556,0
"26",85.8416666673256,32.4916666671967,0
"27",85.8416666673256,40.8250000005377,0
"28",85.8416666673256,49.1583333338787,0
"29",85.8416666673256,57.4916666672198,445
"30",85.8416666673256,65.8250000005608,197
"31",85.8416666673256,74.1583333339019,0
"32",85.8416666673256,82.491666667243,0
"33",85.8416666673256,90.8250000005839,0
"34",85.8416666673256,99.158333333925,0
"35",85.8416666673256,107.491666667266,0
"36",85.8416666673256,115.825000000607,0
"37",85.8416666673256,124.158333333948,0
"38",85.8416666673256,132.491666667289,0
"39",85.8416666673256,140.82500000063,0
"40",85.8416666673256,149.158333333971,0
"41",85.8416666673256,157.491666667312,0
"42",85.8416666673256,165.825000000653,0
"43",85.8416666673256,174.158333333994,0
"44",85.8416666673256,182.491666667335,0
"45",77.5083333339769,-175.841666666329,0
"46",77.5083333339769,-167.508333332988,0
"47",77.5083333339769,-159.174999999647,0
"48",77.5083333339769,-150.841666666306,0
"49",77.5083333339769,-142.508333332965,0
"50",77.5083333339769,-134.174999999624,0
"51",77.5083333339769,-125.841666666283,355
"52",77.5083333339769,-117.508333332942,754
"53",77.5083333339769,-109.174999999601,538
"54",77.5083333339769,-100.84166666626,375
"55",77.5083333339769,-92.508333332919,2170
"56",77.5083333339769,-84.174999999578,2026
"57",77.5083333339769,-75.8416666662369,2240
"58",77.5083333339769,-67.5083333328959,1793
"59",77.5083333339769,-59.1749999995548,2251
"60",77.5083333339769,-50.8416666662138,2718
"61",77.5083333339769,-42.5083333328728,3115
"62",77.5083333339769,-34.1749999995317,3129
"63",77.5083333339769,-25.8416666661907,2618
"64",77.5083333339769,-17.5083333328496,1387
"65",77.5083333339769,-9.17499999950857,584
"66",77.5083333339769,-0.841666666167527,0
"67",77.5083333339769,7.49166666717352,817
"68",77.5083333339769,15.8250000005146,1461
"69",77.5083333339769,24.1583333338556,725
"70",77.5083333339769,32.4916666671967,262
"71",77.5083333339769,40.8250000005377,72
"72",77.5083333339769,49.1583333338787,533
"73",77.5083333339769,57.4916666672198,1252
"74",77.5083333339769,65.8250000005608,1079
"75",77.5083333339769,74.1583333339019,14
"76",77.5083333339769,82.491666667243,286
"77",77.5083333339769,90.8250000005839,780
"78",77.5083333339769,99.158333333925,964
"79",77.5083333339769,107.491666667266,1104
"80",77.5083333339769,115.825000000607,653
"81",77.5083333339769,124.158333333948,28
"82",77.5083333339769,132.491666667289,187
"83",77.5083333339769,140.82500000063,289
"84",77.5083333339769,149.158333333971,345
"85",77.5083333339769,157.491666667312,1
"86",77.5083333339769,165.825000000653,0
"87",77.5083333339769,174.158333333994,0
"88",77.5083333339769,182.491666667335,0
"89",69.1750000006281,-175.841666666329,1376
"90",69.1750000006281,-167.508333332988,992
"91",69.1750000006281,-159.174999999647,1971
"92",69.1750000006281,-150.841666666306,2213
"93",69.1750000006281,-142.508333332965,2431
"94",69.1750000006281,-134.174999999624,2052
"95",69.1750000006281,-125.841666666283,1855
"96",69.1750000006281,-117.508333332942,853
"97",69.1750000006281,-109.174999999601,640
"98",69.1750000006281,-100.84166666626,344
"99",69.1750000006281,-92.508333332919,596
"100",69.1750000006281,-84.174999999578,1260
"101",69.1750000006281,-75.8416666662369,2064
"102",69.1750000006281,-67.5083333328959,2034
"103",69.1750000006281,-59.1749999995548,1582
"104",69.1750000006281,-50.8416666662138,2668
"105",69.1750000006281,-42.5083333328728,3208
"106",69.1750000006281,-34.1749999995317,3231
"107",69.1750000006281,-25.8416666661907,3233
"108",69.1750000006281,-17.5083333328496,1391
"109",69.1750000006281,-9.17499999950857,1999
"110",69.1750000006281,-0.841666666167527,0
"111",69.1750000006281,7.49166666717352,315
"112",69.1750000006281,15.8250000005146,1821
"113",69.1750000006281,24.1583333338556,1478
"114",69.1750000006281,32.4916666671967,1131
"115",69.1750000006281,40.8250000005377,377
"116",69.1750000006281,49.1583333338787,568
"117",69.1750000006281,57.4916666672198,1669
"118",69.1750000006281,65.8250000005608,1224
"119",69.1750000006281,74.1583333339019,117
"120",69.1750000006281,82.491666667243,393
"121",69.1750000006281,90.8250000005839,1579
"122",69.1750000006281,99.158333333925,1633
"123",69.1750000006281,107.491666667266,1002
"124",69.1750000006281,115.825000000607,753
"125",69.1750000006281,124.158333333948,2141
"126",69.1750000006281,132.491666667289,2067
"127",69.1750000006281,140.82500000063,2371
"128",69.1750000006281,149.158333333971,2696
"129",69.1750000006281,157.491666667312,1529
"130",69.1750000006281,165.825000000653,1635
"131",69.1750000006281,174.158333333994,1657
"132",69.1750000006281,182.491666667335,1588
"133",60.8416666672793,-175.841666666329,1031
"134",60.8416666672793,-167.508333332988,1145
"135",60.8416666672793,-159.174999999647,2211
"136",60.8416666672793,-150.841666666306,5658
"137",60.8416666672793,-142.508333332965,5738
"138",60.8416666672793,-134.174999999624,3942
"139",60.8416666672793,-125.841666666283,2654
"140",60.8416666672793,-117.508333332942,1099
"141",60.8416666672793,-109.174999999601,849
"142",60.8416666672793,-100.84166666626,593
"143",60.8416666672793,-92.508333332919,373
"144",60.8416666672793,-84.174999999578,625
"145",60.8416666672793,-75.8416666662369,671
"146",60.8416666672793,-67.5083333328959,1423
"147",60.8416666672793,-59.1749999995548,1166
"148",60.8416666672793,-50.8416666662138,2594
"149",60.8416666672793,-42.5083333328728,2873
"150",60.8416666672793,-34.1749999995317,0
"151",60.8416666672793,-25.8416666661907,1292
"152",60.8416666672793,-17.5083333328496,2004
"153",60.8416666672793,-9.17499999950857,1081
"154",60.8416666672793,-0.841666666167527,1195
"155",60.8416666672793,7.49166666717352,2225
"156",60.8416666672793,15.8250000005146,1525
"157",60.8416666672793,24.1583333338556,359
"158",60.8416666672793,32.4916666671967,396
"159",60.8416666672793,40.8250000005377,338
"160",60.8416666672793,49.1583333338787,460
"161",60.8416666672793,57.4916666672198,1592
"162",60.8416666672793,65.8250000005608,573
"163",60.8416666672793,74.1583333339019,173
"164",60.8416666672793,82.491666667243,264
"165",60.8416666672793,90.8250000005839,956
"166",60.8416666672793,99.158333333925,911
"167",60.8416666672793,107.491666667266,1665
"168",60.8416666672793,115.825000000607,2655
"169",60.8416666672793,124.158333333948,2031
"170",60.8416666672793,132.491666667289,2029
"171",60.8416666672793,140.82500000063,2764
"172",60.8416666672793,149.158333333971,2378
"173",60.8416666672793,157.491666667312,2339
"174",60.8416666672793,165.825000000653,1557
"175",60.8416666672793,174.158333333994,2159
"176",60.8416666672793,182.491666667335,790
"177",52.5083333339306,-175.841666666329,1440
"178",52.5083333339306,-167.508333332988,2321
"179",52.5083333339306,-159.174999999647,2202
"180",52.5083333339306,-150.841666666306,331
"181",52.5083333339306,-142.508333332965,0
"182",52.5083333339306,-134.174999999624,2272
"183",52.5083333339306,-125.841666666283,3243
"184",52.5083333339306,-117.508333332942,3333
"185",52.5083333339306,-109.174999999601,2227
"186",52.5083333339306,-100.84166666626,823
"187",52.5083333339306,-92.508333332919,623
"188",52.5083333339306,-84.174999999578,567
"189",52.5083333339306,-75.8416666662369,854
"190",52.5083333339306,-67.5083333328959,1153
"191",52.5083333339306,-59.1749999995548,1102
"192",52.5083333339306,-50.8416666662138,316
"193",52.5083333339306,-42.5083333328728,0
"194",52.5083333339306,-34.1749999995317,0
"195",52.5083333339306,-25.8416666661907,0
"196",52.5083333339306,-17.5083333328496,0
"197",52.5083333339306,-9.17499999950857,834
"198",52.5083333339306,-0.841666666167527,957
"199",52.5083333339306,7.49166666717352,1057
"200",52.5083333339306,15.8250000005146,1894
"201",52.5083333339306,24.1583333338556,2252
"202",52.5083333339306,32.4916666671967,336
"203",52.5083333339306,40.8250000005377,331
"204",52.5083333339306,49.1583333338787,368
"205",52.5083333339306,57.4916666672198,1435
"206",52.5083333339306,65.8250000005608,951
"207",52.5083333339306,74.1583333339019,1389
"208",52.5083333339306,82.491666667243,4087
"209",52.5083333339306,90.8250000005839,4053
"210",52.5083333339306,99.158333333925,3189
"211",52.5083333339306,107.491666667266,2535
"212",52.5083333339306,115.825000000607,2394
"213",52.5083333339306,124.158333333948,1914
"214",52.5083333339306,132.491666667289,2109
"215",52.5083333339306,140.82500000063,1836
"216",52.5083333339306,149.158333333971,0
"217",52.5083333339306,157.491666667312,4218
"218",52.5083333339306,165.825000000653,1158
"219",52.5083333339306,174.158333333994,977
"220",52.5083333339306,182.491666667335,935
