"","NUTS_ID","n","TOT_P_2021","urban_pop","n_0","TIME_TOWN_5K_1_MED","TIME_TOWN_10K_1_MED","TIME_TOWN_50K_1_MED","TIME_TOWN_5K_2_MED","TIME_TOWN_10K_2_MED","TIME_TOWN_50K_2_MED","TIME_TOWN_5K_3_MED","TIME_TOWN_10K_3_MED","TIME_TOWN_50K_3_MED","N_TOWN_5K_15MN_MED","N_TOWN_5K_30MN_MED","N_TOWN_5K_60MN_MED","N_TOWN_5K_120MN_MED","N_TOWN_10K_15MN_MED","N_TOWN_10K_30MN_MED","N_TOWN_10K_60MN_MED","N_TOWN_10K_120MN_MED","N_TOWN_50K_15MN_MED","N_TOWN_50K_30MN_MED","N_TOWN_50K_60MN_MED","N_TOWN_50K_120MN_MED","POP_TOWN_5K_15MN_MED","POP_TOWN_5K_30MN_MED","POP_TOWN_5K_60MN_MED","POP_TOWN_5K_120MN_MED","POP_TOWN_10K_15MN_MED","POP_TOWN_10K_30MN_MED","POP_TOWN_10K_60MN_MED","POP_TOWN_10K_120MN_MED","POP_TOWN_50K_15MN_MED","POP_TOWN_50K_30MN_MED","POP_TOWN_50K_60MN_MED","POP_TOWN_50K_120MN_MED","TIME_TOWN_5K_1_wmean","TIME_TOWN_10K_1_wmean","TIME_TOWN_50K_1_wmean","TIME_TOWN_5K_2_wmean","TIME_TOWN_10K_2_wmean","TIME_TOWN_50K_2_wmean","TIME_TOWN_5K_3_wmean","TIME_TOWN_10K_3_wmean","TIME_TOWN_50K_3_wmean","N_TOWN_5K_15MN_wmean","N_TOWN_5K_30MN_wmean","N_TOWN_5K_60MN_wmean","N_TOWN_5K_120MN_wmean","N_TOWN_10K_15MN_wmean","N_TOWN_10K_30MN_wmean","N_TOWN_10K_60MN_wmean","N_TOWN_10K_120MN_wmean","N_TOWN_50K_15MN_wmean","N_TOWN_50K_30MN_wmean","N_TOWN_50K_60MN_wmean","N_TOWN_50K_120MN_wmean","POP_TOWN_5K_15MN_wmean","POP_TOWN_5K_30MN_wmean","POP_TOWN_5K_60MN_wmean","POP_TOWN_5K_120MN_wmean","POP_TOWN_10K_15MN_wmean","POP_TOWN_10K_30MN_wmean","POP_TOWN_10K_60MN_wmean","POP_TOWN_10K_120MN_wmean","POP_TOWN_50K_15MN_wmean","POP_TOWN_50K_30MN_wmean","POP_TOWN_50K_60MN_wmean","POP_TOWN_50K_120MN_wmean","TIME_TOWN_5K_1_Q1","TIME_TOWN_10K_1_Q1","TIME_TOWN_50K_1_Q1","TIME_TOWN_5K_2_Q1","TIME_TOWN_10K_2_Q1","TIME_TOWN_50K_2_Q1","TIME_TOWN_5K_3_Q1","TIME_TOWN_10K_3_Q1","TIME_TOWN_50K_3_Q1","N_TOWN_5K_15MN_Q1","N_TOWN_5K_30MN_Q1","N_TOWN_5K_60MN_Q1","N_TOWN_5K_120MN_Q1","N_TOWN_10K_15MN_Q1","N_TOWN_10K_30MN_Q1","N_TOWN_10K_60MN_Q1","N_TOWN_10K_120MN_Q1","N_TOWN_50K_15MN_Q1","N_TOWN_50K_30MN_Q1","N_TOWN_50K_60MN_Q1","N_TOWN_50K_120MN_Q1","POP_TOWN_5K_15MN_Q1","POP_TOWN_5K_30MN_Q1","POP_TOWN_5K_60MN_Q1","POP_TOWN_5K_120MN_Q1","POP_TOWN_10K_15MN_Q1","POP_TOWN_10K_30MN_Q1","POP_TOWN_10K_60MN_Q1","POP_TOWN_10K_120MN_Q1","POP_TOWN_50K_15MN_Q1","POP_TOWN_50K_30MN_Q1","POP_TOWN_50K_60MN_Q1","POP_TOWN_50K_120MN_Q1","TIME_TOWN_5K_1_Q3","TIME_TOWN_10K_1_Q3","TIME_TOWN_50K_1_Q3","TIME_TOWN_5K_2_Q3","TIME_TOWN_10K_2_Q3","TIME_TOWN_50K_2_Q3","TIME_TOWN_5K_3_Q3","TIME_TOWN_10K_3_Q3","TIME_TOWN_50K_3_Q3","N_TOWN_5K_15MN_Q3","N_TOWN_5K_30MN_Q3","N_TOWN_5K_60MN_Q3","N_TOWN_5K_120MN_Q3","N_TOWN_10K_15MN_Q3","N_TOWN_10K_30MN_Q3","N_TOWN_10K_60MN_Q3","N_TOWN_10K_120MN_Q3","N_TOWN_50K_15MN_Q3","N_TOWN_50K_30MN_Q3","N_TOWN_50K_60MN_Q3","N_TOWN_50K_120MN_Q3","POP_TOWN_5K_15MN_Q3","POP_TOWN_5K_30MN_Q3","POP_TOWN_5K_60MN_Q3","POP_TOWN_5K_120MN_Q3","POP_TOWN_10K_15MN_Q3","POP_TOWN_10K_30MN_Q3","POP_TOWN_10K_60MN_Q3","POP_TOWN_10K_120MN_Q3","POP_TOWN_50K_15MN_Q3","POP_TOWN_50K_30MN_Q3","POP_TOWN_50K_60MN_Q3","POP_TOWN_50K_120MN_Q3"
"11","ES",91250,44740638,28035724,3402,15,21.5,32.8,24.7,35.3,54.4,30.9,42.4,66.4,0,2,13,45,0,1,5,18,NA,NA,2,5,0,61254,420355,1277759,0,50733,369993,1077862,NA,NA,382458,823234,4.04192377408658,6.60098671815989,NA,NA,NA,NA,NA,NA,NA,2.60337250890343,11.8047214704448,37.9603463857623,70.085433359265,1.91843086815168,7.79584969262173,20.5591573370053,35.0094493064672,NA,NA,NA,NA,922253.078875004,1468695.48781274,2259794.92922638,3140799.13203721,917529.069721961,1441024.61803061,2142002.83014974,2903673.5066143,NA,NA,NA,NA,8.1,11.5,19,15.5,21.2,38.4,19.6,27,50.1,0,1,5,25,0,0,2,9,NA,NA,1,3,0,7087,139044,711416,0,0,106389,600177,NA,NA,161736,515683,25.6,36.6,50.8,37.9,54.6,73.4,45.6,64.9,84.1,1,6,25,73,1,3,12,37,NA,NA,3,7,30811,235945,881425,2562098,26610,216038,815282,2350177,NA,NA,791183,1657648
"12","FI",88677,5411647,1601330,528,34,43.8,61,48.4,64.8,NA,60.5,76.8,NA,0,0,2,8,0,0,1,3,NA,NA,NA,1,0,0,26277,114354,0,0,18571,86346,NA,NA,NA,145950,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32407305945861,3.3801035063817,8.77849405181084,17.6566660759654,0.898343517232369,1.92305521775533,4.57009501913188,7.88685958267418,NA,NA,NA,NA,213499.01013296,283885.348475612,406970.890669329,564800.185582689,210522.809310548,273745.838942193,378689.06186453,498876.20863057,NA,NA,NA,NA,20.9,27.9,39.9,33.5,46.9,NA,43.5,56.4,NA,0,0,1,4,0,0,0,2,NA,NA,NA,1,0,0,8251,53944,0,0,0,37173,NA,NA,NA,59669,51.9,63.6,81.7,68.9,85.5,NA,81.2,94.7,NA,0,1,5,18,0,1,2,7,NA,NA,NA,2,0,12887,80247,289808,0,11084,59669,208424,NA,NA,NA,878305
"13","FR",373516,65484735,25817896,5437,20.3,28.3,46.1,30.9,43.5,68.4,37.4,53.2,77.6,0,1,9,35,0,1,3,13,NA,NA,1,3,0,17299,220876,917862,0,11811,177516,773757,NA,NA,224594,561518,7.97262511637253,11.7241324333067,NA,20.3215056531875,NA,NA,25.3582733120932,NA,NA,1.51763552223278,6.62512000697567,29.1003979171634,71.275047337368,0.905056025652391,3.21392918517575,13.1564560198648,30.2250112182633,NA,NA,NA,NA,1199117.22948357,1923610.00887605,2736020.56165552,3999057.67943606,1194819.82734538,1899783.53057704,2624686.29679158,3714652.72867258,NA,NA,NA,NA,12.8,18.2,29.6,22.2,32.3,53.3,27.9,40.6,63,0,1,5,24,0,0,2,9,NA,NA,1,2,0,5209,79964,558766,0,0,58418,441530,NA,NA,126508,309642,29.4,39.8,64.4,41.3,55.7,84.6,48.9,66.3,91.7,1,3,15,58,0,1,6,24,NA,NA,2,5,6875,66138,554129,1734273,0,54601,483091,1523215,NA,NA,541897,1222960
"14","HR",23575,3786169,1252512,291,19.7,33.2,54.7,32.8,49.1,87.6,40.1,60.1,NA,0,1,6,28,0,0,2,10,NA,NA,1,2,0,12465,115580,848956,0,0,91893,747823,NA,NA,176732,650266,10.0858167979295,18.6685763102492,NA,24.9502777873888,NA,NA,32.3200720041818,NA,NA,1.23249569683762,3.2075681249305,10.8756912330115,34.0575859133599,0.689844272667174,1.59450304516254,4.2256259559465,11.7794440765851,NA,NA,NA,NA,178636.229781608,238372.029537245,421858.614831245,837231.717002596,174580.343658458,226765.887256749,375064.568008454,683695.265095668,NA,NA,NA,NA,12.1,20.2,37.8,24.4,37.3,73.3,31.7,46.9,NA,0,0,4,13,0,0,1,6,NA,NA,1,1,0,0,46425,324129,0,0,28196,267996,NA,NA,82561,208820,30,49.1,75.2,44.6,68.2,104.6,52.4,80.8,NA,1,2,10,40,0,1,4,14,NA,NA,1,2,6174,36945,708596,1109265,0,29666,679932,935202,NA,NA,650266,732827
"15","HU",27434,9686540,3270385,810,13.5,20.1,38.4,22.8,32.8,63.4,28.5,40.9,79.8,1,3,14,65,0,1,6,27,NA,NA,2,4,5958,44614,265993,1240445,0,34354,215225,983718,NA,NA,158646,638637,6.94263215761254,11.3665350682493,26.8257991811319,18.7435491723567,25.4552237847572,NA,23.3305586308425,32.2691412723218,NA,1.45271851455731,7.13749997419099,29.6386320605706,83.7351408242778,1.00452865522674,4.05938332985772,15.4328945113529,39.3187730603497,NA,NA,NA,NA,393252.868651655,586602.274368763,1162154.34586726,2236600.61038296,390170.837214939,565406.216330599,1064762.69184177,1937281.56620517,NA,NA,NA,NA,8.1,11.8,23.5,17.2,23.7,48.3,22.3,31.3,62.6,0,2,10,47,0,1,4,19,NA,NA,1,3,0,17141,161997,839572.75,0,10413,116607,641789,NA,NA,79850,328975,19.8,29.5,56.8,29.7,41.6,82.2,35.4,50.4,97.8,1,4,22,97,1,2,10,48,NA,NA,3,7,17264,101916,491368,3078154,14303,91794,408199,2731964,NA,NA,1647210,1946122
"16","IE",56106,5032798,1726686,468,22,37,58.1,34.2,50.3,77.3,42,60.1,NA,0,1,6,24,0,0,2,8,NA,NA,NA,2,0,9133,96691,392844,0,0,70529,296778,NA,NA,NA,217518,10.4003367311781,NA,NA,22.725573428538,NA,NA,NA,NA,NA,1.34723030807118,5.11779809163809,16.0370116185867,33.0319202161501,0.937059663431753,2.5898013391358,6.66942225775801,12.5765864236951,NA,NA,NA,NA,330815.081715579,461112.390593066,720041.998561238,1041436.958839,328048.839503791,444140.75890608,656519.580188396,901440.829516106,NA,NA,NA,NA,14.4,22.7,38.3,25.4,35.4,60,32.2,45.7,NA,0,0,3,15,0,0,1,5,NA,NA,NA,1,0,0,35238,212872,0,0,13105,129723,NA,NA,NA,146989,31.8,54.1,75.1,43.8,66.4,91.3,52.9,75.8,NA,1,2,10,39,0,1,4,15,NA,NA,NA,3,5656,23856,202853,1504562,0,16894,174141,1348309,NA,NA,NA,1139529
"17","IT",148077,58429236,25301581,5442,12.6,18.8,34.9,20,29.15,53.1,24.7,35.7,65.5,1,4,21,83,0,2,9,37,NA,NA,2,7,6775,66278,526631,2390774,0,50948,424454,2038314,NA,NA,475550,1344304,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26081494544957,10.220741239882,43.5459905380245,113.647201548211,1.40183154200407,5.41565742875707,20.8996304178956,49.1261902346284,NA,NA,NA,NA,612433.650324574,982089.148052338,1898610.92743754,3365966.58682648,606464.194577557,948666.497356512,1742863.95758515,2927882.11599539,NA,NA,NA,NA,7.5,10.9,20.6,14.1,20,37.9,18.1,25.5,49.3,0,2,11,61,0,0,4,26,NA,NA,1,4,0,17800,186245,1273268,0,0,137142,1032034,NA,NA,147598,623823,20.3,30.5,53.8,29.4,42.7,72,35.3,49.9,85.8,2,8,39,132,1,4,17,52,NA,NA,4,12,30255,178823,1243098,3899720,25047,155072,1049441,3472161,NA,NA,1071365,2623970
"18","LI",83,37376,NA,NA,10.3,14.9,34.5,14.1,21.2,43.1,18,25.9,67.9,2,11,37,131,1,5,19,57,NA,NA,2,7,18672,127874,563759,2656702,10240,79468,424515,2117774,NA,NA,121990,1174680,9.9470729880137,13.9620478381849,34.1298828125,13.1524802011986,21.2312821061644,42.7758401113014,16.8492000214041,25.1517899186644,66.8141936001712,2.09597067636986,11.579997859589,37.5013110017123,131.203178510274,0.593268407534247,4.79377140410959,18.9183165667808,57.0105950342466,NA,NA,2.03510273972603,7,22985.1377622003,138110.435172303,592634.383187072,2660640.9596265,9457.27622003425,83029.1784032534,447772.460027825,2121980.14763485,NA,NA,145110.350438784,1174680,8.15,11.7,30.7,12.4,19.3,39.3,15.55,23.4,64.45,1,7,33.5,125.5,0,3,16,56,NA,NA,2,7,9678,77667,510636,2592076.5,0,43758,371712,2086100,NA,NA,121990,1174680,12.65,17.75,40.3,16.25,24.25,48.75,20,27.85,70.9,2,14,40,134,1,6,20,57,NA,NA,2,7,30224,156862,595737.5,2682901.5,20546,93532,443727,2129034,NA,NA,121990,1174680
"19","LT",34507,2806312,1137663,237,21.1,31.9,53.1,35.1,50.2,84.7,43.5,59.5,NA,0,1,5,22,0,0,3,9,NA,NA,1,2,0,11127,130592,613803,0,0,116024,524957,NA,NA,207752,407689,7.60372577959961,13.90706835163,27.7016168195125,23.9910341758151,35.3319133795527,NA,32.3287927714382,44.6280181248557,NA,1.1290291314722,2.7777086083087,8.77008222891824,23.1345990752276,0.844532610771717,1.55051540954819,3.70896678630174,9.47661521598454,NA,NA,NA,NA,144684.292215548,190125.609396247,330196.655268195,747315.628864146,142556.562878254,180462.949945338,293755.422339355,651235.435469399,NA,NA,NA,NA,14.4,20.8,36.1,28.3,38.2,71.3,36.4,47.5,NA,0,1,4,18,0,0,1,8,NA,NA,1,2,0,5732,59486,424973,0,0,40864,360620,NA,NA,93747,201723,27.9,43.9,68.8,41.9,62.4,97.6,50,72.8,NA,1,2,7,26,0,1,4,11,NA,NA,1,3,5533,31616,345932,956055,0,30674,311325,843784,NA,NA,408266,669702
"20","LU",1643,668876,175039,40,11.6,15.3,21.2,16.4,24.1,47.1,20.3,30.9,62.6,1,6,30,94,0,2,15,37,NA,1,2,5,12210,137905,534779,1649938,0,122709,438175,1264600,NA,92090,168049,645800,6.96995930486368,9.32307079339071,14.9870167265682,13.3519960351396,19.3905789712892,43.0764546791931,18.3658866516365,24.1938067743498,53.3084821401875,2.30845328581082,10.2467183753042,36.7358239793325,93.1648033417255,1.47869111763615,5.95589915021618,18.779948749843,36.9535922951339,NA,NA,NA,5.2802313134273,78131.4520643587,219766.071952051,747191.598701404,1652988.92990779,72064.776103493,191068.899006692,629087.365073646,1259070.1637598,NA,NA,NA,670969.540958264,7.85,10.4,13.95,12.6,18.4,38.5,16.5,23.2,51.85,0,3,17,90,0,1,8,35,NA,1,2,5,0,30379,301868,1551301,0,18600,232053,1096989,NA,92090,146848,497931,16.7,20.8,36.5,24.1,32.9,58.9,29.5,43.1,72,2,10,39,101,1,6,20,38,NA,1,3,7,92090,222114,793924,1979813,92090,200562,667463,1603121,NA,92090,335605,1056651
"21","LV",29678,1887344,772034,177,24.7,44.8,70.6,41.4,69.6,NA,53.5,84.6,NA,0,1,3,14,0,0,1,6,NA,NA,NA,1,0,6787,40171,224031,0,0,25124,166130,NA,NA,NA,554223,8.78453000618856,18.864442094287,NA,25.9709104964436,NA,NA,37.0634726896633,NA,NA,1.06345901965937,3.11290575538958,9.38450224230453,20.7946193168813,0.839599458286354,2.19693071321391,5.325036665282,8.84600051712883,NA,NA,NA,NA,211303.537755173,283278.086495626,431087.526813342,642630.939776744,209660.904039751,277196.201454001,403989.996969816,559549.573490577,NA,NA,NA,NA,16.4,29.9,48.2,33,54.1,NA,43.6,65,NA,0,0,2,11,0,0,0,3,NA,NA,NA,1,0,0,24245,155436,0,0,0,96991,NA,NA,NA,71867,33.7,60.4,92.1,50.9,85.3,NA,62.8,98.7,NA,0,1,5,22,0,1,2,10,NA,NA,NA,1,0,13374,86914,816794,0,11089,71867,726725,NA,NA,NA,554223
"22","MT",286,497331,344192,68,4.2,5.6,7.6,9.3,9.7,NA,11.6,12.9,NA,4,8,8,9,3,6,6,6,1,1,1,1,293892,339631,339631,346624,288230,328665,328665,328665,258552,258552,258552,258552,1.46298199790482,5.36069639736916,6.61656783912525,11.4064657139812,12.5243226342215,NA,13.8835767325986,15.4833977773354,NA,4.13744970653348,7.2153555680221,7.93687101749137,9.35452445152223,3.47175623478126,5.44319778980196,5.74136339781755,6.35452445152223,NA,NA,NA,1,278068.524733025,311871.704906792,334899.778260354,352495.27944166,274248.684920104,302020.637251649,322463.240662657,334536.27944166,NA,NA,NA,258552,1.825,2.175,3.1,7.025,7.6,NA,9.4,10.7,NA,2,6,8,9,2,5,6,6,1,1,1,1,272516,323089,339631,346624,269432,317785,328665,328665,258552,258552,258552,258552,6.7,10.3,13.5,12.875,13.65,NA,15.3,17.375,NA,5,8,9,9,4,6,6,6,1,1,1,1,304291,339631,346624,346624,298987,328665,328665,328665,258552,258552,258552,258552
"23","NL",29914,17523252,9760361,2361,7.9,10.4,16.6,12.5,16.2,26.6,15.4,20,33.4,2,14,74,265,1,7,38,141,NA,2,10,34,48123,372605,2599121,9840756,40004,323604,2297143,9055855,NA,276571,1667764,6843383,2.97362895311897,4.1833367345285,8.50329699076406,11.30902968239,13.6310428623637,20.580479707762,14.1471274281738,16.9431203637316,27.1715919510832,3.36203548291151,17.6556782953301,86.8773903953444,268.17022582338,2.36811797262289,11.0492542708397,50.8835659613866,146.33576918257,NA,NA,NA,NA,425439.90206093,1178427.88449016,4175255.99992444,10265972.9464635,418459.658819493,1132284.20447911,3925790.48167595,9424079.78770396,NA,NA,NA,NA,5,6.3,9.3,9.8,12.4,18.5,12.6,15.8,24.5,1,9,45,180,1,4,22,94,NA,1,5,21,15551,182273.5,1063192,5757593.75,10123,148699,842472.5,5115064.25,NA,151888,474515,3534397,11.3,14.8,25.6,15.8,20.8,37.9,19,24.7,47.4,4,19,101,333,2,11,56,177,NA,4,16,41,169052,771493,4643326,12319922.5,160946,716098,4364082.75,11274196.25,NA,632349,3696800,8577098
"24","NO",42237,5513961,1595871,473,34.6,43.3,72.4,54.5,62.1,NA,59.7,73.7,NA,0,0,2,6,0,0,1,2,NA,NA,NA,NA,0,0,14892,93733,0,0,10734,66817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07205346573906,2.92263456342908,7.63718423108179,17.1311960675819,0.777747793283268,1.73126233573288,4.03563010329598,8.86225836562863,NA,NA,NA,NA,157795.518338813,216997.685606228,332515.04482023,537389.710959508,155740.265607972,208794.531536948,307341.707024225,481388.362214568,NA,NA,NA,NA,17.7,22.2,43,30,38.6,NA,36.7,45.8,NA,0,0,0,2,0,0,0,1,NA,NA,NA,NA,0,0,0,18487,0,0,0,10764,NA,NA,NA,NA,71.4,85.9,107.875,94.4,92.8,NA,102.1,112.8,NA,0,1,5,13,0,1,2,7,NA,NA,NA,NA,0,13344,80115,813277,0,10926,63663,771388,NA,NA,NA,NA
"25","PL",196868,37004699,13199150,2770,18,22.8,41.2,28.5,36.2,64.5,35.6,45,79.6,0,2,9,47,0,1,5,26,NA,NA,2,5,0,27346,249759,1589966,0,22138,225062,1413548,NA,NA,240359,974073,8.23145320544291,11.1498658778442,24.4116133899639,21.2449023460502,26.9516310969048,NA,27.0200485619406,34.1949029554319,NA,1.2515808059944,4.75038891682378,19.7147965181395,61.6587874961502,0.979401048499273,3.16661216457942,12.1143923640617,35.4209777520417,NA,NA,NA,NA,284937.424214963,435895.914980933,1000259.64437368,2275925.54856614,283097.525983092,425157.342437889,948410.637925281,2095529.98814245,NA,NA,NA,NA,11.8,14.9,26.9,22.1,28.1,50.3,28.7,36.5,65.1,0,1,6,34,0,0,3,18,NA,NA,1,4,0,10634,128997,885812.5,0,0,111053,765564,NA,NA,101869,469273,25,31.5,56.2,35.7,44.7,79.4,42.9,53.8,94.2,1,3,14,59,1,2,8,34,NA,NA,2,8,10634,77682,684724,2604332.25,10012,71716,628248,2496240,NA,NA,586643,1919772
"26","PT",40854,10254616,4090406,918,18.2,27.3,56.2,27.9,42.8,70.3,33.6,50.3,67.8,0,2,11,45,0,1,4,17,NA,NA,NA,4,0,19598,162874,1474850,0,13095,112323,1262523,NA,NA,NA,1111960,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76332278068725,7.72197574243638,25.1978528498776,48.4353605244701,1.06053429987042,3.89263908078079,11.1967599761902,19.0903624280032,NA,NA,NA,NA,507297.193616806,841742.485617599,1348312.70139418,1844523.66595453,502386.416152784,814414.795120753,1249923.87242262,1638361.01339699,NA,NA,NA,NA,10.3,15.8,33.2,18.5,27.3,46,22.9,33.5,49.6,0,1,4,23,0,0,1,9,NA,NA,NA,1,0,5052,49860,356497,0,0,27254,260268,NA,NA,NA,147960,29.7,41.6,79,40,60.9,87,47.4,71.9,86.6,1,4,22,56,0,2,9,22,NA,NA,NA,5,11168,69070,1193856,2131002.25,0,49685,1088163.75,1838844,NA,NA,NA,1565441
"27","RO",71306,19050804,6725791,1152,21.1,29.1,47.2,35,48.9,82.2,44.8,61.7,109.9,0,1,5,21,0,1,2,10,NA,NA,1,3,0,15432,136383,616567,0,11166,119575,541829,NA,NA,140436,418448,10.948997685347,16.1183620701784,NA,26.5971688229011,NA,NA,NA,NA,NA,0.97333314646458,3.01340578591854,9.12425417845882,30.3653291483131,0.676678947513186,1.43858689638506,4.00752771379098,13.3406985342981,NA,NA,NA,NA,280466.891593814,343445.923751565,557096.609992156,1229675.67217168,278537.894561353,333207.103404455,523477.918882531,1117488.78296449,NA,NA,NA,NA,12.2,17.4,29.7,25,35.6,65.6,33.7,47.5,90.7,0,0,3,14,0,0,1,7,NA,NA,1,2,0,0,68366,421917,0,0,52197,366617,NA,NA,83126,248802,33.2,44.1,66.3,47.4,64.5,100.7,57.8,77.7,130.3,1,2,8,28,0,1,4,14,NA,NA,2,4,7130,65654,270646,846477,0,58282,253778,743910,NA,NA,277503,554143
"28","SE",105937,10442269,3857866,1014,23.9,34.2,52.9,35.3,51,NA,43.1,61.5,NA,0,1,5,21,0,0,2,8,NA,NA,NA,2,0,8055,68486,318734,0,0,43448,223603,NA,NA,NA,523928,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46583687893886,5.36954640796938,15.6565559649919,33.4687011031798,0.910179099963811,2.58766126404137,6.91197037731934,14.5046913654494,NA,NA,NA,NA,290223.446625633,444729.051796789,755728.306356502,1164875.73073256,286224.58192458,424696.537508371,692924.102259863,1031147.87075213,NA,NA,NA,NA,15.2,21.8,31.4,25.6,37,NA,32.7,47.8,NA,0,0,2,10,0,0,1,3,NA,NA,NA,1,0,0,21558,111331,0,0,12778,71918,NA,NA,NA,150414,36,51.3,78.5,49.1,69,NA,58.2,77.7,NA,0,2,8,32,0,1,3,12,NA,NA,NA,5,0,27470,161895,867883,0,17454,125147,723247,NA,NA,NA,1492348
"29","SI",13272,2100021,462519,119,19.8,30.9,43.3,28.8,44.4,70.3,33.9,51.7,90,0,2,12,54,0,0,4,19,NA,NA,1,4,0,14003,297705,1446625,0,0,251692,1202800,NA,NA,211853,944680,10.6538848897225,18.3901295748947,29.3024501659745,20.6475439055134,32.978367644895,63.4998569061928,25.3848952462856,40.5255845536783,82.1238185237199,1.32074726871779,4.54043602421119,16.9257655042497,57.7682356509768,0.64813209010767,1.90122908294727,6.20617127162062,20.418920572699,NA,NA,NA,4.39610794368247,58667.9079037781,134954.901125751,407576.81862229,1417676.85067054,54198.0173298267,116272.780502195,332773.101343272,1158353.08667628,NA,NA,NA,854267.46963578,13.1,20.6,30.7,22,33.6,60.4,26.7,41,80.5,0,1,8,50,0,0,2,17,NA,NA,1,3,0,5398,143695,1128313,0,0,91110,909580,NA,NA,82561,596234,27.6,41.6,56.7,36.7,54.7,79.6,42.1,62.3,98.7,1,3,16,59,0,1,6,21,NA,NA,2,5,6087,76756.5,446042,1592640,0,62561,361711,1318617.25,NA,NA,301430,1018694
"30","SK",17624,5509849,1443935,310,13.9,18.6,48.9,23.2,31.4,74,29.4,38.7,84.8,1,3,13,63,0,1,7,33,NA,NA,1,4,5850,40921,251976,1217706.5,0,33272,210994.5,988494,NA,NA,127435,399332,8.11900289826455,11.6328302644955,37.4942775019788,19.1340346532181,25.3857459070112,NA,24.6120662290382,32.418379614396,NA,1.38245657911859,4.90511137419555,19.1514874545564,74.2790833287809,0.987828523068418,2.94173615284194,10.5814627587798,36.8895866293251,NA,NA,NA,NA,64510.9154539444,138145.720290883,595726.690631812,1914654.66982689,61810.4834252264,125215.101345427,538378.455518835,1660777.56425775,NA,NA,NA,NA,9,12,30.3,17.8,23.3,54.5,23.3,30.3,68.3,0,2,9,48,0,1,5,25,NA,NA,1,2,0,18399,146526,890071.5,0,12798,113655,729796,NA,NA,66939,255376,19.7,26.6,67.9,29.5,39.8,95.8,36.1,47.9,114.3,1,4,18,91,1,2,10,46,NA,NA,2,6,17753,87520,385639,2603374.25,16798,77559,334629,2379615.25,NA,NA,191962,1816646
"31","UK",130515,65592537,39840408,10299,10.1,13.1,20,16.1,20.6,32.6,19.7,25.3,38.9,1,7,36,121,1,4,20,70,NA,2,7,19,19593,236908,1614316,5892112,15016,208087,1521616,5499393,NA,406079,1426625,4768770,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64191889696232,12.6243935800196,56.9253841485046,160.221009762132,1.94044824032344,8.29318131116045,35.7623900566615,95.6440914459522,NA,NA,NA,NA,1556873.5631619,2973838.96886126,5787853.56862301,10460708.145187,1551868.69934365,2943113.59200929,5638364.90025908,10007166.9421659,NA,NA,NA,NA,5.9,7.3,10.2,11.7,14.2,20.9,14.9,18.1,26.65,0,3,17,59,0,1,8,30,NA,1,3,7,0,52128,483824,1956029,0,38461,403968,1749700,NA,156783,448205,1463290,15.5,21.6,35.6,22.3,30.8,52.5,26.9,36.9,60.4,2,12,56,185,2,8,35,110,NA,4,13,33,146287,768872,5162416,13107631.5,137780,739544,5030208,12604181,NA,1188815,4935638,11196703
