"","NUTS_ID","n","TOT_P_2021","urban_pop","n_0","TIME_TOWN_5K_1_MED","TIME_TOWN_10K_1_MED","TIME_TOWN_50K_1_MED","TIME_TOWN_5K_2_MED","TIME_TOWN_10K_2_MED","TIME_TOWN_50K_2_MED","TIME_TOWN_5K_3_MED","TIME_TOWN_10K_3_MED","TIME_TOWN_50K_3_MED","N_TOWN_5K_15MN_MED","N_TOWN_5K_30MN_MED","N_TOWN_5K_60MN_MED","N_TOWN_5K_120MN_MED","N_TOWN_10K_15MN_MED","N_TOWN_10K_30MN_MED","N_TOWN_10K_60MN_MED","N_TOWN_10K_120MN_MED","N_TOWN_50K_15MN_MED","N_TOWN_50K_30MN_MED","N_TOWN_50K_60MN_MED","N_TOWN_50K_120MN_MED","POP_TOWN_5K_15MN_MED","POP_TOWN_5K_30MN_MED","POP_TOWN_5K_60MN_MED","POP_TOWN_5K_120MN_MED","POP_TOWN_10K_15MN_MED","POP_TOWN_10K_30MN_MED","POP_TOWN_10K_60MN_MED","POP_TOWN_10K_120MN_MED","POP_TOWN_50K_15MN_MED","POP_TOWN_50K_30MN_MED","POP_TOWN_50K_60MN_MED","POP_TOWN_50K_120MN_MED","TIME_TOWN_5K_1_wmean","TIME_TOWN_10K_1_wmean","TIME_TOWN_50K_1_wmean","TIME_TOWN_5K_2_wmean","TIME_TOWN_10K_2_wmean","TIME_TOWN_50K_2_wmean","TIME_TOWN_5K_3_wmean","TIME_TOWN_10K_3_wmean","TIME_TOWN_50K_3_wmean","N_TOWN_5K_15MN_wmean","N_TOWN_5K_30MN_wmean","N_TOWN_5K_60MN_wmean","N_TOWN_5K_120MN_wmean","N_TOWN_10K_15MN_wmean","N_TOWN_10K_30MN_wmean","N_TOWN_10K_60MN_wmean","N_TOWN_10K_120MN_wmean","N_TOWN_50K_15MN_wmean","N_TOWN_50K_30MN_wmean","N_TOWN_50K_60MN_wmean","N_TOWN_50K_120MN_wmean","POP_TOWN_5K_15MN_wmean","POP_TOWN_5K_30MN_wmean","POP_TOWN_5K_60MN_wmean","POP_TOWN_5K_120MN_wmean","POP_TOWN_10K_15MN_wmean","POP_TOWN_10K_30MN_wmean","POP_TOWN_10K_60MN_wmean","POP_TOWN_10K_120MN_wmean","POP_TOWN_50K_15MN_wmean","POP_TOWN_50K_30MN_wmean","POP_TOWN_50K_60MN_wmean","POP_TOWN_50K_120MN_wmean","TIME_TOWN_5K_1_Q1","TIME_TOWN_10K_1_Q1","TIME_TOWN_50K_1_Q1","TIME_TOWN_5K_2_Q1","TIME_TOWN_10K_2_Q1","TIME_TOWN_50K_2_Q1","TIME_TOWN_5K_3_Q1","TIME_TOWN_10K_3_Q1","TIME_TOWN_50K_3_Q1","N_TOWN_5K_15MN_Q1","N_TOWN_5K_30MN_Q1","N_TOWN_5K_60MN_Q1","N_TOWN_5K_120MN_Q1","N_TOWN_10K_15MN_Q1","N_TOWN_10K_30MN_Q1","N_TOWN_10K_60MN_Q1","N_TOWN_10K_120MN_Q1","N_TOWN_50K_15MN_Q1","N_TOWN_50K_30MN_Q1","N_TOWN_50K_60MN_Q1","N_TOWN_50K_120MN_Q1","POP_TOWN_5K_15MN_Q1","POP_TOWN_5K_30MN_Q1","POP_TOWN_5K_60MN_Q1","POP_TOWN_5K_120MN_Q1","POP_TOWN_10K_15MN_Q1","POP_TOWN_10K_30MN_Q1","POP_TOWN_10K_60MN_Q1","POP_TOWN_10K_120MN_Q1","POP_TOWN_50K_15MN_Q1","POP_TOWN_50K_30MN_Q1","POP_TOWN_50K_60MN_Q1","POP_TOWN_50K_120MN_Q1","TIME_TOWN_5K_1_Q3","TIME_TOWN_10K_1_Q3","TIME_TOWN_50K_1_Q3","TIME_TOWN_5K_2_Q3","TIME_TOWN_10K_2_Q3","TIME_TOWN_50K_2_Q3","TIME_TOWN_5K_3_Q3","TIME_TOWN_10K_3_Q3","TIME_TOWN_50K_3_Q3","N_TOWN_5K_15MN_Q3","N_TOWN_5K_30MN_Q3","N_TOWN_5K_60MN_Q3","N_TOWN_5K_120MN_Q3","N_TOWN_10K_15MN_Q3","N_TOWN_10K_30MN_Q3","N_TOWN_10K_60MN_Q3","N_TOWN_10K_120MN_Q3","N_TOWN_50K_15MN_Q3","N_TOWN_50K_30MN_Q3","N_TOWN_50K_60MN_Q3","N_TOWN_50K_120MN_Q3","POP_TOWN_5K_15MN_Q3","POP_TOWN_5K_30MN_Q3","POP_TOWN_5K_60MN_Q3","POP_TOWN_5K_120MN_Q3","POP_TOWN_10K_15MN_Q3","POP_TOWN_10K_30MN_Q3","POP_TOWN_10K_60MN_Q3","POP_TOWN_10K_120MN_Q3","POP_TOWN_50K_15MN_Q3","POP_TOWN_50K_30MN_Q3","POP_TOWN_50K_60MN_Q3","POP_TOWN_50K_120MN_Q3"
"94","SI0",13272,2100021,462519,119,19.8,30.9,43.3,28.8,44.4,70.3,33.9,51.7,90,0,2,12,54,0,0,4,19,NA,NA,1,4,0,14003,297705,1446625,0,0,251692,1202800,NA,NA,211853,944680,10.6538848897225,18.3901295748947,29.3024501659745,20.6475439055134,32.978367644895,63.4998569061928,25.3848952462856,40.5255845536783,82.1238185237199,1.32074726871779,4.54043602421119,16.9257655042497,57.7682356509768,0.64813209010767,1.90122908294727,6.20617127162062,20.418920572699,NA,NA,NA,4.39610794368247,58667.9079037781,134954.901125751,407576.81862229,1417676.85067054,54198.0173298267,116272.780502195,332773.101343272,1158353.08667628,NA,NA,NA,854267.46963578,13.1,20.6,30.7,22,33.6,60.4,26.7,41,80.5,0,1,8,50,0,0,2,17,NA,NA,1,3,0,5398,143695,1128313,0,0,91110,909580,NA,NA,82561,596234,27.6,41.6,56.7,36.7,54.7,79.6,42.1,62.3,98.7,1,3,16,59,0,1,6,21,NA,NA,2,5,6087,76756.5,446042,1592640,0,62561,361711,1318617.25,NA,NA,301430,1018694
"95","SK0",17624,5509849,1443935,310,13.9,18.6,48.9,23.2,31.4,74,29.4,38.7,84.8,1,3,13,63,0,1,7,33,NA,NA,1,4,5850,40921,251976,1217706.5,0,33272,210994.5,988494,NA,NA,127435,399332,8.11900289826455,11.6328302644955,37.4942775019788,19.1340346532181,25.3857459070112,NA,24.6120662290382,32.418379614396,NA,1.38245657911859,4.90511137419555,19.1514874545564,74.2790833287809,0.987828523068418,2.94173615284194,10.5814627587798,36.8895866293251,NA,NA,NA,NA,64510.9154539444,138145.720290883,595726.690631812,1914654.66982689,61810.4834252264,125215.101345427,538378.455518835,1660777.56425775,NA,NA,NA,NA,9,12,30.3,17.8,23.3,54.5,23.3,30.3,68.3,0,2,9,48,0,1,5,25,NA,NA,1,2,0,18399,146526,890071.5,0,12798,113655,729796,NA,NA,66939,255376,19.7,26.6,67.9,29.5,39.8,95.8,36.1,47.9,114.3,1,4,18,91,1,2,10,46,NA,NA,2,6,17753,87520,385639,2603374.25,16798,77559,334629,2379615.25,NA,NA,191962,1816646
"96","UKC",4714,2621513,1588189,481,10.1,13.8,20.8,15.6,18.8,33.1,17.9,21.5,47.4,1,10,39,64,1,6,24,34,NA,2,5,6,20720,652952,1851606,2287820,15825,606194,1749147,2092744,NA,941718,1426625,1562308,2.54468942171944,3.95625144716048,6.6892896964463,10.7604835833352,12.437776390962,18.7233762334957,13.0398651084316,15.0362210677574,33.4745622852147,4.31571500885176,18.3599398515285,44.5659155609757,70.8822389970982,3.13402603763552,12.196057009826,25.8058827097176,39.2967084275378,NA,NA,NA,NA,623896.139520193,1133768.21158468,1948637.60107274,2854337.66628928,615767.773967552,1091896.18036798,1825842.60762811,2642274.70083498,NA,NA,NA,NA,5.2,6.3,9.9,9.9,11.3,19.3,12.1,14.2,31.7,0,2,25,59,0,0,15,31,NA,1,3,6,0,15861,1280640,2171628,0,0,1215924,1990446,NA,484907,949875,1496380,17.9,30.775,34.9,27.3,36.6,48.3,32.2,38.8,62.4,4,18,45,79,3,12,26,42,NA,3,5,10,407703,1192068,1980226,3531181,401433,1149177,1856100,3290786,NA,941718,1426625,2665917
"97","UKD",9012,7199383,5232738,1541,7.7,9,12.3,14.7,17.3,24.2,18.2,21.4,29.1,2,9,50,151,1,6,34,96,1,4,12,25,83722,616749,5182278,9307302,83305,594376,5076966,8878985,1093480,2326090,4605531,7449091,1.68580411682501,2.13779980867806,5.43410604769879,13.0534879169507,14.6220700718381,NA,16.2149536008849,19.1188135288816,NA,2.6231479836536,13.6590845354387,65.438446322414,183.527343940446,2.21755822686472,10.0105700724632,45.4443371049991,112.156052956205,NA,NA,NA,29.7059592467855,1392996.05301204,2638852.41411827,6039688.49841855,10896264.7294103,1390221.9977987,2614567.53833974,5902814.23987389,10394413.9426024,NA,NA,NA,8780828.02180103,3.7,4,4.8,10,11.3,15.7,13.2,14.9,20.3,1,3,11,82,0,2,5,46,1,2,2,14,7302,80936,231611,6233092.5,0,69755,191660,6052032,143691,385032,456677,5466586,13.4,16.025,28.3,21.7,28,61.9,27.2,39.5,65.4,3,15,70,207,3,12,48,127,2,5,16,34,1206928.25,2956443.75,6441974,12388869.5,1206928.25,2940356,6309752,11925600.75,2326090,3360495.75,5855221,10350445
"98","UKE",9577,5441247,3271384,957,9.1,11.9,15.8,15.1,20.6,28.9,18.9,25.3,34.4,1,8,48,171,1,4,29,95,NA,2,9,24,43153,386150,2906343,8959025,33925,359022,2720927,8426204,NA,506800,2272743.5,7001519,2.42926592010987,3.60800296329132,6.25439210901473,11.1543822031972,14.3697446008241,21.2773090616912,14.0761053670235,18.708722779907,26.8911021683081,4.17999127773468,19.4297312729968,76.6692510007357,198.768784618673,2.95468832787778,12.4700949984443,45.1207458510889,111.310143244738,NA,NA,NA,30.481722296378,563689.715258286,1480339.44276229,4776114.25780506,10546115.8803789,554082.320646903,1426410.60615499,4541659.65994505,9929225.65032795,NA,NA,NA,8336335.82867365,4.9,6,8,10.4,13,18.9,13.6,16.4,24.8,1,4,29,137,0,2,15,76,NA,1,5,19,5765,133256,1703083,7300911,0,109631,1607924,6965649,NA,170609,1416643,5901542,14,19.1,26.6,20,28.1,41.2,24,34.5,46.7,3,15,84,209,2,11,50,119,NA,4,13,32,298713,1280045,5171433,11086806,298713,1216968,5024293,10471906,NA,1273194,4566486.5,8768276
"99","UKF",10238,4773068,2390512,674,8.8,11.3,16.4,14.4,18.7,26.5,18.2,22.8,31.5,2,9,67,210,1,5,36,117,NA,3,12,34,38839,511241,3380086.5,12094920.5,34159,489185,3079482.5,11457044.5,NA,551582,2407923,9676700,3.21170299689844,4.4998392857592,8.7301334906605,11.6992783258064,15.3515978402151,21.7643290018076,14.6367329985661,19.226484852091,27.8102692021148,3.50798333482783,18.022692951368,80.1374901845103,218.608486616994,1.90800927202378,8.93068085348878,42.2745603037711,121.403823913676,NA,NA,NA,35.8586079226192,340839.888717697,1017017.83364494,5258108.83170363,12820753.8082485,330283.463904977,957258.447770281,5004177.9055687,12153727.5955195,NA,NA,NA,10411517.1056117,5.4,6.9,9.5,10.5,14.1,18,13.2,17.6,23.3,1,5,39,181,0,3,19,91,NA,1,5,25,9612,161378,1421424,6538791.75,0,149454,1292742,5919753.75,NA,135737,993650,4562640,12.9,15.9,25.8,18.6,23.4,39,22.5,28.1,45.9,3,17,86,230,2,8,45,128,NA,4,16,40,212231,1105050,5738976,15078466,212231,1045754,5492038,14348117,NA,1000174,4995726,12373753
"100","UKG",10281,5873941,4329987,1241,9.1,10.9,13.1,15.1,18.1,22.8,18.6,22.5,29,1,8,45,175,1,5,28,97,1,3,12,34,59342,520173,4179363,9802374,59342,490632,4068482,9381700,308201,523832,3752380,8289487,1.82235330589803,2.43869403863607,3.33547861648594,13.1344356540183,15.2676766246035,18.1728021442503,16.3610777159661,19.0494870479632,24.3763168714157,2.30473918617841,11.9524161036006,62.8537499780812,190.841054583286,1.81178377515198,8.18305205993727,37.6258001229498,106.682659904143,NA,NA,16.7641013077932,35.3698162783726,1369953.4967801,2387317.77946101,5417320.03970912,11305888.6008086,1366597.61077103,2361728.95837275,5247225.50094936,10733092.913096,NA,NA,4834258.83840713,9324745.20391931,5,5.6,6.4,11.4,13.2,16.2,14.7,17.2,22.5,1,5,30,146,0,3,18,87,1,2,8,26,6315,139090,3160998,8454525,0,125960,3076690,7946002,80412,147252,2909164,6727704,13.9,17.7,21.4,19.8,24.8,32.9,23.9,29.9,39.9,3,12,64,200,2,8,39,113,2,4,16,38,335926,2755408,5571107,12489606,330502,2723996,5364236,11941321,2380680,2681436,4934904,10448095
"101","UKH",14393,6148479,2834686,770,8.8,11.5,17.5,13.9,18.6,31.5,17.3,23.4,39.7,2,9,44,150,1,4,22,84,NA,2,6,23,33222,253557,1158313,13187770,23951,217962,1017799,12762301,NA,220928,683202,11362318,3.61900221176652,5.16762833539805,9.7512869605638,12.0287946335997,14.7080307503693,24.2460022877202,15.2390183165624,19.4957659772441,31.1174178036552,3.0608833501749,13.6827438135513,57.3516261501422,164.70645179076,2.22064676483403,9.0609495454079,34.9578068006738,98.2753238646501,NA,NA,NA,28.6132646789556,1771715.07784901,3999522.91144753,7527838.25296403,12774710.74727,1765616.75296037,3966881.92865244,7371246.15002962,12315605.520089,NA,NA,NA,10755104.0354743,5.8,7.1,9.7,10.8,13.5,20.7,14,17.6,27.4,1,6,30,89,0,3,12,44,NA,1,3,11,9127,176068,675471,2211079,0,159318,547288,1908845,NA,149546,379150,1212455,12.2,16.7,27.1,17.5,23.7,42.2,20.9,29.2,50.7,3,14,67,194,2,9,42,117,NA,3,12,35,154559,581628,10924278,15440203,149546,547381,10740519,14914449,NA,616863,10054840,12971538
"102","UKI",1546,8766846,8703788,1375,0,0,0,16.8,18,21.6,20.3,22,25.9,1,10,67,213,1,7,47,137,1,3,17,42,8722570,9089908,11437972.5,16531364,8722570,9072256,11291552,16007469,8722570,8977954,10566031,13861294,0.0289808102024377,0.0346456639023886,0.0353990591371173,21.2508780352706,21.7204227381204,24.7695244218958,24.3573664462681,25.7410220733887,28.8533474752494,0.979949915853432,7.46336322093487,63.7043842221022,212.41356355524,0.904610848644997,5.51412891249601,45.4675916515472,137.665512887987,NA,3.06576778011157,17.0870396263377,42.3273304903497,5771254.66233957,9015553.19090161,11376324.322684,16594156.2715495,5770660.54451555,9000049.16749866,11239910.8882156,16062566.4356113,NA,8941794.83280578,10586640.0439976,13891599.2915939,0,0,0,12.5,13.325,17,16.4,18,21.6,1,6,57.25,205,1,4,42,135,1,2,15,41,8722570,8902219,11099675.75,16311318,8722570,8886177,10976336.5,15782443,8722570,8868787,10344216,13649063,0,0,0,22.275,23.1,26.575,25.075,26.9,30.6,2,14,75,218,2,10,53,140,1,5,19,43,8747601,9297752,11740278,16779975.75,8747601,9273911,11576526,16266371,8722570,9203088,10846628,14111484
"103","UKJ",15440,8996560,4830936,1346,7.9,9,12.8,12.9,14.6,22.3,15.9,18.2,27.6,2,11,54,179,2,8,36,117,1,3,13,36,91680,593577,10825411.5,15561880,85861,568502,10705796,15130102.5,171446,469872,10216210,13281018,2.87492880612146,3.55271052491176,6.98776869158879,11.1804169927172,12.5485246360831,19.5760518020221,14.4924816596566,16.3904827511849,25.1580418626675,2.97744671296584,13.2996808780245,56.3149234818642,169.740378211227,2.35708481908641,9.63622684670585,38.639323030136,110.230316254213,NA,NA,NA,33.7878381292405,1369438.91647641,3825524.60681583,8763976.35251818,15248058.121553,1364964.48191953,3799304.58021377,8635734.25469068,14818450.6932399,NA,NA,NA,13133723.8902697,4.9,5.5,7.2,10,11.2,16.6,13.1,14.8,21.7,1,8,41,142,1,5,27,92,1,2,10,28,24635,314268,4025827.75,14120267,21667,295796,3944010,13754703.5,85861,232139,4040177,12363309,10.9,13,18.4,16,18.8,27.9,19.2,22.6,33.6,3,14,65,206,3,11,45,131,2,4,17,41,246052,1025145,11481032,16764036.5,243584,994343,11338071,16234366.5,363441,893861,10754008,14170300.25
"104","UKK",17442,5526761,2499834,673,11.3,16,27.5,17.1,23.2,40.5,21,28.9,50,1,6,27,99,0,3,13,54,NA,1,3,11,10564,122125,705382,3303619,0,101763,596738,2960955,NA,245576,503252,2074256,4.41262299925764,7.12099888162339,NA,13.6529978770568,17.8524386706789,NA,17.6191634304432,24.5829572329977,NA,2.03437438311517,8.30411320482286,37.1212732014285,115.778141663806,1.39001161801641,5.11563391288315,21.2064713853195,65.5102440651948,NA,NA,NA,NA,179447.874501358,371567.944807637,1507203.15403253,5018191.86559777,174742.557366964,348302.393022242,1391458.93269512,4653345.10115563,NA,NA,NA,NA,7.4,10,16.9,13.3,17.4,29.9,17.1,22.3,39,0,4,17,53,0,1,8,22,NA,1,2,4,0,51163,442644,1071106,0,33976,369549,855725,NA,101763,256611,503252,16,23.3,42.9,22.1,31.2,55.8,26.2,37.6,65,2,8,39,150,1,5,24,89,NA,2,6,20,40280,293032.25,1515492.5,5279531,36571,273013,1402096,4826523,NA,363441,1132362,3463058
"105","UKL",11712,3088542,910377,274,16.8,24.2,47.4,26.3,35.1,61,30.4,43.3,65.1,0,2,13,69,0,1,8,42,NA,NA,4,9,0,25019,297329,2495101.5,0,13528,259244,2278595,NA,NA,652095,1578335,7.33516125084264,10.0742701572457,NA,15.9950630426914,19.5254605247396,NA,19.5149921224967,25.6429308392116,NA,2.26281527011774,9.87661265412612,36.2667057789727,92.646722628347,1.58257488484858,6.38928950941901,22.7919031050897,55.5719261709894,NA,NA,NA,NA,135259.954777367,439814.407394492,1546137.275519,3712301.62987779,130224.399496267,414198.843088098,1447870.00595588,3445063.86951222,NA,NA,NA,NA,9.8,13.1,26,16,19.2,36,19.1,24.3,40.7,0,1,6,38,0,0,2,23,NA,NA,1,3,0,5541,55754,1344519,0,0,24554,1209143,NA,NA,128282,652095,28.2,37.6,72.6,40.4,51.9,85.8,45.9,62.9,87.7,1,7,34,104,1,4,21,64,NA,NA,5,15,13846,178753.25,1254803,5673108.5,11345,158048,1134806,5406722,NA,NA,1243456,4505095
"106","UKM",17936,5352866,2620450,771,13.7,20.7,31.4,21.9,33.5,56.7,27.7,40.6,58.3,1,3,12,50,0,1,4,25,NA,NA,2,9,5715,34551,266950,1798364,0,28005,213206,1644369,NA,NA,517361,1865977,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.60919253349514,11.2019899246497,37.6492805909956,66.0428497556262,1.83075813965827,6.66366484795248,21.4735672441642,34.1404746541386,NA,NA,NA,NA,408782.691141531,765317.596644676,1688377.18623388,2426685.32188738,403241.27999057,732577.593036515,1574747.44743246,2203655.26461451,NA,NA,NA,NA,7.9,11,17,14.6,19.1,32.8,18.5,23.5,35.4,0,1,4,19,0,0,1,6,NA,NA,1,2,0,6645,53948,342670,0,0,30703,260667,NA,NA,173258,323316,24.2,37.2,52.9,34.5,55.9,76.5,42.1,61.3,83,2,7,31,74,1,3,18,39,NA,NA,7,9,34137,218197.25,1450544,2862685,30703,201148,1386737,2611319,NA,NA,1407450,1963052
"107","UKN",8224,1803331,627527,196,12.3,18,39.1,19.4,28.2,59,24.3,34.15,80.3,1,4,19,42,0,2,8,18,NA,NA,2,3,8078,49671,621469,952062,0,38816,546789,796195,NA,NA,448205,523119,6.11917922999161,10.0548269840645,22.1595199661072,15.5927295100012,21.4968085725805,NA,20.0922973098117,28.4155818870746,NA,2.03441242899945,7.8041019646421,22.5144324586002,41.4329072144825,1.17098358537617,3.85992532707528,10.487461259192,17.7506004166734,NA,NA,NA,2.86618596364173,170238.401703292,335539.017884127,629638.664564076,1016815.52831399,164444.6806482,309856.713367651,547985.696059681,855339.553796835,NA,NA,NA,571531.141711089,8.3,11.6,23.2,14.5,19.2,45.3,18.8,25.5,72.2,0,2,12,37,0,1,5,16,NA,NA,1,2,0,24710,180174,895430,0,13105,136854,746997,NA,NA,392049,466963,17.1,26.2,52.3,25.2,39,70.35,30.5,45.4,88.8,2,6,26,47,1,3,12,20,NA,NA,2,3,20236,445338.75,740732,1049767,18580,430865,652491,860865,NA,NA,448205,523119
