"","NUTS_ID","n","TOT_P_2021","urban_pop","n_0","TIME_TOWN_5K_1_MED","TIME_TOWN_10K_1_MED","TIME_TOWN_50K_1_MED","TIME_TOWN_5K_2_MED","TIME_TOWN_10K_2_MED","TIME_TOWN_50K_2_MED","TIME_TOWN_5K_3_MED","TIME_TOWN_10K_3_MED","TIME_TOWN_50K_3_MED","N_TOWN_5K_15MN_MED","N_TOWN_5K_30MN_MED","N_TOWN_5K_60MN_MED","N_TOWN_5K_120MN_MED","N_TOWN_10K_15MN_MED","N_TOWN_10K_30MN_MED","N_TOWN_10K_60MN_MED","N_TOWN_10K_120MN_MED","N_TOWN_50K_15MN_MED","N_TOWN_50K_30MN_MED","N_TOWN_50K_60MN_MED","N_TOWN_50K_120MN_MED","POP_TOWN_5K_15MN_MED","POP_TOWN_5K_30MN_MED","POP_TOWN_5K_60MN_MED","POP_TOWN_5K_120MN_MED","POP_TOWN_10K_15MN_MED","POP_TOWN_10K_30MN_MED","POP_TOWN_10K_60MN_MED","POP_TOWN_10K_120MN_MED","POP_TOWN_50K_15MN_MED","POP_TOWN_50K_30MN_MED","POP_TOWN_50K_60MN_MED","POP_TOWN_50K_120MN_MED","TIME_TOWN_5K_1_wmean","TIME_TOWN_10K_1_wmean","TIME_TOWN_50K_1_wmean","TIME_TOWN_5K_2_wmean","TIME_TOWN_10K_2_wmean","TIME_TOWN_50K_2_wmean","TIME_TOWN_5K_3_wmean","TIME_TOWN_10K_3_wmean","TIME_TOWN_50K_3_wmean","N_TOWN_5K_15MN_wmean","N_TOWN_5K_30MN_wmean","N_TOWN_5K_60MN_wmean","N_TOWN_5K_120MN_wmean","N_TOWN_10K_15MN_wmean","N_TOWN_10K_30MN_wmean","N_TOWN_10K_60MN_wmean","N_TOWN_10K_120MN_wmean","N_TOWN_50K_15MN_wmean","N_TOWN_50K_30MN_wmean","N_TOWN_50K_60MN_wmean","N_TOWN_50K_120MN_wmean","POP_TOWN_5K_15MN_wmean","POP_TOWN_5K_30MN_wmean","POP_TOWN_5K_60MN_wmean","POP_TOWN_5K_120MN_wmean","POP_TOWN_10K_15MN_wmean","POP_TOWN_10K_30MN_wmean","POP_TOWN_10K_60MN_wmean","POP_TOWN_10K_120MN_wmean","POP_TOWN_50K_15MN_wmean","POP_TOWN_50K_30MN_wmean","POP_TOWN_50K_60MN_wmean","POP_TOWN_50K_120MN_wmean","TIME_TOWN_5K_1_Q1","TIME_TOWN_10K_1_Q1","TIME_TOWN_50K_1_Q1","TIME_TOWN_5K_2_Q1","TIME_TOWN_10K_2_Q1","TIME_TOWN_50K_2_Q1","TIME_TOWN_5K_3_Q1","TIME_TOWN_10K_3_Q1","TIME_TOWN_50K_3_Q1","N_TOWN_5K_15MN_Q1","N_TOWN_5K_30MN_Q1","N_TOWN_5K_60MN_Q1","N_TOWN_5K_120MN_Q1","N_TOWN_10K_15MN_Q1","N_TOWN_10K_30MN_Q1","N_TOWN_10K_60MN_Q1","N_TOWN_10K_120MN_Q1","N_TOWN_50K_15MN_Q1","N_TOWN_50K_30MN_Q1","N_TOWN_50K_60MN_Q1","N_TOWN_50K_120MN_Q1","POP_TOWN_5K_15MN_Q1","POP_TOWN_5K_30MN_Q1","POP_TOWN_5K_60MN_Q1","POP_TOWN_5K_120MN_Q1","POP_TOWN_10K_15MN_Q1","POP_TOWN_10K_30MN_Q1","POP_TOWN_10K_60MN_Q1","POP_TOWN_10K_120MN_Q1","POP_TOWN_50K_15MN_Q1","POP_TOWN_50K_30MN_Q1","POP_TOWN_50K_60MN_Q1","POP_TOWN_50K_120MN_Q1","TIME_TOWN_5K_1_Q3","TIME_TOWN_10K_1_Q3","TIME_TOWN_50K_1_Q3","TIME_TOWN_5K_2_Q3","TIME_TOWN_10K_2_Q3","TIME_TOWN_50K_2_Q3","TIME_TOWN_5K_3_Q3","TIME_TOWN_10K_3_Q3","TIME_TOWN_50K_3_Q3","N_TOWN_5K_15MN_Q3","N_TOWN_5K_30MN_Q3","N_TOWN_5K_60MN_Q3","N_TOWN_5K_120MN_Q3","N_TOWN_10K_15MN_Q3","N_TOWN_10K_30MN_Q3","N_TOWN_10K_60MN_Q3","N_TOWN_10K_120MN_Q3","N_TOWN_50K_15MN_Q3","N_TOWN_50K_30MN_Q3","N_TOWN_50K_60MN_Q3","N_TOWN_50K_120MN_Q3","POP_TOWN_5K_15MN_Q3","POP_TOWN_5K_30MN_Q3","POP_TOWN_5K_60MN_Q3","POP_TOWN_5K_120MN_Q3","POP_TOWN_10K_15MN_Q3","POP_TOWN_10K_30MN_Q3","POP_TOWN_10K_60MN_Q3","POP_TOWN_10K_120MN_Q3","POP_TOWN_50K_15MN_Q3","POP_TOWN_50K_30MN_Q3","POP_TOWN_50K_60MN_Q3","POP_TOWN_50K_120MN_Q3"
"138","FRI2",14035,726929,141455,43,30.5,42,59.4,45.5,68.9,103.5,58.4,80.2,NA,0,0,3,12,0,0,1,5,NA,NA,NA,1,0,0,92415,326057,0,0,85615,270321,NA,NA,NA,179439,16.7237408330113,23.55736571247,NA,32.5352642417624,60.4812420470222,NA,47.9013803273769,71.6512869895134,NA,0.719323345196023,1.36795890657822,3.27881402447832,12.1198411399188,0.437133475208721,0.682450418128868,1.55275824736666,5.62353544844132,NA,NA,NA,NA,45217.1179908904,66686.6690323264,126694.407334141,335339.564103234,42579.6236688865,60569.2618866492,112149.292216984,284423.470681456,NA,NA,NA,NA,21.5,28.2,39.5,36,56.4,94.7,48.6,69.4,NA,0,0,2,11,0,0,1,5,NA,NA,NA,1,0,0,40936,284088,0,0,33032,238171,NA,NA,NA,126508,39.3,55,78.2,55.5,78.3,111.8,67.9,88.2,NA,0,1,4,14,0,1,2,7,NA,NA,NA,2,0,13882,149758,446671,0,13882,126508,397986.5,NA,NA,NA,308152
"139","FRI3",20450,1822627,243566,77,23.4,31.7,55.3,35.4,46,81.2,43.1,57.7,NA,0,1,6,24,0,0,3,10,NA,NA,1,2,0,10438,133759,561634,0,0,113374,464209,NA,NA,93474,306196,14.7927902417774,20.0800858321533,43.7573296126963,30.610835513794,40.3556356292318,NA,40.0656525992429,55.7156670015312,NA,0.594626327822423,1.67761807544824,7.00280968075201,24.8923690914268,0.420956674075387,0.877662297332367,3.22153243642281,10.2646899228421,NA,NA,NA,1.95317253612505,25086.6255745141,49291.8418464118,178717.079655903,617933.582768169,23859.7045215505,43744.7123915096,153331.75727343,517675.570636779,NA,NA,NA,332123.293557596,16.3,22.4,41.3,27.8,38.3,71.9,35.5,50.3,NA,0,0,3,19,0,0,2,8,NA,NA,1,2,0,0,76028,432220,0,0,60992,361617,NA,NA,93474,177771,32.875,40.9,67.4,46,55.5,90.7,54.3,69,NA,0,2,8,30,0,1,4,12,NA,NA,1,3,0,39038,184126,911974,0,27582,161403,778255,NA,NA,126508,561518
"140","FRJ1",15267,2893000,855981,194,18.1,29.4,41.7,28.6,46.9,65.1,35.3,54.2,77.8,0,2,12,48,0,1,4,16,NA,NA,2,3,0,18788,257615,985796,0,11618,174675,788637,NA,NA,326257,541897,7.91624904942962,13.7020963014172,NA,17.7555859315588,30.9881981334257,NA,22.4665908745248,37.6467566194264,NA,2.03521016246111,7.77844555824404,26.055433460076,62.2904728655375,0.902511579675078,2.64260352575181,8.98827756653992,21.3505091600415,NA,NA,NA,NA,91835.4497445558,193493.615871068,557604.338806775,1284004.97916695,83784.9866259938,156301.212134117,436712.599852402,996888.857218113,NA,NA,NA,NA,10.5,16.9,24,18.7,31.1,46.1,23.5,36.5,65,0,0,4,37,0,0,1,12,NA,NA,1,3,0,0,45961,805528,0,0,28298,597597,NA,NA,114228,440166,30.2,48.7,65.6,44.9,68.1,88,54.5,78.6,96,1,5,23,62,0,1,8,22,NA,NA,2,4,9755,128370,602258,1208316,0,113909,474896,961225,NA,NA,440166,666622
"141","FRJ2",35486,3120201,744615,187,25.5,35.7,64.8,39.1,52.2,NA,47.4,64.6,NA,0,1,5,27,0,0,2,11,NA,NA,NA,1,0,7606,73595,882689,0,0,55362,763451,NA,NA,NA,541897,12.098862797621,18.1074701597749,NA,24.8759277046574,33.375095386483,NA,31.3694457184007,43.8846049982039,NA,1.19906538072387,4.03567045840957,12.4495537306731,29.9644686351937,0.854475080291302,2.1930721770809,4.68898285719414,12.3738313653511,NA,NA,NA,NA,191448.057213301,277486.535553639,492510.397789117,834777.871542891,188940.099457054,264418.999169605,436037.670216758,705377.532353525,NA,NA,NA,NA,16.9,25.2,46.7,28.8,41.1,NA,35.7,51,NA,0,0,3,20,0,0,1,8,NA,NA,NA,1,0,0,37622,586397,0,0,27577,467621,NA,NA,NA,541897,36,46.3,82.5,49.5,63.1,NA,57.9,75.5,NA,0,2,9,32,0,1,4,13,NA,NA,NA,2,0,25959,627478,938305,0,14515,590296,803664,NA,NA,NA,541897
"142","FRK1",19709,1369053,249681,62,29.3,36.3,63.6,44.3,55.5,92,51.2,65.2,NA,0,1,4,21,0,0,2,9,NA,NA,NA,2,0,5517,77253,517049,0,0,65252,435141,NA,NA,NA,234575,14.4781936126651,19.8750003104336,NA,31.4219757014521,40.2271705332079,NA,36.2177271442377,48.431160736655,NA,1.07872376014661,2.60139161887816,6.90976974594848,23.8975189419256,0.672500626345364,1.43500069025816,3.06608363591475,10.2390126605763,NA,NA,NA,NA,60511.4572635245,104997.350033198,206772.775361509,683955.757562344,57465.6326599482,96268.1745593487,178425.470932097,587577.644147451,NA,NA,NA,NA,20,25.2,46,34.6,43.7,82.9,40.3,52.7,NA,0,0,2,15,0,0,1,6,NA,NA,NA,1,0,0,27810,361496,0,0,23427,294650,NA,NA,NA,181644,38.6,49.9,78.2,54,71.4,102.6,60.1,78.8,NA,0,1,7,27,0,1,3,12,NA,NA,NA,2,0,25007,254987,660543,0,25007,215861,564225,NA,NA,NA,368478
"143","FRK2",29852,6734031,2281298,461,18.3,25,40.3,26.8,35.5,63.1,31.6,42.3,79.2,0,2,15,63,0,1,6,27,NA,NA,2,4,0,35608,538778,2174190,0,25564,477788,1952497,NA,NA,510946,1547072,7.83905084488032,11.5898337266342,20.6606931123425,17.861095620142,24.6576219355094,53.077300356948,22.4179002739964,30.45716941309,NA,1.64792083671726,6.95605024687294,24.6920614116567,68.5098392032944,0.975697171575242,3.33180987732311,11.4923582917869,29.7514199147583,NA,NA,NA,NA,296826.020668304,487776.103948437,1086902.84975374,2332429.09757811,292301.506173197,462853.67929417,997872.278533615,2071249.56739195,NA,NA,NA,NA,11.4,15.9,26.3,18.8,26.7,50.7,23.5,33,65.2,0,1,8,54,0,0,4,22,NA,NA,1,3,0,5938,189159,1618571,0,0,148624,1354846,NA,NA,186834,904407,27,35.8,54.9,37,46.6,76.7,42.4,54.1,92.8,1,4,22,74,0,2,10,32,NA,NA,2,5,9873,128182,1309333,2574605.75,0,114684,1233469,2298106,NA,NA,1068553,1753866
"144","FRL0",15476,5094795,2511289,535,15,22.8,37.8,22.9,35.8,50.9,27.6,41.75,57.8,0,3,17,65,0,1,7,23,NA,NA,4,7,0,32585,528401,2199854,0,23284,415683,1867852,NA,NA,698822,1542784,5.28341065734731,8.55351569592101,15.6055751801594,15.3312974712428,22.0624731122645,NA,18.7973165161699,28.5350161880901,NA,2.18995052794077,8.20489165903633,29.0911879673274,64.428507525818,1.15898029263199,3.5006317231606,11.296241948891,22.5314916498112,NA,NA,NA,NA,303540.505513961,563587.94321695,1221003.91791996,2010117.80773083,296361.777557488,530610.788714168,1098583.26708592,1723520.18708996,NA,NA,NA,NA,8.9,13.2,22.4,15.6,23,35.5,19.6,28.7,43.2,0,1,6,33,0,0,2,15,NA,NA,2,5,0,5347,66606,1150945.25,0,0,37510,1017090,NA,NA,264098,955409,26.4,38.8,67,38.2,57,76,45.7,65,78,1,7,31,83,1,3,11,27,NA,NA,5,8,19557,196103,1316737,2462331,18429,154366,1185392,2053617,NA,NA,1179414,1642734
"145","FRM0",2953,334318,73955,13,44.2,65.7,105.45,86.7,138.6,NA,122,NA,NA,0,0,1,2,0,0,0,1,NA,NA,NA,1,0,0,6141,60565,0,0,0,55503,NA,NA,NA,55503,26.8962152800627,37.1239352951381,NA,78.6016932979978,NA,NA,123.364631279201,NA,NA,0.528535705525877,0.690967880879881,0.979636154798725,2.45854545672085,0.471404471192099,0.601301754616862,0.710033560861216,1.06001172536328,NA,NA,NA,NA,23920.3623077429,30175.8021524417,36360.5956933219,60087.1941714176,23598.6279141416,29678.7287253453,34778.8073600584,51996.4186193983,NA,NA,NA,NA,25.9,36.7,64.125,68.8,118.4,NA,99.6,NA,NA,0,0,0,2,0,0,0,1,NA,NA,NA,1,0,0,0,54075,0,0,0,42872,NA,NA,NA,55503,69.6,92.6,130.075,114,158.7,NA,147.1,NA,NA,0,1,1,3,0,0,1,1,NA,NA,NA,1,0,6141,49013,66706,0,0,42872,55503,NA,NA,NA,55503
"146","FRY1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","FRY2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","FRY3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","FRY4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","FRY5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","HR02",8818,1017580,177915,62,18.7,30.35,59.65,31.4,48.1,86.6,39.4,62.2,NA,0,1,6,29,0,0,2,10,NA,NA,1,2,0,13618,75881,911723,0,0,63792,803464,NA,NA,128970,650266,10.3253572200712,22.2929840405669,42.6490959924528,25.9272624265414,44.0528213997917,NA,33.9056523320033,55.09343540557,NA,0.898812869749799,2.11482242182433,8.87726075591108,29.4833015585998,0.462677135949999,0.816591324515026,3.11518701232336,9.88054993219206,NA,NA,NA,NA,20831.0391094558,39325.0268509601,260764.62429293,664969.345808683,17687.1022091629,30209.7758456338,220182.149126359,529195.067428605,NA,NA,NA,NA,12,18.8,42.9,24.5,39,71.3,33,51.7,NA,0,1,4,24,0,0,1,8,NA,NA,1,1,0,6476,46959,461782,0,0,24785.75,327764,NA,NA,50174,208820,26,45.6,77.2,39.8,60.9,103.425,47.1,73.7,NA,1,2,9,35,0,1,3,12,NA,NA,1,3,7279,29606,201355,1031720,0,19696,162163,880754,NA,NA,650266,700440
"152","HR03",9075,1215145,389435,85,28.4,45.1,61.1,44.2,68.5,91,52.8,80.9,NA,0,1,4,12,0,0,1,6,NA,NA,NA,2,0,5166,65447,317583,0,0,49255,267996,NA,NA,NA,239942,15.3536192800036,27.302640178744,NA,34.2720435009814,NA,NA,44.8542014327508,NA,NA,1.09285558513593,1.88510342387123,4.32705973361204,16.2900188866349,0.691965156421662,1.15955215221229,1.98815943776257,6.30168909883183,NA,NA,NA,NA,61380.6426179592,81401.1108945846,133169.92816742,419681.600324241,58490.4814528307,76110.9525250073,116449.61709261,351281.057980735,NA,NA,NA,NA,16.6,30.8,43.2,34.5,52.5,77.925,41.9,58.6,NA,0,0,1,7,0,0,0,2,NA,NA,NA,1,0,0,9528,130990.5,0,0,0,93541,NA,NA,NA,176732,41.5,69.3,83.3,62.05,98.8,108.6,76,110.9,NA,0,1,5,16,0,0,2,7,NA,NA,NA,2,0,11157,185425,464355,0,0,151393,398361,NA,NA,NA,303889
"153","HR05",464,764457,633311,126,5.95,6,6,15.45,23.15,87.5,19.3,29.5,NA,1,6,18,51,1,3,7,17,1,1,1,2,650266,709516,848162,1241723,650266,688019,775961,1003166,650266,650266,650266,732827,1.10140151767856,1.18004256616134,1.18270118528576,12.7895258987752,20.4032368073024,NA,15.9649263464132,26.2967238183443,NA,2.15607810511252,6.46771368435373,19.811918786799,52.0569332218817,1.09021828565897,3.34136256192304,7.93020405333459,17.5224126406063,NA,1,1,1.99945059041908,655781.166337675,719124.155356024,859972.888089193,1246708.84904318,647364.890657028,696190.805460608,775860.465425786,1008464.8202188,NA,650266,650266,732781.64019559,0,0,0,11.025,18.875,81.9,14.775,25.575,NA,1,4,16,49,1,2,6,17,1,1,1,2,650266,686894,820069,1218108.75,650266,677453,746355,996366,650266,650266,650266,732827,10.625,10.625,10.7,20.025,28.1,91.8,23.5,34.425,NA,3,7,21,52,1,4,8,18,1,1,1,2,665693,721550,867246,1256796,650266,706123,788134,1017640,650266,650266,650266,732827
"154","HR06",5218,788987,51851,18,14.8,25.1,41.9,24.8,36.2,84.3,31.1,45.8,NA,1,2,14,49,0,1,5,17,NA,NA,1,2,5136,23274,795565,1248338,0,14116,738706,1025496,NA,NA,650266,732827,10.3688427059001,17.6412687408031,41.230051825949,21.1161396829099,29.0938928017825,NA,26.8175302001173,42.4469540055793,NA,0.983052952710247,3.4949004229474,14.8804948623995,49.8818561015581,0.591635857118051,1.57513241663044,5.5143874360414,17.1005593248051,NA,NA,NA,2.31500138785557,100441.227358626,271039.675620764,649752.248130831,1305740.09582541,97638.6244652954,257468.539922711,584787.525401559,1080248.58352292,NA,NA,NA,792569.333752014,10.2,16.5,30.2,20,29.1,69.4,26.1,38.9,NA,0,2,11,44,0,0,4,15,NA,NA,1,2,0,12465,197222,1172761,0,0,125984,978859,NA,NA,650266,732827,20.2,33.8,57.1,29.3,42.7,104.4,35.2,52.8,NA,1,3,17,52,0,2,6,18,NA,NA,1,3,9661,70154,830311,1427952.5,0,46055.25,759638,1208219,NA,NA,650266,944680
"155","HU11",467,1707112,1619079,328,0,0,0,12,12.7,16.6,15.1,16,30.9,2,16,60,113,2,9,34,57,1,2,5,8,1601374,1853181,2509503,3224136,1601374,1806607,2326930,2853230,1567720,1647210,1831939,1995424,0.210171740342754,0.210171740342754,0.306812499707108,14.0438489683161,14.4700227635914,17.5483981718833,16.1953420162239,16.9465088406619,28.4527141160041,2.13649719526311,16.9301662691142,60.8827885926641,112.900306482527,1.84549812783227,10.7194255561439,34.4201774693166,57.110459067712,NA,2.62368725660648,5.04771918889915,7.61629465436363,1600392.13457289,1876107.10104375,2521891.19773044,3217993.87520795,1598427.27731045,1832804.63433975,2337544.60875268,2847179.11871102,NA,1676591.59449409,1833885.91397635,1976978.10402598,0,0,0,9.15,9.5,11.85,12.7,13.5,26.8,1,13,56,112,1,8,32,56,1,2,5,7,1567720,1796051.5,2422395,3203812,1567720,1762182.5,2261758,2835704,1567720,1647210,1831939,1945283,2.7,2.7,2.8,15.55,16,21.5,17.9,18.7,34.8,4,18,63,115,3,11,35,58,2,3,6,8,1647210,1897864,2567095.5,3257644,1647210,1846880,2375611,2878712,1647210,1698495,1893826,1995424
"156","HU12",2567,1325884,196829,69,9,11.5,25.5,15.7,18.7,34.8,19.6,22.6,48.8,1,7,41,112,1,5,24,56,NA,2,3,7,16210,1617504,2210656,3190098,14290,1600217,2097687,2823660,NA,1619005,1698495,1945283,6.33854394502082,8.70684403763829,18.6398565032839,13.0562720418981,16.0777611766942,27.5125515505127,16.445977023631,19.4710642861668,43.7015893547249,2.58738471842182,11.227516132633,48.0482214130346,112.280187407043,1.70051980414576,6.6835545190982,27.6453437857309,56.5612972175545,NA,NA,NA,7.1699537817788,627226.408921142,1354555.33952141,2280404.24089287,3212299.11514431,620790.475733925,1322334.41356107,2138475.15309107,2838864.59760356,NA,NA,NA,1962347.01773383,5.7,6.9,15.9,11.9,14,24.3,15.3,18.1,39.3,1,5,30,108,0,3,18,54,NA,1,3,6,8275,66392,2051015,3141062.5,0,55718,1958831,2769654,NA,1567720,1698495,1945283,13.85,16.85,33.8,20.1,24,43.2,24.1,28,57.6,2,12,52,115,2,7,30,58,NA,2,5,8,44709.5,1764626,2357452,3243232,41421.5,1727206,2203339,2867435,NA,1647210,1811839,1995424
"157","HU21",3006,1055103,252978,69,12.45,16.7,29.3,21.5,27.25,46.4,26.6,33.1,56.65,1,3,19,99,0,2,10,50,NA,1,3,7,6332,71457,435907,3121999,0,61641,368849,2783280,NA,76588,277308,1975803,7.96305791946379,10.9639552726132,23.5906551303522,19.6827451917017,24.4527931396271,43.1038372556992,24.4604116375368,29.8686988853221,53.803586095386,1.08578119861284,4.70819436585812,25.3229912150757,93.888136039799,0.782318882611461,2.64090614849925,13.0853945065079,47.3152488430039,NA,NA,NA,7.27755773606937,30420.2994371166,194714.76207157,1381584.43635929,2834026.01529803,28567.5288109313,181916.816743958,1301584.73968608,2520470.25269287,NA,NA,NA,1776854.15589473,8.025,10.7,19.2,16.7,21.4,36.2,21.7,26.9,46,0,2,13,68,0,1,7,33,NA,1,2,6,0,23997,232794,1532864.25,0,23810,196571,1265751,NA,51285,126729,650240,17.6,22.7,42.3,27.3,34,58,32.7,40,70.475,1,5,29,107,1,3,15,55,NA,1,4,8,18231,103481,2042900.25,3235733,18231,92587,1955995.75,2882798,NA,93723,1752449,2037690
"158","HU22",3682,998104,218169,48,16,21.5,42.3,27.1,36.4,74.1,33.9,46.4,86.8,0,2,10,52,0,1,5,20,NA,NA,1,4,0,44614,167638,1256253,0,44614,133258,1056097,NA,NA,93723,722680,9.40131809911593,13.7527724565777,35.3120085682455,23.5532976523488,30.7955869328246,66.5928192853651,30.1634537082308,43.048863244712,NA,0.97808244431442,2.8040354512155,16.0491201317698,70.4417495571604,0.722332542500581,1.50763347306493,7.50588115066165,30.8587772416502,NA,NA,NA,5.54284824026354,37772.0314025392,80847.9402717552,547480.256763824,2078383.50810537,36115.3438900155,72324.746038489,491245.11106558,1818367.36710703,NA,NA,NA,1299237.6829619,10.3,13.9,25.6,21.2,29.2,55.4,29.1,39.9,67.6,0,1,8,45,0,0,3,16,NA,NA,1,3,0,13374,136550,771119.25,0,0,105445,568013,NA,NA,60831,281283,21.7,30.1,64.7,32.9,43.4,87.6,38.9,53.875,101.7,1,3,14,85,1,2,7,40,NA,NA,2,6,19467,71399,324154,3062985.75,14364,63977,281905,2787833.5,NA,NA,200720,2208627
"159","HU23",3902,863720,140645,40,18,26.1,56.5,29.6,39.1,91,36.3,50.1,106.4,0,2,9,40,0,1,4,16,NA,NA,1,2,0,19377,173429,632855,0,13488,137769,472392,NA,NA,79850,187560,10.8452020330663,18.6427565646274,45.7855758810725,24.4610851896448,32.2837957903024,NA,30.3741243690084,45.3689237252814,NA,1.02823137127773,2.60818436530357,10.8652202102533,44.9760651600056,0.64176700782661,1.24666674385217,4.81211272171537,18.468587042097,NA,NA,NA,NA,32420.6562427639,60327.407402862,217126.49052818,910441.588284398,29883.8859445191,51279.0506622517,176733.002823832,732100.154164544,NA,NA,NA,NA,11.7,17.4,37.1,22.2,29.7,75.2,27.8,40.6,91.9,0,1,6,35,0,0,3,13,NA,NA,1,2,0,7112,89773,550001,0,0,72351,399074,NA,NA,79850,158646,24.5,36.8,73.6,36.4,48.5,109,43.8,59.5,123.8,1,3,12,46,0,2,6,20,NA,NA,1,3,8225,54120,234706,787207.75,0,46996,195769,613369,NA,NA,79850,220533
"160","HU31",3493,1102350,203949,64,14.3,21.7,50.7,23.5,34.8,69.1,29.1,44.5,85.6,1,3,14,75,0,1,5,31,NA,NA,1,4,5288,31473,282748,1335123,0,22467,199288,1036095,NA,NA,191962,570862,9.79642772259266,15.2273437655917,41.6414145235179,21.0473604572051,32.7148551730394,68.6657382863883,25.9795563115164,42.3070406858075,NA,1.05685036512904,4.13046582301447,18.1710391436477,78.6621735383499,0.55410259899306,1.45617181475938,7.18055789903388,35.447055835261,NA,NA,NA,4.29656098335374,36000.0784442328,87833.7837601488,560074.730893999,1928193.16641357,32323.9778264617,68313.5234489953,482145.705119971,1633654.84655781,NA,NA,NA,1085141.0261124,8.9,13.5,35,17.5,27.5,57.1,22.7,38.6,73.6,0,1,10,60,0,1,4,25,NA,NA,1,3,0,14185,141405,1140645,0,10117,101143,893761,NA,NA,137013,430357,21.7,29.9,64.8,30.8,41.9,81.6,36,51,100.1,1,4,20,91,1,2,8,46,NA,NA,2,5,12461,61157,469593,2930639,11264,47193,395738,2609181,NA,NA,378900,1851162
