"","NUTS_ID","n","TOT_P_2021","urban_pop","n_0","TIME_TOWN_5K_1_MED","TIME_TOWN_10K_1_MED","TIME_TOWN_50K_1_MED","TIME_TOWN_5K_2_MED","TIME_TOWN_10K_2_MED","TIME_TOWN_50K_2_MED","TIME_TOWN_5K_3_MED","TIME_TOWN_10K_3_MED","TIME_TOWN_50K_3_MED","N_TOWN_5K_15MN_MED","N_TOWN_5K_30MN_MED","N_TOWN_5K_60MN_MED","N_TOWN_5K_120MN_MED","N_TOWN_10K_15MN_MED","N_TOWN_10K_30MN_MED","N_TOWN_10K_60MN_MED","N_TOWN_10K_120MN_MED","N_TOWN_50K_15MN_MED","N_TOWN_50K_30MN_MED","N_TOWN_50K_60MN_MED","N_TOWN_50K_120MN_MED","POP_TOWN_5K_15MN_MED","POP_TOWN_5K_30MN_MED","POP_TOWN_5K_60MN_MED","POP_TOWN_5K_120MN_MED","POP_TOWN_10K_15MN_MED","POP_TOWN_10K_30MN_MED","POP_TOWN_10K_60MN_MED","POP_TOWN_10K_120MN_MED","POP_TOWN_50K_15MN_MED","POP_TOWN_50K_30MN_MED","POP_TOWN_50K_60MN_MED","POP_TOWN_50K_120MN_MED","TIME_TOWN_5K_1_wmean","TIME_TOWN_10K_1_wmean","TIME_TOWN_50K_1_wmean","TIME_TOWN_5K_2_wmean","TIME_TOWN_10K_2_wmean","TIME_TOWN_50K_2_wmean","TIME_TOWN_5K_3_wmean","TIME_TOWN_10K_3_wmean","TIME_TOWN_50K_3_wmean","N_TOWN_5K_15MN_wmean","N_TOWN_5K_30MN_wmean","N_TOWN_5K_60MN_wmean","N_TOWN_5K_120MN_wmean","N_TOWN_10K_15MN_wmean","N_TOWN_10K_30MN_wmean","N_TOWN_10K_60MN_wmean","N_TOWN_10K_120MN_wmean","N_TOWN_50K_15MN_wmean","N_TOWN_50K_30MN_wmean","N_TOWN_50K_60MN_wmean","N_TOWN_50K_120MN_wmean","POP_TOWN_5K_15MN_wmean","POP_TOWN_5K_30MN_wmean","POP_TOWN_5K_60MN_wmean","POP_TOWN_5K_120MN_wmean","POP_TOWN_10K_15MN_wmean","POP_TOWN_10K_30MN_wmean","POP_TOWN_10K_60MN_wmean","POP_TOWN_10K_120MN_wmean","POP_TOWN_50K_15MN_wmean","POP_TOWN_50K_30MN_wmean","POP_TOWN_50K_60MN_wmean","POP_TOWN_50K_120MN_wmean","TIME_TOWN_5K_1_Q1","TIME_TOWN_10K_1_Q1","TIME_TOWN_50K_1_Q1","TIME_TOWN_5K_2_Q1","TIME_TOWN_10K_2_Q1","TIME_TOWN_50K_2_Q1","TIME_TOWN_5K_3_Q1","TIME_TOWN_10K_3_Q1","TIME_TOWN_50K_3_Q1","N_TOWN_5K_15MN_Q1","N_TOWN_5K_30MN_Q1","N_TOWN_5K_60MN_Q1","N_TOWN_5K_120MN_Q1","N_TOWN_10K_15MN_Q1","N_TOWN_10K_30MN_Q1","N_TOWN_10K_60MN_Q1","N_TOWN_10K_120MN_Q1","N_TOWN_50K_15MN_Q1","N_TOWN_50K_30MN_Q1","N_TOWN_50K_60MN_Q1","N_TOWN_50K_120MN_Q1","POP_TOWN_5K_15MN_Q1","POP_TOWN_5K_30MN_Q1","POP_TOWN_5K_60MN_Q1","POP_TOWN_5K_120MN_Q1","POP_TOWN_10K_15MN_Q1","POP_TOWN_10K_30MN_Q1","POP_TOWN_10K_60MN_Q1","POP_TOWN_10K_120MN_Q1","POP_TOWN_50K_15MN_Q1","POP_TOWN_50K_30MN_Q1","POP_TOWN_50K_60MN_Q1","POP_TOWN_50K_120MN_Q1","TIME_TOWN_5K_1_Q3","TIME_TOWN_10K_1_Q3","TIME_TOWN_50K_1_Q3","TIME_TOWN_5K_2_Q3","TIME_TOWN_10K_2_Q3","TIME_TOWN_50K_2_Q3","TIME_TOWN_5K_3_Q3","TIME_TOWN_10K_3_Q3","TIME_TOWN_50K_3_Q3","N_TOWN_5K_15MN_Q3","N_TOWN_5K_30MN_Q3","N_TOWN_5K_60MN_Q3","N_TOWN_5K_120MN_Q3","N_TOWN_10K_15MN_Q3","N_TOWN_10K_30MN_Q3","N_TOWN_10K_60MN_Q3","N_TOWN_10K_120MN_Q3","N_TOWN_50K_15MN_Q3","N_TOWN_50K_30MN_Q3","N_TOWN_50K_60MN_Q3","N_TOWN_50K_120MN_Q3","POP_TOWN_5K_15MN_Q3","POP_TOWN_5K_30MN_Q3","POP_TOWN_5K_60MN_Q3","POP_TOWN_5K_120MN_Q3","POP_TOWN_10K_15MN_Q3","POP_TOWN_10K_30MN_Q3","POP_TOWN_10K_60MN_Q3","POP_TOWN_10K_120MN_Q3","POP_TOWN_50K_15MN_Q3","POP_TOWN_50K_30MN_Q3","POP_TOWN_50K_60MN_Q3","POP_TOWN_50K_120MN_Q3"
"74","DEC0",1862,986063,193267,62,9.4,14.5,26.9,14,19.2,45.05,16.5,21.45,55.1,2,13,52,140,1,7,19,50.5,NA,1,3,7,21647,245775,813073,2516735.5,11617,197248,598864.5,1885996,NA,107568,275617,1114641,6.59092917998139,10.7269073071396,19.7833744902709,11.9064610476207,16.0104478111439,43.840925884046,14.1853146299983,18.7389027881586,54.6975985307227,3.38511535267016,17.3513173093403,53.8437655606183,144.922655043339,1.94100884020595,8.24329074308639,20.1665877332381,52.8132218732474,NA,NA,3.17277293641481,7.58501738732718,74778.6437245896,283262.877708625,903640.839988926,2743455.33859398,64159.5740586555,217059.388131387,663115.331792188,2096465.19977527,NA,NA,351790.275119338,1242841.76700779,6,8.925,18.6,10.6,13.8,40.1,12.9,16.2,51.1,1,8,47,117,0,2,18,44,NA,1,3,6,6910,93503,711988,1898021.75,0,52659,503621,1378744,NA,107568,250103,712376,13.375,22.4,34.2,17.2,27,49,19.8,30.2,59.1,4,19,56,165,2,9,21,60,NA,1,3,9,57272,324178,983908,3412892,41250,252644,744400.5,2688996.25,NA,107568,367214,1742608
"75","DED2",4817,1596628,657443,178,12.3,17.5,29.7,18.6,25.7,52.1,22.6,32.7,66.5,1,5,27,105,0,2,11,44,NA,1,2,8,8477,92043,834742,2298875,0,72352,711397,1863580,NA,477154,549506,1163283,5.56813196311224,8.65757515213311,16.7670568222529,15.3218206119397,20.6440683740984,49.7286160583431,19.8813280238102,27.24460506768,62.3048363801712,1.52897544074136,6.63883446864266,35.2473757193285,115.75817472824,1.03885501193766,3.0962847952059,13.6749073672765,47.2029583597432,NA,NA,NA,8.11793667654582,245075.657979191,371143.032050045,934195.578618814,2547202.73434325,241544.883674845,345117.935182773,780601.5851006,2081246.16357661,NA,NA,NA,1372334.1512832,8.1,11.6,19.8,14.5,20.4,44.8,18.7,26.6,59.9,0,3,22,94,0,1,9,41,NA,1,2,6,0,46843,717905,1946680,0,29550,606868,1577571,NA,90466,477154,929893,16.7,22.9,38.5,23,30.9,58.8,27.1,37.8,73,2,7,34,125,1,3,13,49,NA,1,3,9,23590,529913,941570,2815786,22890,511990,821214,2266556,NA,477154,639972,1508137
"76","DED4",4709,1405565,338293,101,10,15.6,26.9,15.6,24.7,43.3,19.2,30.6,54.1,1,8,45,138,0,2,14,53,NA,1,3,9,12546,130283,823915,2927183,0,84787,570044,2334330,NA,164011,349051,1536883,6.32680516375977,11.159837858797,21.546636548292,14.7974531238328,22.8375522298862,42.9704074162347,18.5652324154344,28.6214481720874,52.0208146190322,1.84269244040653,9.96393905653598,48.4025370580514,138.84711913003,0.793584074731514,3.07622272893818,16.1930889001932,52.5974757481867,NA,NA,NA,9.2296315004998,59905.7545919257,190334.263624237,1123367.5673882,2909615.04006858,52380.9824177466,142420.869472419,903939.490605557,2332217.86895163,NA,NA,NA,1521336.78235514,6.9,10.8,19.3,12.9,19.8,37.6,16.2,25.1,47.5,1,5,35,132,0,1,11,49,NA,1,2,8,5431,54640,587621,2707171,0,34057,441332,2169599,NA,51199,274372,1394684,13.4,21.4,34.3,19.3,30.9,50.2,23.4,36.5,60.7,2,11,53,143,1,4,17,55,NA,1,4,10,34057,239034,1510503,3089000,23552,198068,1292906,2495706,NA,164011,1090963,1652935
"77","DED5",2191,1056679,597852,145,10.3,14.2,26.2,16.6,24.5,43.7,19.9,29.7,60,1,8,43,131,1,3,16,48,NA,1,3,8,10617,500494,1188411,2901269,10100,459898,970121,2344972,NA,449798,688488,1594149,3.61963794113444,5.70716291324044,10.5136281690088,13.1484250183831,26.4441491692368,38.1943801286862,16.6846018516503,30.3956605553815,60.8906032957975,2.12397426276097,9.44510111396176,45.3027911030691,130.664945551109,0.857742038973047,2.30844277211906,17.4465149775854,48.4180247738433,NA,NA,NA,7.96087648188333,322998.399061588,496786.87135923,1203555.30112078,3082053.66357617,314287.997339779,447963.632075588,1019432.7650734,2523623.77490137,NA,NA,NA,1770809.65871282,6.8,9.1,15.6,13.4,21.3,36.4,16.5,27.1,53.1,1,5,32,123,0,2,11,45,NA,1,2,7,5460,40258.5,941990.5,2778887,0,28632,796572,2205121,NA,449798,643196,1475092,13.7,19.2,36.85,20.1,28.1,52.6,23.9,33,72.7,2,10,50,135,1,3,19,49,NA,1,4,8,29593,530733,1417809,3003436,23511,482208,1230034,2442154,NA,449798,946739,1652935
"78","DEE0",8058,2169457,576803,160,13.3,18.1,37,20.4,27.6,52.7,24.9,33.6,62.2,1,4,26,100,0,2,12,40,NA,NA,3,6,6646,68880,718308,2543823.5,0,52693,613235,2046928,NA,NA,438966,1296350,7.53849967987381,11.5818541690386,27.5182272338194,17.1677518844577,25.2580213850747,48.2125509286424,22.1612910511709,31.0697711454987,60.3375169454842,1.33802605905533,5.62184177884143,31.628226325758,103.521880820869,0.737032354178949,2.83563675150049,13.6870378163753,41.4684397985302,NA,NA,NA,6.2957233077217,72745.7359270085,219648.505431083,921226.167251068,2878784.10626392,68481.0914869481,199864.295874037,795227.600477908,2455144.20046675,NA,NA,NA,1777257.48342097,8.7,12.1,25,16.1,21.6,41.8,20.5,27.1,53.7,0,2,17,86,0,1,6,35,NA,NA,2,5,0,27882,374104,2221251,0,16028,301213,1817517,NA,NA,238751,1132278,18.4,26.7,50.8,25.8,37.4,66.3,30.5,45.2,75.6,1,6,34,113,1,3,16,46,NA,NA,3,7,20615,236418,1126244.25,4242707,18496,216243,1003788,3984228.75,NA,NA,782728,3638206
"79","DEF0",11712,2925095,918394,289,11.7,16.5,27.1,18.1,26.5,44.6,22.4,32.7,54.2,1,5,26,82,0,2,11,35,NA,1,3,6,8731,102660,1804206.5,3053444,0,82466,1719561,2730362,NA,212700,1640757,2129800,5.98924619542269,9.44134405891095,18.7609961044,15.5739548971915,23.2340747907333,NA,20.2882537832104,29.6074332970381,NA,1.80646782412195,7.23106087152725,33.3754237041874,87.7027016216567,1.0573239501623,3.57063069746453,15.2401771566394,36.8249817527294,NA,NA,NA,NA,331391.808027432,646827.305248547,1814402.15522812,2942353.60891116,326288.890124252,621566.395802871,1689065.52422229,2589404.60608835,NA,NA,NA,NA,7.9,10.8,17.275,14.3,20.4,34.5,18.1,26,44.3,0,3,16,57,0,1,6,20,NA,1,2,4,0,29421,400784,2451802,0,15608,362876,2198063,NA,79610,349924,1901404,16.2,22.8,39.225,22.7,34.5,59.5,27.9,42.7,65.7,2,8,36,96,1,4,16,42,NA,1,4,6,28600,285438,2254536,3253597,24852,265447,2114639,2849699,NA,1551480,1901404,2157518
"80","DEG0",7515,2108511,475297,122,12.6,17.4,36,19.3,26.5,54.3,23.5,32.7,66.8,1,5,25,111,0,2,11,44,NA,NA,2,7,7178,63637,503132,2169220,0,43893,406291,1721012,NA,NA,214188,983262,8.19540078282732,12.1084424980472,31.1639326045725,18.6091832103319,25.4907859622265,50.0223668740642,23.3291915953961,31.3963598008262,62.7444328722972,1.15647677436826,5.37868382000378,30.2595884014833,113.107537024943,0.696403291232533,2.5919788893679,12.7445263505858,42.8335071526779,NA,NA,NA,6.67031426442641,38515.4505544434,121356.644727014,624061.955142278,2082294.2373694,35465.6939209708,103093.88473667,505771.092994061,1608891.39920257,NA,NA,NA,924247.576627772,8.5,12.2,22.8,15.7,21.5,38.7,19.8,27.5,50.1,0,3,20,100,0,1,8,36,NA,NA,1,6,0,35942,310043,1587105,0,18655,217709,1143825,NA,NA,149335,571776,17,23.75,51.3,23.9,32.9,66.35,28.5,38.7,76.9,1,7,35,129,1,3,15,48,NA,NA,3,8,19672,148561.5,665366,2508818,18655,124467,541709,1959645,NA,NA,340066,1203060
"81","DK01",2325,1891550,1340739,296,8.6,12.3,20.15,14.2,15.9,31.8,17.8,19.2,53.3,2,10,29,68,1,6,16,31,NA,2,3,5,24242,1189503,1484243,2273963,14092,1155208,1399217,2031198,NA,1126923,1210566,1560801,1.91436768787502,4.56475393196057,NA,14.4930971954218,NA,NA,17.9357581877296,NA,NA,2.49152599719807,11.9971716317306,40.543430519944,69.7987713779705,1.91474875102429,7.76690333324522,21.0656879278898,31.9084079194312,NA,NA,NA,NA,909703.720243715,1203190.74971796,1829244.0250493,2256576.42413999,905643.786590891,1173910.04996432,1697224.68210092,2001767.21025138,NA,NA,NA,NA,4.7,6.4,7.725,10.5,11.8,19.3,13.4,15,44.2,1,3,23,61,0,1,12,29,NA,1,2,5,6124,29327,1363952,2197555,0,11875,1289725,1978160,NA,1058470,1126923,1560801,14.1,27.3,32,24.3,23.35,42.6,29.8,26.3,63.9,3,14,36,70,2,9,19,32,NA,2,4,5,1072671,1267308,1819511,2298115,1072562,1232100,1692228,2040165,NA,1126923,1477158,1560801
"82","DK02",6692,832378,84918,30,16.6,21.9,52.4,26.35,31.5,57.2,32.1,37.8,79,0,2,13,52,0,1,10,26,NA,NA,2,4,0,27554,1272715,2065223,0,23230,1250482,1892477,NA,NA,1126923,1498994,10.8175834776988,16.7884392667754,43.9204403528204,22.9368461203924,28.9760897092426,53.3824792341939,27.8392604081318,34.5943281778229,NA,1.03050416998047,4.61167162034556,20.4576922984509,55.9036867865321,0.755618240751197,3.26820867442436,13.1084819637232,26.7968098628267,NA,NA,NA,NA,81793.9634084515,360226.2391834,1154836.90651843,1966702.88068642,80014.5520256422,351164.45032305,1104504.82889024,1771587.65815291,NA,NA,NA,NA,11.8,14.5,39.9,20.8,22.7,45.3,25.3,27.4,68.3,0,1,6,32,0,0,3,16,NA,NA,2,3,0,11205,72711,1702265.5,0,0,55889,1582196.5,NA,NA,1126923,1229220,21.8,35.3,70.025,33.4,50.2,75.2,41.5,59.9,97.9,1,4,19,65,1,3,13,31,NA,NA,2,5,11166,59445,1380573,2279818,11166,56841,1338807,2031198,NA,NA,1126923,1582637
"83","DK03",10637,1224279,197110,63,15.4,23,47.5,23.4,34,83,28.4,41.1,96.6,0,3,14,43,0,1,6,19,NA,NA,1,2,0,34326,211639,814713,0,22542,163257,664828,NA,NA,102297,315861,9.0229980257768,14.3255377246527,NA,19.9176788950885,29.5381439198091,NA,26.4384234312603,39.2442095306708,NA,1.01363741434755,3.83306909617824,15.017742687737,42.7317564051985,0.692061205003108,1.92770030360727,7.5074374386884,18.5642014606148,NA,NA,NA,NA,32835.843305325,78030.9801123763,273105.368027223,769167.991642428,30773.0035326915,66049.5916584373,224680.210294385,612017.949378369,NA,NA,NA,NA,11,15.8,30.4,18.9,26.9,71.7,24.5,34.1,80.6,0,2,10,36,0,0,4,17,NA,NA,1,2,0,18691,155890,536967,0,0,117653,445082,NA,NA,79610,181907,20,31.7,63.4,28.2,42.2,99.7,33,51.4,117.3,1,4,17,48,0,2,9,20,NA,NA,1,3,10379,91795,263770,897054,0,79610,217065,716974,NA,NA,102297,395471
"84","DK04",11454,1335642,316884,101,16,22.6,47.4,24.6,32.3,79.4,30.4,39.4,NA,0,2,15,41,0,1,6,16,NA,NA,1,2,0,31677,346968,736256,0,22151,280482,567651,NA,NA,213564,305004,8.12518586567359,13.5544946175697,NA,19.3847340829354,28.1976092396016,NA,24.473069954374,36.107054135764,NA,1.26251345794756,5.5274983865437,18.7087183541698,41.2720197478067,0.689268531537643,1.99341739777575,7.99003475482203,16.536258218894,NA,NA,NA,NA,75439.143758582,156256.309827783,394133.64435455,758204.43200723,71721.829557621,133229.246678376,324121.028152005,595080.459977299,NA,NA,NA,NA,11.2,15.6,32.95,19.3,25,68,24.5,31.7,NA,0,2,9,34,0,0,3,14,NA,NA,1,2,0,16141,115973,645138,0,0,80075,501847,NA,NA,213564,305004,21.4,31.9,69,29.7,44.1,91.7,36.2,52.2,NA,1,4,21,46,0,2,9,19,NA,NA,1,2,10258,64842,462353,808132,0,52468,382901,627706,NA,NA,213564,315861
"85","DK05",6622,599901,158152,47,16.9,23.1,37.2,25.7,35.35,NA,31.25,44.2,NA,0,2,10,22,0,1,4,8,NA,NA,1,1,0,25434,175041,325298,0,16576,132275,214835,NA,NA,91440,91440,9.12562222766754,14.9571077561131,NA,19.9676828343343,34.7951915399375,NA,27.3478602302713,44.5050224953785,NA,1.31053957236277,3.72929700067178,11.4398609103835,25.3382358089085,0.581137554363137,1.41002265373787,4.50742539185632,9.01479244075272,NA,NA,NA,NA,41141.2489044026,75965.7175784004,201617.776449781,445566.526336846,35947.4786473101,60377.8519372363,154087.669483798,334709.318347527,NA,NA,NA,NA,11.7,15.9,26.9,20.4,28.2,NA,26,36.8,NA,0,1,8,17,0,0,3,6,NA,NA,1,1,0,7996,147457,251946,0,0,113184,182347,NA,NA,91440,91440,22.2,33.8,50.175,33.9,49.5,NA,40.8,58.7,NA,1,4,12,34,0,2,5,13,NA,NA,1,2,8179,108130,197729,628676,0,91440,152919,496979,NA,NA,91440,305004
"86","EE00",14273,1307567,591946,124,25.5,47.2,58.9,42.6,77.9,NA,55.4,99.05,NA,0,1,3,10,0,0,1,3,NA,NA,NA,1,0,6156,40418,186149,0,0,30791,127244,NA,NA,NA,85364,9.65397008336859,19.6038882137588,NA,NA,NA,NA,NA,NA,NA,0.843342635597258,1.86459049517157,3.89732380826374,9.33587494942898,0.656656217233993,1.08610189764655,1.66333503369235,2.48988694269586,NA,NA,NA,NA,151885.677296077,181235.71773607,220832.247547544,306421.750714877,150541.557842925,175759.788833765,205807.619494068,258544.066567143,NA,NA,NA,NA,16.3,28.5,34.8,32,59.8,NA,46.5,85.5,NA,0,0,2,8,0,0,0,2,NA,NA,NA,1,0,0,15956,143927,0,0,0,96453,NA,NA,NA,85364,36,64.9,77.5,53.9,94.8,NA,65.7,115,NA,0,1,4,12,0,1,1,4,NA,NA,NA,1,0,14637,106882,438119,0,11774,85364,384249,NA,NA,NA,353458
"87","EL30",1836,3719235,3281495,377,8,11.9,20.6,16.9,23.5,NA,23.2,34.1,NA,1,5,18,29,1,2,7,12,NA,1,1,1,18923,3270941,3451665.5,3613495,15379,3244776,3358292,3483974,NA,3232150,3232150,3232150,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43558850139881,7.5339264660609,20.2919027703278,30.9651565442893,1.11105348277267,3.38523459797512,8.04343285648796,12.1464758209686,NA,NA,NA,NA,2979326.3253247,3213323.63367198,3450449.98492055,3608323.71491342,2976862.75315542,3180675.69616601,3356139.29913813,3464067.2997568,NA,NA,NA,NA,3.05,4,5.175,12.1,17.7,NA,17.6,27.1,NA,0,2,11,28,0,0,4,11,NA,1,1,1,0,24189,3339284,3593763,0,0,3290279,3464242,NA,3232150,3232150,3232150,14.6,26.3,35.9,24.5,32.7,NA,31.6,47.5,NA,2,8,20,31,1,3,8,12,NA,1,1,1,3232150,3309218,3473927,3631091,3232150,3271356,3375822.5,3484190,NA,3232150,3232150,3232150
"88","EL41",789,171675,20218,5,29.4,58.3,NA,187.7,198.8,NA,NA,NA,NA,0,1,1,1,0,0,0,1,NA,NA,NA,NA,0,5257,11175,17834,0,0,0,17834,NA,NA,NA,NA,47.8843296927334,NA,NA,NA,NA,NA,NA,NA,NA,0.574498325324013,0.749561671763507,1.03882335808941,1.10690549002476,0.423532838211737,0.506783165865735,0.636225425950197,0.702979467016164,NA,NA,NA,NA,9442.38287461774,11670.9940760157,15412.3207980195,16910.0850444153,8612.04149118975,10336.4901936799,13189.1531847969,14679.684648318,NA,NA,NA,NA,14,25.65,NA,163.7,174.55,NA,NA,NA,NA,0,0,1,1,0,0,0,0,NA,NA,NA,NA,0,0,5257,5257,0,0,0,0,NA,NA,NA,NA,56.6,516.15,NA,245.75,223.9,NA,NA,NA,NA,1,1,1,1,0,0,1,1,NA,NA,NA,NA,5257,11175,22757,22757,0,0,22757,22757,NA,NA,NA,NA
"89","EL42",1217,282106,36087,10,103.5,327.8,NA,538.7,NA,NA,630.2,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.895128072426676,1.44445704805995,1.91786775183796,2.04757431603723,0.404383458699921,0.495079863597371,0.552994264567219,0.597835565354867,NA,NA,NA,NA,16090.0547382899,21717.2665097517,26068.6112844108,40021.671719141,13331.0698744444,16620.6525561314,18841.3965743373,32218.4838890346,NA,NA,NA,NA,13.7,46.6,NA,175.625,NA,NA,118.2,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,425.7,716.05,NA,930.45,NA,NA,998.7,NA,NA,1,1,1,1,0,0,0,1,NA,NA,NA,NA,5011,5640,10066,10610,0,0,0,10610,NA,NA,NA,NA
"90","EL43",2286,580125,238097,40,25.9,32.2,45.5,58,80.6,NA,81.3,106.4,NA,0,1,2,4,0,0,1,2,NA,NA,1,1,0,7251,60110,190442,0,0,60110,176891,NA,NA,148874,148874,10.9095455289808,15.6113894419306,NA,53.9825658263305,NA,NA,NA,NA,NA,0.715471665589313,0.901964231846585,1.83407369101487,4.0659478560655,0.635314802844215,0.764895496660203,1.10434130575307,2.58263305322129,NA,NA,NA,NA,64955.7928205128,77728.9749329886,110165.724109459,173937.453960784,64406.7928963585,76809.504870502,105392.901591898,163895.984115492,NA,NA,NA,NA,14.7,18.2,24.4,46.6,64.9,NA,69.35,93.7,NA,0,0,1,2,0,0,1,2,NA,NA,1,1,0,0,28017,88127,0,0,28017,88127,NA,NA,60110,60110,37.4,47.6,66.2,71.2,93.4,NA,96.1,119.2,NA,1,1,2,5,0,1,1,3,NA,NA,1,2,5821,60110,154695,208012,0,60110,148874,187210,NA,NA,148874,208984
"91","EL51",1827,537574,106658,16,23.1,25.7,64.1,40.1,51.4,106.6,55,68.9,NA,0,1,3,10,0,1,2,5,NA,NA,NA,1,0,39318,96922,242161,0,39318,91188,209460,NA,NA,NA,70507,13.5073370363894,15.6005556444322,NA,36.2083666620781,49.2352887230409,NA,52.3023293537262,64.3637400618333,NA,0.797129325451008,1.35583194127692,3.35213756617694,9.81607555424928,0.630398791608225,0.879356144456391,2.26625543646084,5.29305360750334,NA,NA,NA,NA,28729.2345649157,41845.3778289129,109880.320017337,268571.714430013,27666.3664500143,38423.7322973209,101912.579045862,237542.40699699,NA,NA,NA,NA,12.85,15.5,42.2,28.5,41.1,80.7,43.8,58.45,NA,0,0,2,8,0,0,1,4,NA,NA,NA,1,0,0,45052,207088,0,0,39318,172284,NA,NA,NA,51870,35.4,38.2,91.3,51.75,67.2,130.375,67.7,82.7,NA,1,2,4,11,0,1,3,6,NA,NA,NA,2,8250,46427,138801,285524,0,46427,138801,252823,NA,NA,NA,105955
"92","EL52",3248,1736633,954199,99,16.2,23.2,46.2,28.6,42.35,79,36.9,47.7,NA,0,2,9,30,0,1,4,14,NA,NA,1,2,0,38674,842422,1195459,0,27545,816085,1090541,NA,NA,768011,822096,6.20979435493856,NA,NA,20.0164698586287,NA,NA,24.4890323401663,NA,NA,1.74263186292095,6.35908968676744,15.3708929866011,31.3070147809007,1.22246496525173,2.95535671612828,7.28226977144854,13.8891867193587,NA,NA,NA,NA,410438.076865406,517327.725006377,844931.720573086,1208283.88426455,406604.099002495,494562.178379658,790949.465247407,1096337.63036116,NA,NA,NA,NA,8.8,13.375,27.6,20.3,27.1,66.9,25.4,33.7,NA,0,1,4,26,0,0,2,12,NA,NA,1,1,0,5737,81430,1141357,0,0,62660,1057910,NA,NA,768011,768011,26.2,37.425,62.2,41.1,56.8,99.5,50.3,62.6,NA,1,4,14,33,1,2,6,15,NA,NA,1,2,15342,60261,926983,1228315,15342,54085,882524,1113306,NA,NA,768011,873966
"93","EL53",1154,243174,47094,7,22.55,28.9,105.8,36.9,49.7,NA,47.3,61.4,NA,0,1,5,16,0,1,2,9,NA,NA,NA,1,0,13742,73317,308742,0,13742,55904,253892,NA,NA,NA,77999,12.555275646245,17.1932414649592,NA,31.7266027618084,43.1477448246934,NA,42.2025105480027,57.6000505810654,NA,0.769745120777715,1.70099188235584,5.44343556465741,20.02251474253,0.573873029188976,1.0935132867823,3.17726812899405,9.67492001612014,NA,NA,NA,NA,16910.8387656575,34484.1289364817,99416.8428244796,382146.832042077,15635.1869690016,30902.838510696,84171.6045671001,314749.063950093,NA,NA,NA,NA,13.7,16.625,92.5,27.9,39.225,NA,38.6,52.7,NA,0,0,3,13,0,0,1,7,NA,NA,NA,1,0,0,38795,228240,0,0,28371,191232,NA,NA,NA,77999,34.975,45.325,119.1,48.975,63.475,NA,59.075,75.7,NA,1,2,6,22,0,1,3,11,NA,NA,NA,1,5234,27533,100850,403443.25,0,27533,80672,352107,NA,NA,NA,217145
"94","EL54",2036,307005,93549,21,35.7,35.7,59.7,63.05,63.9,NA,76.95,78.4,NA,0,0,1,6,0,0,1,4,NA,NA,1,1,0,0,77999,151387,0,0,77999,124011,NA,NA,77999,77999,15.9202009739255,15.9964925652677,40.272578622498,60.5269529812219,63.1006625299263,NA,69.4815986710315,71.8935883780394,NA,0.626315532320321,0.829546750052931,1.75617986677741,7.05409032426182,0.626315532320321,0.78535854464911,1.64398951157147,4.31204377778864,NA,NA,NA,NA,33379.7182684321,38625.8667513558,70558.6005635087,162196.57451833,33379.7182684321,38281.4638784385,69662.1719906842,142383.116209834,NA,NA,NA,NA,19.5,19.5,39.875,53.5,54.3,NA,65.3,67.7,NA,0,0,1,4,0,0,1,4,NA,NA,1,1,0,0,19270,131805,0,0,19270,124011,NA,NA,77999,77999,51.4,51.4,76.8,84.7,86.225,NA,103.125,103.95,NA,0,1,2,7,0,1,2,5,NA,NA,1,1,0,19270,88582,184805,0,19270,88582,171543,NA,NA,77999,77999
"95","EL61",2234,666543,293015,50,23.4,32.7,57.6,37.4,54.7,98.9,47.8,76.4,NA,0,1,4,15,0,0,2,5,NA,NA,1,2,0,7198,107880,432036,0,0,107880,373318,NA,NA,139146,247026,19.2897603005358,NA,NA,NA,NA,NA,NA,NA,NA,1.06765805056838,2.247440900287,6.45840103339169,15.1320935033449,0.628756134262906,0.912370244680388,2.27462294255584,5.40416147195305,NA,NA,NA,NA,66529.2588985257,91541.5529305686,236962.395468859,455095.103984289,63938.6426862183,82647.0919400549,210109.87563143,391765.053412908,NA,NA,NA,NA,13.325,18.4,35.3,26.8,41.775,67.7,34,63.7,NA,0,0,2,11,0,0,1,3,NA,NA,1,2,0,0,66172,317215,0,0,49616,265438,NA,NA,139146,217145,39.175,52.3,79.8,56.6,72.05,123.3,64.7,92.2,NA,1,2,6,16,0,1,2,6,NA,NA,2,2,6171,82673,253967,487662,0,82673,221819,422934,NA,NA,247026,247026
