"","lv1","lv2","n","TOT_P_2021","urban_pop","n_0","TIME_TOWN_5K_1_MED","TIME_TOWN_10K_1_MED","TIME_TOWN_50K_1_MED","TIME_TOWN_5K_2_MED","TIME_TOWN_10K_2_MED","TIME_TOWN_50K_2_MED","TIME_TOWN_5K_3_MED","TIME_TOWN_10K_3_MED","TIME_TOWN_50K_3_MED","N_TOWN_5K_15MN_MED","N_TOWN_5K_30MN_MED","N_TOWN_5K_60MN_MED","N_TOWN_5K_120MN_MED","N_TOWN_10K_15MN_MED","N_TOWN_10K_30MN_MED","N_TOWN_10K_60MN_MED","N_TOWN_10K_120MN_MED","N_TOWN_50K_15MN_MED","N_TOWN_50K_30MN_MED","N_TOWN_50K_60MN_MED","N_TOWN_50K_120MN_MED","POP_TOWN_5K_15MN_MED","POP_TOWN_5K_30MN_MED","POP_TOWN_5K_60MN_MED","POP_TOWN_5K_120MN_MED","POP_TOWN_10K_15MN_MED","POP_TOWN_10K_30MN_MED","POP_TOWN_10K_60MN_MED","POP_TOWN_10K_120MN_MED","POP_TOWN_50K_15MN_MED","POP_TOWN_50K_30MN_MED","POP_TOWN_50K_60MN_MED","POP_TOWN_50K_120MN_MED","TIME_TOWN_5K_1_wmean","TIME_TOWN_10K_1_wmean","TIME_TOWN_50K_1_wmean","TIME_TOWN_5K_2_wmean","TIME_TOWN_10K_2_wmean","TIME_TOWN_50K_2_wmean","TIME_TOWN_5K_3_wmean","TIME_TOWN_10K_3_wmean","TIME_TOWN_50K_3_wmean","N_TOWN_5K_15MN_wmean","N_TOWN_5K_30MN_wmean","N_TOWN_5K_60MN_wmean","N_TOWN_5K_120MN_wmean","N_TOWN_10K_15MN_wmean","N_TOWN_10K_30MN_wmean","N_TOWN_10K_60MN_wmean","N_TOWN_10K_120MN_wmean","N_TOWN_50K_15MN_wmean","N_TOWN_50K_30MN_wmean","N_TOWN_50K_60MN_wmean","N_TOWN_50K_120MN_wmean","POP_TOWN_5K_15MN_wmean","POP_TOWN_5K_30MN_wmean","POP_TOWN_5K_60MN_wmean","POP_TOWN_5K_120MN_wmean","POP_TOWN_10K_15MN_wmean","POP_TOWN_10K_30MN_wmean","POP_TOWN_10K_60MN_wmean","POP_TOWN_10K_120MN_wmean","POP_TOWN_50K_15MN_wmean","POP_TOWN_50K_30MN_wmean","POP_TOWN_50K_60MN_wmean","POP_TOWN_50K_120MN_wmean","TIME_TOWN_5K_1_Q1","TIME_TOWN_10K_1_Q1","TIME_TOWN_50K_1_Q1","TIME_TOWN_5K_2_Q1","TIME_TOWN_10K_2_Q1","TIME_TOWN_50K_2_Q1","TIME_TOWN_5K_3_Q1","TIME_TOWN_10K_3_Q1","TIME_TOWN_50K_3_Q1","N_TOWN_5K_15MN_Q1","N_TOWN_5K_30MN_Q1","N_TOWN_5K_60MN_Q1","N_TOWN_5K_120MN_Q1","N_TOWN_10K_15MN_Q1","N_TOWN_10K_30MN_Q1","N_TOWN_10K_60MN_Q1","N_TOWN_10K_120MN_Q1","N_TOWN_50K_15MN_Q1","N_TOWN_50K_30MN_Q1","N_TOWN_50K_60MN_Q1","N_TOWN_50K_120MN_Q1","POP_TOWN_5K_15MN_Q1","POP_TOWN_5K_30MN_Q1","POP_TOWN_5K_60MN_Q1","POP_TOWN_5K_120MN_Q1","POP_TOWN_10K_15MN_Q1","POP_TOWN_10K_30MN_Q1","POP_TOWN_10K_60MN_Q1","POP_TOWN_10K_120MN_Q1","POP_TOWN_50K_15MN_Q1","POP_TOWN_50K_30MN_Q1","POP_TOWN_50K_60MN_Q1","POP_TOWN_50K_120MN_Q1","TIME_TOWN_5K_1_Q3","TIME_TOWN_10K_1_Q3","TIME_TOWN_50K_1_Q3","TIME_TOWN_5K_2_Q3","TIME_TOWN_10K_2_Q3","TIME_TOWN_50K_2_Q3","TIME_TOWN_5K_3_Q3","TIME_TOWN_10K_3_Q3","TIME_TOWN_50K_3_Q3","N_TOWN_5K_15MN_Q3","N_TOWN_5K_30MN_Q3","N_TOWN_5K_60MN_Q3","N_TOWN_5K_120MN_Q3","N_TOWN_10K_15MN_Q3","N_TOWN_10K_30MN_Q3","N_TOWN_10K_60MN_Q3","N_TOWN_10K_120MN_Q3","N_TOWN_50K_15MN_Q3","N_TOWN_50K_30MN_Q3","N_TOWN_50K_60MN_Q3","N_TOWN_50K_120MN_Q3","POP_TOWN_5K_15MN_Q3","POP_TOWN_5K_30MN_Q3","POP_TOWN_5K_60MN_Q3","POP_TOWN_5K_120MN_Q3","POP_TOWN_10K_15MN_Q3","POP_TOWN_10K_30MN_Q3","POP_TOWN_10K_60MN_Q3","POP_TOWN_10K_120MN_Q3","POP_TOWN_50K_15MN_Q3","POP_TOWN_50K_30MN_Q3","POP_TOWN_50K_60MN_Q3","POP_TOWN_50K_120MN_Q3"
"252","Cities","UKJ2",425,1484274,1484274,425,0,0,0,9.7,10.6,12.6,13.1,14.6,19,3,14,70,197,3,11,48,131,2,4,18,40,417701,9191570,11488407,16307512,408339,9182594,11336873,15830647,408339,9059242,10733272,13776634,0,0,0,10.1472502381636,11.063375562733,14.5431471547706,13.7900248202151,15.5879137544685,21.3275862812392,3.13780878732633,13.618119700271,58.7494013908483,165.732223969429,2.49260850759361,9.63939407413995,39.4814232412614,110.367189615933,1.82732702991496,4.61455903694331,14.4046234051125,34.886791791812,2538246.85263368,5073338.54070879,9330547.1999678,15206616.5613236,2532588.70048589,5041364.15135682,9186694.28040443,14803218.0073295,2517503.67144072,4932945.04755658,8656105.85814546,13118585.0570798,0,0,0,7.7,8.4,9.2,10.9,12.6,15.4,2,10,45,134,2,6,29,91,1,4,10,30,183158,653835,10446528,14164439,183158,604877,10315212,13842337,171446,520431,9900896,12506773,0,0,0,11.8,12.6,16.6,15.1,17,22.7,4,18,77,207,3,13,53,137,2,7,19,42,8790348,9541956,11912705,16697456,8790348,9509922,11727765,16198236,8777018,9401283,10984573,14140075
"253","Cities","UKJ3",269,981333,981333,269,0,0,0,10.1,12.4,17.1,12.7,14.7,23.8,3,15,54,146,3,12,35,92,1,4,12,25,404941,978822,2621017,14392349,398522,944680,2487470,13983338,370399,768921,2002292,12647063,0,0,0,10.6459965169825,12.1535514448205,16.200269735146,13.2693631010065,15.1961167106375,23.7247024200756,3.37702288621701,15.3448870057361,55.4946914044468,152.648921416074,2.54364930151131,11.4940789721736,36.8772557327635,98.3927637203681,1.43770972748292,3.87488039228274,11.8843674878966,27.2445714145963,375567.867070607,1639815.81349654,4448511.25690871,14518364.372261,370313.334588769,1616093.78286474,4318537.02250714,14119283.4780059,344035.529940397,1456591.74953456,3813634.30888699,12673538.9194626,0,0,0,8,9.1,11.4,11.1,11.7,20.4,2,14,50,139,1,11,33,89,1,3,10,25,370399,915516,2333673,13837652,370399,900981,2220239,13475095,370399,768921,1706589,12204146,0,0,0,12.4,15,20.9,15,18,26.4,5,17,61,154,4,12,40,98,2,4,13,26,430903,1002177,11074319,14572210,423042,975311,10942809,14162242,398522,828870,10528437,12716333
"254","Cities","UKJ4",206,750934,750934,206,0,0,0,13.35,13.5,14.85,16.4,16.6,19,2,12,56,166,2,9,40,110,2,4,14,34,311732,9262887,10959525,14944715.5,311732,9243944,10844210.5,14532880,311732,9118179,10141487,12671624,0,0,0,13.0374239280682,14.2307374549561,20.0917092580706,16.2036945989927,17.3136623191918,23.4429136248991,2.56237964987602,12.3781370932732,52.321828549513,151.915489244061,2.24695379354244,8.85836305187939,37.3345353919253,99.4216748742233,1.86138062732544,3.84169314480367,12.7417882263954,31.0975505170894,2232456.54104755,6556547.25935169,9422533.05916232,14270389.6439381,2230626.6296825,6532734.18740262,9314026.89236205,13889460.7851116,2223277.23797564,6400586.61895852,8655565.51579366,12246391.4469607,0,0,0,9.6,9.625,11,12.9,13.3,14.325,1,10,35,121,1,6,24,74,1,2,9,24,120209,308995,10070787,12937604.75,120209,293404,9997302,12594192,120209,153208,9540906,11375850,0,0,0,16.8,19.775,27.35,20.3,22.425,32.275,4,15,62,176,3,11,45,116,3,5,15,36,395609,9360259.75,11261331.5,15161019.75,395609,9332871,11139365.25,14732637,395609,9203104,10338468,12958857
"255","Cities","UKK1",301,1177822,1177822,301,0,0,0,11.5,13.4,21.7,15.3,18.2,33.7,2,10,55,157,2,8,34,92,1,2,9,20,258735,732474,2300430,5099280,245576,717062,2142612,4614590,245576,603523,1629455,3110025,0,0,0,11.9088937887049,13.9609757671363,21.8381215497758,15.298548931842,19.2938281845644,34.2848707190051,2.35043240829259,10.6755528424499,54.4236616398743,160.106066960882,1.76234099889457,7.92611277425621,33.5458023368557,95.0368086179406,1.22994136635247,2.02797791177275,9.08727379858756,23.9284119332123,369580.706695069,607747.99677031,2662666.2205554,7744999.77198337,365529.816028228,587179.709943438,2506343.02721549,7269392.94233,354344.378896811,477193.484727743,2042940.14122847,5830062.56035802,0,0,0,9.4,10.8,14.4,13.3,16.3,30.7,2,9,51,150,1,5,32,87,1,2,8,19,185770,315239,2195433,4843959,176316,285396,2041340,4375912,176316,245576,1578307,2979567,0,0,0,13.8,16.4,27.9,17.3,21.8,37.2,3,12,58,167,2,10,36,100,2,2,10,32,541187,783983,4239966,8659809,541187,769909,4089665,8180085,527275,607502,3703126,6801425
"256","Cities","UKK2",127,425823,425823,127,0,0,0,14,14.4,35.4,16.6,17.4,42.6,2,8,32,103,2,5,19,61,1,1,4,14,380403,440158,1524131,3825217,374768,402086,1440678,3528948,363441,363441,1132362,2642413,0,0,0,13.9253262505783,14.1325454472868,35.1382400668822,17.0204568564873,17.4412868727147,42.800170493374,1.85342031783159,7.9267465590163,31.7445088687084,104.992132881502,1.72093804233214,4.93305199578228,18.4865213950397,60.816780681175,1,1.06210561665293,3.86575877770811,13.538089769693,336903.703811208,430366.283951313,1404019.44051167,3787905.15396068,335858.551139793,407546.710219974,1310297.6527313,3467829.24312684,325068.485671277,344548.036545701,995707.969682239,2515610.87993603,0,0,0,10.95,11.6,32.6,14.35,15.15,40.3,1,8,30,101,1,4,17,59.5,1,1,3,12,363441,425359.5,1152552,3618601.5,363441,402086,1043317,3249023,363441,363441,733840,2287447.5,0,0,0,16,16.35,38.15,18.8,19.2,45.9,3,8,34,105,2,6,20,62,1,1,4,15,390759,464333,1560834,3904302,390759,435259,1477381,3605923,363441,363441,1132362,2642413
"257","Cities","UKK3",6,16294,16294,6,0,0,0,16.1,16.85,45.3,16.95,41.5,53.35,1,6.5,23,50,1,2,9,21,1,1,3,3,246641,302726,651177,970947,246641,273639,559679,769676,246641,246641,453130,453130,0,0,0,15.7174911010188,17.5730146066037,46.0097888793421,17.2800417331533,40.4200257763594,54.0503682337056,1.45937154780901,6.70498342948325,22.6325027617528,49.8593960967227,1,2,8.89026635571376,21,1,1,2.87111820301952,3,249196.024548914,304179.630784338,637474.097336443,969657.437032036,246641,273639,547543.428869523,769676,246641,246641,440014.601693875,453130,0,0,0,14.95,15.875,44.275,16.45,40.425,52.3,1,4.5,19.25,49.25,1,2,6.75,21,1,1,2.25,3,246641,288764.25,544618.5,964099.5,246641,273639,462241.25,769676,246641,246641,376807.75,453130,0,0,0,20.175,24.5,52.925,21.725,41.9,61,1.75,7,23,50,1,2,9,21,1,1,3,3,250812.5,306979,651177,970947,246641,273639,559679,769676,246641,246641,453130,453130
"258","Cities","UKK4",125,439288,439288,125,0,0,0,14.1,14.3,37.7,19,37.7,48.3,2,7,23,53,2,2,9,22,1,1,3,4,246641,295090,659550,1030717,246641,273639,559679,814726,246641,246641,453130,503252,0,0,0,14.638406239187,15.4848894119575,35.6170248219847,18.5985820236383,31.4240823787584,46.8594243412067,1.78710777439857,7.88585620367504,24.7095322430843,55.5982498952851,1.60638806432227,3.82441814936898,10.6110433246526,23.502656571543,1,1.36447615231921,3.25260193768097,4.54298546739269,192455.226063539,290919.003273479,696155.215917576,1266006.89193877,190994.684496276,262108.923016336,600609.728462876,1038675.13332028,176176.0258145,213778.38775473,465790.914320446,679298.619181494,0,0,0,12.2,12.5,28.5,17,19.9,43,1,6,21,51,1,2,9,22,1,1,3,4,106921,286584,647193,1015997,104726,256384,559679,814726,104726,206489,453130,503252,0,0,0,16.4,17.8,42.6,20.6,42.6,50.7,2,10,24,55,2,5,11,22,1,2,3,4,273639,301781,684623,1115604,273639,273639,596738,878849,246641,246641,453130,503252
"259","Cities","UKL1",63,182627,182627,63,0,0,0,10.5,12.6,48.5,14.6,15.2,54.9,3,13,37,70,2,9,25,44,1,1,4,7,142286,316142,1209822,2238139,142286,297013,1124582,2049065,128282,128282,652095,1311477,0,0,0,10.4633652198196,12.87451307857,42.3267074419445,14.6857354060462,15.3148778658139,48.2882958160623,3.04779139995729,12.7022346093403,36.7574564549601,81.3573567982828,2.49296106271252,9.02648020281777,23.8930278655401,50.3355144639073,1.01324010140888,1.5702114145225,3.49291178193805,8.71063424356749,138575.299670914,432411.985007693,1246456.1113855,2547300.07723392,135250.964556172,405400.572078608,1153407.17230749,2320944.5250538,111037.855015961,241050.145498749,721540.258455759,1494980.72678739,0,0,0,9.1,10.45,21.1,13.3,13.5,22.7,2,10.5,32.5,66.5,1,8,21.5,42.5,1,1,2.5,7,57142,300192,983569,2202336.5,51148,285042,905707,2028774.5,51148,128282,512403,1311477,0,0,0,11.75,16.3,52.9,16.4,18.1,59.9,4,16.5,44,112.5,3,10,28,67.5,1,3,5,13,161672,749040,1778128,3367138.5,155802,691378,1658027,3038735.5,128282,523813,1179370,1955111
"260","Cities","UKL2",138,475066,475066,138,0,0,0,14,14.1,16.7,17.45,18.4,25.95,2,13,51.5,114,2,8,32.5,68,1,3,5,13,358547,710969,1902638.5,3400324,358547,687379,1760861.5,3059982,358547,523813,1179370,1955111,0,0,0,14.5012476161207,14.6123241823241,17.0068845170987,17.5842181928406,19.081629289404,25.9634817056998,1.87461110666728,12.5294843242834,52.3280807298354,117.066133968754,1.59518466907756,8.31779163316255,33.2157552845289,68.3769981434159,1.34189775736424,2.9180598064269,6.0067569558756,12.9915338079341,374749.389171189,740787.113546328,1980959.70455895,3440819.9419849,372335.554040912,708248.684024957,1837126.42700804,3082818.35973107,363374.395465051,550528.294573807,1258894.91634005,1981424.4336408,0,0,0,11.825,12,13.55,14.725,16.4,23.025,1,11,46,110,1,7,29.25,66,1,3,5,12,358547,674153,1830208.75,3254372,358547,640001,1711952.25,2929869,358547,523813,1179370,1863718,0,0,0,16.45,16.45,20,19.475,21.1,28.2,2.75,14,59,127,2,9,37.75,71,2,3,8,14,472665,748787,2186515.75,3565811.5,472665,725681,2018239,3162864.75,472665,523813,1399931,2007038
"261","Cities","UKM5",43,172493,172493,43,0,0,0,12.1,29.3,74.6,14.1,46.3,NA,3,7,12,24,1,2,4,9,1,1,1,2,184712,215685,268013,531551,173258,183545,212059,425768,173258,173258,173258,323316,0,0,0,11.9918727136753,28.1464969592969,75.347508014818,14.6689929446412,45.0084559953157,NA,2.38596928571014,6.69802252845043,12.5654026540207,23.5045306186338,1,1.64974810572023,4.38807951627023,8.51880945893457,1,1,1,2,181370.965326129,216903.220229227,273298.132214061,524616.896859583,173258,179941.958763544,216825.485405205,419101.105053538,173258,173258,173258,323316,0,0,0,8.6,26,72.55,12.1,43,NA,2,6,12,23,1,1,4,8,1,1,1,2,178925,211203,266866,517696,173258,173258,212059,411913,173258,173258,173258,323316,0,0,0,14.4,31.75,77.8,16.7,48.4,NA,3,7,13,24,1,2,5,9,1,1,1,2,184712,220945,278924,531551,173258,183545,224117,425768,173258,173258,173258,323316
"262","Cities","UKM7",207,751330,751330,207,0,0,0,14.7,16,25.6,16.2,19.9,36.2,2,13,52,85,1,6,28,42,1,2,8,9,458527,642394,2448321,3021824,458527,581167,2264720,2716115,458527,517361,1812994,2016035,0,0,0,15.9620290684519,17.6490270586826,33.0866323719271,17.6382347304114,21.424773801126,42.0308116273808,2.09725154060133,13.5099011087006,45.3981952005111,81.2944325396297,1.58824883872599,7.03054050816552,23.9330866596569,40.2962839231762,1.00592948504652,2.1613325702421,6.36963384930723,9.2902253337415,352948.256358724,677073.709887799,2010619.44138128,2944301.81081149,348903.462881823,627855.776416488,1858433.18961841,2652131.95865066,338591.962909773,535326.804751574,1442917.27213608,1943707.92381909,0,0,0,11.05,12,20.2,12.9,14.8,28.45,1,9,40.5,77,1,4,22,37,1,1,7,9,150058,529865,2197782,2888605,150058,485271,2064639,2605253,150058,458527,1745476,1963052,0,0,0,18.4,21.1,34.3,20.3,26.25,45.9,4,18.5,55,88,3,12,29,45,1,3,8,10,465392,834265,2492552,3124076,458527,749665,2303709,2818367,458527,573556,1812994,2016035
"263","Cities","UKM8",328,1074750,1074750,328,0,0,0,11.9,12,15.8,16.5,17,19.1,2,15,52,78,2,11,33,43,1,5,9,9,949304,1411546,2528662,2890596,949304,1383562,2402939,2650568,921732,1239438,1865977,1865977,0,0,0,12.425286159572,12.4606068387997,16.4957913933473,15.7970943010002,16.020813212375,18.7034758781112,2.83535799023029,15.5526959758083,53.9022340079088,78.7888308909049,2.58926820190742,10.5287480809491,33.8126168876483,42.9229895324494,2.08117887880903,5.14384461502675,8.79985298906722,9.34628332170272,993499.046784834,1405367.89476529,2485728.56862712,2939575.45758642,991801.846142824,1369013.67115329,2344999.16647499,2691887.40485694,980867.067673412,1240584.50741661,1796189.78924773,1917939.58268807,0,0,0,9.2,9.2,10.275,12.2,12.3,13.2,1,12,50,75.75,1,9,32,42,1,5,9,9,921732,1347211,2498487,2861748,921732,1317639,2374551,2622563,921732,1239438,1865977,1865977,0,0,0,15.1,15.2,22.025,19.3,19.6,24.4,5,19,58,82,4,12,35,44,4,6,9,10,1156269,1483041,2600593,3065321,1156269,1434656,2446671,2800626,1156269,1295633,1865977,2016035
"264","Cities","UKM9",84,255930,255930,84,0,0,0,8.45,8.45,8.45,10.5,10.55,10.55,4,15,52,79,4,9,34,43,4,5,9,9,1156269,1387470,2528662,2896879,1156269,1336336,2402939,2650568,1156269,1239438,1865977,1865977,0,0,0,9.87474074942367,9.87474074942367,13.4834009299418,12.3999663970617,12.4377071855585,16.1280764271481,3.92529597936936,14.3329191575822,47.7370726370492,75.6067831047552,3.58011174930645,9.17789239245106,30.5681123744774,41.8212792560466,3.36981596530301,4.32869143906537,8.38507404368382,9.10679091939202,938853.720392295,1159324.18794983,2355192.94221858,2861463.03430626,936378.7717032,1122857.0879342,2236550.39849959,2629448.02765991,933209.792302583,1007944.94680967,1749530.61971633,1882001.83178213,0,0,0,6.975,6.975,6.975,8.5,8.5,8.5,2.75,11.75,49,78.75,2.75,7,31.75,43,2.75,5,9,9,1056724.5,1319524.25,2486974,2895308.25,1056724.5,1289435,2366399.75,2650568,1056724.5,1239438,1865977,1865977,0,0,0,11.625,11.625,11.625,14.925,14.925,14.925,6,18,57,80.25,5,11,36,43,5,5,9,9,1240933.75,1423045.25,2610728,2908347,1239438,1378803.25,2463019,2650568,1239438,1239438,1865977,1865977
"265","Cities","UKN0",159,518344,518344,159,0,0,0,12.2,14.5,24.5,14.7,20.2,82.8,3,13,27,40,2,7,13,17,1,2,2,3,399398,594039,762675,942584,392049,557445,666472,786554,392049,448205,448205,523119,0,0,0,12.7031714459895,16.0776798805427,29.6044879462288,15.9353506551634,21.98259167657,NA,2.84549835630392,11.7835433611656,25.3079499328631,38.7354903307456,1.65144768725017,6.00919466609047,12.2251072646737,16.6572527124844,1.00498703563657,1.85635986912166,1.88154584600188,2.67828314787091,342928.446084068,531929.361314108,692623.459316593,917477.569262883,334778.189262343,496309.01916295,602834.273690831,767796.160555538,318709.016371367,402572.786682203,403987.130399889,501239.866760298,0,0,0,9.5,12.2,20.65,13.2,17.95,79.8,2,8,23,37,1,4,11,16,1,2,2,2,98649,510539,713750,856065,90386,482435,631101,711640,74914,448205,448205,466963,0,0,0,14.85,18.1,28.65,17.8,23.6,85.925,4,14,28,41,2,7,14,18,1,2,2,3,424660,608277,773679.5,977941,418470,566467,676916,821911,392049,448205,448205,523119
"266","Dispersed rural areas","AT11",709,105875,105875,709,17.4,36.8,42.1,24.9,51.8,62,30.4,58.7,82.9,0,2,13,57,0,0,3,20,NA,NA,1,4,0,17990,281828,2626643,0,0,218869,2383147,NA,NA,260816,2048521,16.9711480519481,32.8754824085006,39.5626691853601,23.6550762691854,43.8641114521842,60.9210597402597,28.4066219598583,49.9684552538371,80.5939825265644,0.559971664698937,3.49474380165289,17.3719574970484,66.209520661157,0.183735537190083,1.21680283353011,6.41106021251476,25.5117449822904,NA,NA,NA,4.17410153482881,9550.96303187721,116666.606394333,897505.602247934,2410440.39100826,7131.50044864227,101829.13220307,824972.562266824,2138913.85604723,NA,NA,NA,1699612.95071547,12.8,25,33.4,20,35.5,56.7,25.1,41.5,73.3,0,2,10,51,0,0,2,18,NA,NA,1,3,0,11004,123457,894105,0,0,71399,686690,NA,NA,60831,362261,22.8,47.4,49,29,58.7,68.5,34,67.4,91.6,1,3,19,77,0,1,8,31,NA,NA,2,5,5930,66756,1938275,3081303,0,60831,1870128,2781747,NA,NA,1686260,2225355
"267","Dispersed rural areas","AT12",3588,525536,525536,3588,15.2,24.3,45.5,22.2,35.5,77.45,26.3,41.85,91.5,0,4,20,66,0,1,7,22,NA,NA,1,3,0,36499,1843771,2662599,0,14888,1764113,2381118.5,NA,NA,1686260,1960124,15.6999996194361,25.5905325229861,42.7086924587469,23.0755750319674,36.1855104122267,NA,27.5063438089873,41.8854835824759,NA,0.862323418376667,4.35180273092614,21.0848086524995,72.0544929367351,0.279337666686963,1.52902560433538,7.65997001156914,26.1555288315168,NA,NA,NA,3.11002481276259,95915.2106858522,468835.407016836,1434581.85275604,2608730.44992541,91933.0337484016,449365.336486939,1341026.0153881,2298188.35644751,NA,NA,NA,1851124.28709546,10.1,16.6,31.275,16.6,26.8,64.2,20.6,32.6,79.2,0,1,12,58,0,0,3,17,NA,NA,1,2,0,8574,137910.25,2458520.75,0,0,97494,2187762,NA,NA,1686260,1880665,22.4,36.7,59.1,31.5,48.2,88.9,36.4,53.3,103.425,1,6,26,78,0,2,10,30,NA,NA,1,4,10384,79185,1968043,3047524,0,59060,1846840,2720177,NA,NA,1686260,2226776
"268","Dispersed rural areas","AT13",38,15121,15121,38,5.55,5.55,6.45,12.4,16.8,60.05,20.1,23.1,89.2,2,8,34.5,82,1,4,13,35,1,1,1.5,3,1697331.5,1770423,2172234.5,2947930,1686260,1738762,2017090,2628714,1686260,1686260,1816668,2007837,5.21315389193836,5.21593148601283,5.5103762978639,10.5978440579327,12.6685470537663,60.6169036439389,20.175418292441,25.5519145559156,NA,1.91720124330401,7.54870709609153,32.6526684743073,84.4344950730772,1.77851993915746,4.39375702665168,12.8935916936711,34.8993452813967,1,1,1.78202499834667,3.00813438264665,1698066.50320746,1765845.83751075,2234734.92599696,2972412.93876066,1696977.07764037,1741231.5799881,2091593.31466173,2637307.3442894,1686260,1686260,1890224.63196879,2015993.97288539,3.825,3.825,3.825,9.3,9.375,52.375,14.075,16.925,82.7,1,5,32,78.25,1,2,12,30.25,1,1,1,3,1686260,1720054,2032847.25,2882298.75,1686260,1699006,1889847,2556179.75,1686260,1686260,1686260,2007837,6.825,6.825,7.875,19.425,27.625,68.875,23.925,31.325,92.9,3,10,42.25,85,2,5,16.5,36,1,1,2,3,1706466.25,1790618.25,2399418,2987100,1698919,1750020,2224958.25,2645512,1686260,1686260,1947076,2007837
"269","Dispersed rural areas","AT21",1523,207334,207334,1523,19.7,28.4,35.8,33.9,49.9,80.9,40.1,62.5,95.8,0,1,6,39,0,1,2,15,NA,NA,1,3,0,33731,129582,791272,0,33731,100729,583696,NA,NA,66998,359343,19.5189346658049,28.2523025649435,39.6746544223331,34.0425400561413,47.6716534673522,NA,41.5212517001553,62.1732156809786,NA,0.388411934366771,1.4484262108482,6.76908273606837,37.7859444181852,0.172224526609239,0.686086218372288,2.99246626216636,14.4724550724917,NA,NA,NA,NA,11269.0543277996,41678.1207906084,145067.925670657,753588.355957055,9723.99516721811,36185.1565445127,117228.481011315,585463.277248305,NA,NA,NA,NA,12.95,19.6,24,26.3,36.8,71.1,33.3,53.3,89.1,0,1,5,32,0,0,2,13,NA,NA,1,3,0,5782,106511,636116,0,0,66998,520490,NA,NA,66998,359343,26.5,40.25,51.05,40.8,58.9,92.7,48.65,70.05,107.85,1,2,9,45,0,1,4,17,NA,NA,1,4,7218,74561,164502,973547,0,66998,135649,781148,NA,NA,66998,580281
"270","Dispersed rural areas","AT22",3460,426645,426645,3460,16.7,34,38.8,24.7,44.3,61.4,30.3,54.5,88.2,0,2,13,51,0,0,3,13,NA,NA,2,3,0,20011,332109,844215,0,0,270752,573201,NA,NA,279700,368428,17.4358757280643,33.4940892310938,39.665759823741,25.9187230601554,43.5697793247313,NA,31.4787832975893,52.7696827573275,NA,0.560072191165958,2.75615558602585,12.551976467555,48.3512873700618,0.1398094434483,0.723749252891748,3.16322235113502,12.9803654091809,NA,NA,NA,3.14798720247513,21273.7977967631,99201.3712102568,317626.367415533,1025595.48539418,18268.8935109986,85267.8507892979,253036.318327884,777565.1368632,NA,NA,NA,595172.129815186,11.9,23,26,20.2,33.7,50.6,25.4,43.5,79.5,0,1,10,45,0,0,2,11,NA,NA,1,3,0,8379,289378,742508,0,0,233824,500367,NA,NA,218869,362261,22.1,45.8,52.725,30.8,55.6,73.5,37.3,63.4,98.5,1,4,15,53,0,1,4,15,NA,NA,2,3,7243,233486,398268,887622,0,218869,329876,629175,NA,NA,301430,429259
"271","Dispersed rural areas","AT31",3644,472668,472668,3644,14.4,28.4,33.9,22.4,40.3,50.5,27,44.6,78,1,3,21,62,0,1,5,16,NA,NA,2,3,5714,35445,402031,935468,0,14978,289420,610406,NA,NA,245385,377611,15.4734547293238,27.1963242698892,32.869816446216,22.2302692376044,38.235055260775,49.2705785033045,26.6163575702184,42.8159247082518,NA,0.870784567603476,4.29945120041975,21.0209026208671,64.7650084202865,0.231646737244747,1.03911413508001,5.30748009173458,17.6865178095407,NA,NA,NA,3.47368131542647,25475.5654201258,99755.0493686901,394643.503520441,1011753.83108228,20942.0202742729,76540.2483053644,282843.421079912,680142.495428081,NA,NA,NA,457612.282145184,10.1,19.1,23.3,17,31.7,39.7,21.5,35.1,67.3,0,2,16,55,0,0,4,13,NA,NA,2,3,0,14431,327304.25,811820,0,0,236367,512994,NA,NA,194405,324844,20.2,36.9,44.1,27.3,47.6,60.3,32.1,52.9,89,1,5,25,72,0,1,6,21,NA,NA,2,4,9288,195721.25,457708,1029081,0,194405,317004,659367,NA,NA,245385,457070
"272","Dispersed rural areas","AT32",900,123581,123581,900,16.5,35.5,41.15,23.2,41.15,81.5,29.2,48.85,85.55,0,3,11,53,0,0,5,18,NA,NA,1,3,0,17430,221624,672218.5,0,0,183514,456679.5,NA,NA,132226,236978,19.1016612586077,39.644013238281,45.2906506663645,26.1599080764842,45.8958860989958,NA,32.8914485236404,53.3183992684959,NA,0.60807081994805,2.72602584539695,12.4940484378667,57.0035361422872,0.20869712981769,0.94338935596896,4.27098016685413,18.4555635575048,NA,NA,NA,2.96966362143048,21274.445966613,69160.3015835768,193437.380560118,927163.203453605,18621.9323601525,57460.5915957955,137793.956530535,654862.673695795,NA,NA,NA,436381.687201107,11.1,19.775,22.1,18.3,26.975,69.45,24.175,36.2,76.175,0,1,6,40,0,0,0,14,NA,NA,1,2,0,8616,51333,533980.75,0,0,0,348344,NA,NA,132226,185998,26.525,61.7,66.925,31.525,66.4,100.8,39.4,71.8,101.925,1,4,18,76,0,2,7,22.25,NA,NA,1,4,8616,155729,286138,1094751.5,0,144204,208486,696473,NA,NA,132226,431383
