"","lv1","lv2","n","TOT_P_2021","urban_pop","n_0","TIME_TOWN_5K_1_MED","TIME_TOWN_10K_1_MED","TIME_TOWN_50K_1_MED","TIME_TOWN_5K_2_MED","TIME_TOWN_10K_2_MED","TIME_TOWN_50K_2_MED","TIME_TOWN_5K_3_MED","TIME_TOWN_10K_3_MED","TIME_TOWN_50K_3_MED","N_TOWN_5K_15MN_MED","N_TOWN_5K_30MN_MED","N_TOWN_5K_60MN_MED","N_TOWN_5K_120MN_MED","N_TOWN_10K_15MN_MED","N_TOWN_10K_30MN_MED","N_TOWN_10K_60MN_MED","N_TOWN_10K_120MN_MED","N_TOWN_50K_15MN_MED","N_TOWN_50K_30MN_MED","N_TOWN_50K_60MN_MED","N_TOWN_50K_120MN_MED","POP_TOWN_5K_15MN_MED","POP_TOWN_5K_30MN_MED","POP_TOWN_5K_60MN_MED","POP_TOWN_5K_120MN_MED","POP_TOWN_10K_15MN_MED","POP_TOWN_10K_30MN_MED","POP_TOWN_10K_60MN_MED","POP_TOWN_10K_120MN_MED","POP_TOWN_50K_15MN_MED","POP_TOWN_50K_30MN_MED","POP_TOWN_50K_60MN_MED","POP_TOWN_50K_120MN_MED","TIME_TOWN_5K_1_wmean","TIME_TOWN_10K_1_wmean","TIME_TOWN_50K_1_wmean","TIME_TOWN_5K_2_wmean","TIME_TOWN_10K_2_wmean","TIME_TOWN_50K_2_wmean","TIME_TOWN_5K_3_wmean","TIME_TOWN_10K_3_wmean","TIME_TOWN_50K_3_wmean","N_TOWN_5K_15MN_wmean","N_TOWN_5K_30MN_wmean","N_TOWN_5K_60MN_wmean","N_TOWN_5K_120MN_wmean","N_TOWN_10K_15MN_wmean","N_TOWN_10K_30MN_wmean","N_TOWN_10K_60MN_wmean","N_TOWN_10K_120MN_wmean","N_TOWN_50K_15MN_wmean","N_TOWN_50K_30MN_wmean","N_TOWN_50K_60MN_wmean","N_TOWN_50K_120MN_wmean","POP_TOWN_5K_15MN_wmean","POP_TOWN_5K_30MN_wmean","POP_TOWN_5K_60MN_wmean","POP_TOWN_5K_120MN_wmean","POP_TOWN_10K_15MN_wmean","POP_TOWN_10K_30MN_wmean","POP_TOWN_10K_60MN_wmean","POP_TOWN_10K_120MN_wmean","POP_TOWN_50K_15MN_wmean","POP_TOWN_50K_30MN_wmean","POP_TOWN_50K_60MN_wmean","POP_TOWN_50K_120MN_wmean","TIME_TOWN_5K_1_Q1","TIME_TOWN_10K_1_Q1","TIME_TOWN_50K_1_Q1","TIME_TOWN_5K_2_Q1","TIME_TOWN_10K_2_Q1","TIME_TOWN_50K_2_Q1","TIME_TOWN_5K_3_Q1","TIME_TOWN_10K_3_Q1","TIME_TOWN_50K_3_Q1","N_TOWN_5K_15MN_Q1","N_TOWN_5K_30MN_Q1","N_TOWN_5K_60MN_Q1","N_TOWN_5K_120MN_Q1","N_TOWN_10K_15MN_Q1","N_TOWN_10K_30MN_Q1","N_TOWN_10K_60MN_Q1","N_TOWN_10K_120MN_Q1","N_TOWN_50K_15MN_Q1","N_TOWN_50K_30MN_Q1","N_TOWN_50K_60MN_Q1","N_TOWN_50K_120MN_Q1","POP_TOWN_5K_15MN_Q1","POP_TOWN_5K_30MN_Q1","POP_TOWN_5K_60MN_Q1","POP_TOWN_5K_120MN_Q1","POP_TOWN_10K_15MN_Q1","POP_TOWN_10K_30MN_Q1","POP_TOWN_10K_60MN_Q1","POP_TOWN_10K_120MN_Q1","POP_TOWN_50K_15MN_Q1","POP_TOWN_50K_30MN_Q1","POP_TOWN_50K_60MN_Q1","POP_TOWN_50K_120MN_Q1","TIME_TOWN_5K_1_Q3","TIME_TOWN_10K_1_Q3","TIME_TOWN_50K_1_Q3","TIME_TOWN_5K_2_Q3","TIME_TOWN_10K_2_Q3","TIME_TOWN_50K_2_Q3","TIME_TOWN_5K_3_Q3","TIME_TOWN_10K_3_Q3","TIME_TOWN_50K_3_Q3","N_TOWN_5K_15MN_Q3","N_TOWN_5K_30MN_Q3","N_TOWN_5K_60MN_Q3","N_TOWN_5K_120MN_Q3","N_TOWN_10K_15MN_Q3","N_TOWN_10K_30MN_Q3","N_TOWN_10K_60MN_Q3","N_TOWN_10K_120MN_Q3","N_TOWN_50K_15MN_Q3","N_TOWN_50K_30MN_Q3","N_TOWN_50K_60MN_Q3","N_TOWN_50K_120MN_Q3","POP_TOWN_5K_15MN_Q3","POP_TOWN_5K_30MN_Q3","POP_TOWN_5K_60MN_Q3","POP_TOWN_5K_120MN_Q3","POP_TOWN_10K_15MN_Q3","POP_TOWN_10K_30MN_Q3","POP_TOWN_10K_60MN_Q3","POP_TOWN_10K_120MN_Q3","POP_TOWN_50K_15MN_Q3","POP_TOWN_50K_30MN_Q3","POP_TOWN_50K_60MN_Q3","POP_TOWN_50K_120MN_Q3"
"11","Cities","ES",2550,22970257,22970257,2550,0,0,0,11.5,13,18.8,14.8,17.3,29.6,3,12,39,83,2,7,21,42,1,2,4,8,403154,707217,1541825,2628140,388376,690216,1368368,2355597,388376,626561,1025051,1690814,0.00310038324777994,0.00310038324777994,0.00310038324777994,NA,NA,NA,NA,NA,NA,2.98894122081438,15.4688326734873,46.9463416974394,76.7362223679082,2.44720966770202,10.8614637180594,25.584595244189,38.5887991153081,1.72434217867044,4.52442081949714,7.25851865740988,9.67986274598495,1565935.75652606,2213951.39783817,2935633.74889153,3648111.08634775,1562218.08885956,2181986.53660031,2791744.11009668,3391285.07080744,1545620.96849321,2042280.08292406,2389571.43669181,2769456.69651093,0,0,0,9.2,10,11.8,12,13.3,16.1,2,7,19,50,1,3,8,26,1,1,2,5,186143,330255,610389,1392023,180939,320849,509832.25,1192377,171100,276174,396432,992566,0,0,0,14.7,17.5,38.7,18.1,25.4,59.525,4,21,66,98,3,15,39,47,2,6,12,14,1408564,3765067.25,4827162,5672058,1408564,3728348,4657685,5354134,1373390,3539138,4033937,4372831
"12","Cities","FI",431,1347928,1347928,431,0,0,0,13.4,18.6,18.6,18.7,23.35,149.1,2,6,17,28,1,4,11,14,1,2,2,2,812749,932166,1078027,1203736,812749,926004,1038408,1110357,812749,878305,878305,878305,0,0,0,14.2124852366002,24.7455298799342,NA,19.6317348552742,NA,NA,1.96359894593777,5.73628561762943,14.7963971369391,24.2177282466126,1.49366731754218,3.76469366316302,8.41502810239123,10.9194422847511,1.28927212729463,1.66409556000024,1.71463683520188,1.71463683520188,637605.304856788,707985.653741891,819455.987294574,920400.638269997,634258.128819195,694186.933652243,777486.499584548,831338.2823771,629279.318445051,653851.243399499,657164.527236618,657164.527236618,0,0,0,10.35,12.9,12.5,15.6,19.8,144.1,1,5,7,15,1,1,2,3,1,1,1,1,145950,172664,188871,253921,145950,145950,155988,169653,145950,145950,145950,145950,0,0,0,17.6,39.15,25.9,22.4,29.9,152.575,2,7,18,29,2,5,11,14,1.5,2,2,2,857000,946081,1083334,1211316,857000,937200,1038408,1111053,845527,878305,878305,878305
"13","Cities","FR",4610,23187901,23187901,4610,0,0,0,13.5,18.3,27.8,17.2,23,35.9,2,10,39,91,1,5,17,38,1,1,5,8,407618,717877,1634321,3060923,402265,697700,1500809,2651261,402265,691311,1179414,1979726,0.0275764244465249,0.0275764244465249,0.0275764244465249,15.7691586616658,NA,NA,19.4679367701285,NA,NA,1.85720980092161,9.66429527191788,45.1521183827721,89.3883541679775,1.25432176892596,4.97524014786849,21.3400411274828,39.9182432252061,NA,2.00169536690708,5.60889327585106,8.13963941798785,2873358.34306232,4335084.33897652,5197672.21304231,6344897.73732914,2869105.58753192,4302191.24014834,5030651.86284106,6002565.3577398,NA,4244191.31433781,4731377.05638065,5385249.15593908,0,0,0,10.5,13.7,19.55,13.9,18.3,27.8,1,7,21,47,1,2,8,17,1,1,2,4,157934,266192,729398,1248018,151702,223302,617651,1014992,167556,201158,488957,713183,0,0,0,17.1,23.6,47.15,20.9,30,58.8,3,13,60,112,2,7,31,54,1,3,8,11,8915570,9138664,10257146.75,11123187,8915570,9110541,10074301,10730228,8915570,9004336,9723592,9932099
"14","Cities","HR",215,1031243,1031243,215,0,0,0,13.3,21.9,79.5,17,28.2,NA,2,5,17,50,1,3,6,17,1,1,1,2,650266,698950,830347,1221831,650266,677453,746355,996366,650266,650266,650266,732827,0,0,0,14.4659089079877,28.3887846996295,NA,19.2801890534045,NA,NA,2.03809092522325,5.08592640143982,14.6744074868872,40.2848397516395,1.18922213290175,2.85764460946644,5.95851608204856,13.7663576867916,1,1,1,1.96711444344349,450697.792358348,492572.072262309,590221.495528212,942219.843115541,443969.952816165,476238.828069621,528440.40149121,758982.305214193,440586.95698589,440586.95698589,440586.95698589,539620.89087829,0,0,0,10.4,18.1,71.1,13.75,23.1,NA,1,3,6,29,1,1,4,11,1,1,1,2,128803,136839,173721,517064,121727,121727,121727,388661,121727,121727,121727,208820,0,0,0,16.85,41.2,86.5,19.6,43.55,NA,3,7,21,53,1,4,8,18,1,1,1,2,665693,721550,867232,1253722,650266,706123,775961,1017640,650266,650266,650266,732827
"15","Cities","HU",580,2616446,2616446,580,0,0,0,14,15.25,22.3,17.3,19,33.8,2,13,56,111,1,8,32,56,1,2,5,7,1567720,1791802,2432076.5,3203812,1567720,1758270.5,2252745,2835704,1567720,1647210,1831939,1945283,0,0,0,14.5376363204133,16.6749845018777,31.0715824824973,17.5482359658865,21.4305527803746,NA,1.95159540842807,12.9446417009944,47.2742911567829,99.2942101614174,1.63728393400819,7.91473089832544,25.8245390885193,48.3660213128801,1.20928159801502,2.04080153001438,4.05152409031182,6.90909730221835,1061487.69126632,1254832.93165309,1876589.45065176,2732502.01348088,1059384.5235346,1220012.74936307,1728299.63980109,2391738.29047991,1050088.66692949,1108066.31811358,1354803.23820557,1661870.92409704,0,0,0,10.7,11.775,14.9,14.2,15.6,28.4,1,6,26,77,1,3,11,30,1,1,2,5,137013,175667,466390,1799171.75,134283,143786,357648,1488232.5,134283,134283,241887,773965,0,0,0,17.125,19.1,51.725,20.2,26.15,60.025,3,17,62,114,2,10,35,58,2,3,5,8,1619005,1876564.75,2534853,3238354,1619005,1833545.5,2342638,2867008,1619005,1698495,1831939,1995424
"16","Cities","IE",393,1501707,1501707,393,0,0,0,11.8,12.7,15,18,18.7,21.9,2,9,28,41,2,5,12,16,1,3,3,3,1014244,1205937,1424448,1549512,1014244,1170558,1312049,1382353,987262,1139529,1139529,1139529,0,0,0,12.4683761878982,13.8385561897228,24.7082248401319,17.4572284739966,19.9796943078777,NA,2.17472516276477,9.54330638400167,26.3095510642222,38.4242438771345,1.87639999014455,5.15981679515378,11.0823569444639,15.2935705833428,1.61560011373723,2.61595038179885,2.68778330260164,2.84389165130082,907723.496695427,1048787.0304307,1239564.83565636,1378279.33640118,905930.088358781,1019845.08323062,1137048.49916728,1222292.77072625,901443.189911214,976284.802819725,980836.42112809,995595.38530752,0,0,0,9.6,9.9,10.7,14.2,15.7,17.3,2,7,27,39,1,4,11,16,1,2,3,3,987262,1115289,1384951,1530773,987262,1115289,1276692,1377377,987262,1077102,1139529,1139529,0,0,0,14.6,15.8,25.4,20.9,21.4,26.3,3,12,31,41,2,6,13,17,2,3,3,3,1077102,1230928,1441945,1557823,1077102,1197338,1326564,1398226,1077102,1139529,1139529,1139529
"17","Cities","IT",4140,19804209,19804209,4140,0,0,0,12.4,14.7,23.9,15.5,18.7,35.4,2,12,50,100,2,7,26,44,1,2,6,9,526821,1449667,3205445,3881358,526821,1333583,2996114,3483995,513034,1156660,2482360,2623970,0.00261095002582532,0.00261095002582532,0.00261095002582532,13.4457882564257,15.8601103533092,NA,16.4104807518443,20.3613995237072,NA,2.50125455654402,13.7109212491143,57.8859037995408,122.311222730481,1.82718870518888,7.78874379683632,29.024410467492,54.4185955621858,NA,2.40079020575879,5.96611053741152,9.24713509133336,1365997.76788813,1809440.65964796,2795724.04602946,3841820.25636934,1361248.00323916,1767550.80666388,2596002.33333465,3380128.27126597,NA,1663333.54479363,2151953.16449084,2513279.02466551,0,0,0,9.5,10.8,16.2,12.6,14.8,24.6,1,8,34,74,1,4,18,39,1,1,2,5,176304.75,390215,1089629,2309637,161679,333856,952779,1910637.25,147353,257688,696659,1025842,0,0,0,16,19.4,34.6,18.8,23.6,58.8,4,20,84,216,3,11,41,94,1,3,9,15,2793541,3256819,4625820.5,6673419,2787005.5,3234795,4256504,5838904,2774930,3117953,3695270,4476248
"18","Cities","LT",182,908864,908864,182,0,0,0,13.5,18.45,68.55,19.1,31.1,NA,2,4,12,25,1,2,4,9,1,1,1,2,268851,278667,415059,933987,261436,261436,353249,814794,261436,261436,261436,669702,0,0,0,15.4920167373777,23.0324292743469,70.1058842687135,23.4952571561862,32.0482876425956,NA,1.65551611682276,4.11430863143441,11.3357422012534,23.95787928667,1.38093818217027,2.22341186360116,4.47964271882262,9.04831305893951,1,1,1.11582260932329,2.35393414196183,293915.817407225,320136.841417418,433636.782915816,829568.493071571,291758.359423412,304491.969465178,383662.861148643,724137.258360987,283954.279959378,283954.279959378,326235.306748865,574542.559744912,0,0,0,10.5,13.425,63.75,17.1,24.925,NA,1,3,7,25,1,1,4,8,1,1,1,2,149217,159830,213358,659901,149217,159830,208122,555758,149217,149217,149217,407689,0,0,0,17.45,36.8,79.15,28.1,39.175,NA,2,5,13,27,2,3,5,10,1,1,1,3,425140,459138,525872,1053883,425140,442460,453710,920657,408266,408266,408266,763449
"19","Cities","LU",28,122012,122012,28,0,0,0,9.55,17.4,36.9,17.4,19.85,45.45,2,15,41.5,92,1,9,21,37,1,1,3,5,100700,300279.5,826118.5,1614337,92090,266073,690778,1230672,92090,92090,335605,645800,0,0,0,9.15252680064256,17.2005147034718,36.9208372946923,17.0637338950267,19.436117758909,45.012379929843,2.34459725272924,14.6306101039242,41.9024112382389,91.902943972724,1.34459725272924,8.275341769662,21.515457495984,36.4367439268269,1,1,3.20236534111399,4.65470609448251,106203.736288234,289149.198496869,850591.154222535,1547732.46352818,97593.736288234,247015.19380061,716457.912934793,1156708.26972757,92090,92090,357373.03501295,575834.131806708,0,0,0,7.975,14.8,34.275,14.8,17.675,42.6,2,13,40.75,92,1,7,20.75,36,1,1,3,4,100700,245532,815500.25,1421678,92090,205316,684949.25,1028045,92090,92090,335605,443173,0,0,0,11.1,19.875,38.325,19.525,21.7,47.6,3,16,43.25,93,2,9,22.25,37,1,1,3.25,5,115744,313374,873920.25,1627704.25,107134,267664,733912,1230672,92090,92090,362497,645800
"20","Cities","LV",138,625504,625504,138,0,0,0,15.85,16.9,NA,21.1,21.65,NA,1,6,16,25,1,5,10,10,1,1,1,1,554223,625325.5,761358,828691,554223,616812,723788,723788,554223,554223,554223,554223,0,0,0,15.6067719790761,22.5813264183762,NA,26.4904894293242,30.8555699084258,NA,1.47937503197422,5.28168644804829,13.5989266255691,23.1996486033662,1.39726684401698,4.14635717757201,8.46145348391057,9.77335076993912,1,1,1,1.08210818795723,473893.849230381,529565.609096025,640157.181896519,734824.538172418,473150.359588428,522268.934695861,606466.717335141,641481.231077659,466102.76815496,466102.76815496,466102.76815496,478354.705637374,0,0,0,11.725,13.875,NA,19.4,19.625,NA,1,3,14,24.25,1,3,10,10,1,1,1,1,554223,592201,747815,823149.5,554223,592201,723788,723788,554223,554223,554223,554223,0,0,0,18.25,20.55,NA,24.95,25.55,NA,2,7,16,26,2,5,10,11,1,1,1,1,571594,641641,762139,843420,571594,628749,723788,745551,554223,554223,554223,554223
"21","Cities","MT",60,292206,292206,60,0,0,0,9.3,9.45,NA,10.9,11.5,NA,4.5,8,8,9.5,4,6,6,6.5,1,1,1,1,304056,339631,339631,354904.5,298987,328665,328665,336945.5,258552,258552,258552,258552,0,0,0,9.37277057965956,9.53773502255258,NA,11.0612656824295,11.6800188907825,NA,4.50601630356666,7.93416972957434,8.13160236271671,9.60330041135363,3.93095624319829,6,6,6.60330041135363,1,1,1,1,303577.374068294,339281.836245662,340551.295322478,356615.258112428,300347.854879777,328665,328665,338656.258112428,258552,258552,258552,258552,0,0,0,7.5,7.95,NA,9.575,10.2,NA,4,8,8,9,4,6,6,6,1,1,1,1,298987,339631,339631,346624,298987,328665,328665,328665,258552,258552,258552,258552,0,0,0,10.7,10.75,NA,12.325,13.225,NA,5,8,8,10,4,6,6,7,1,1,1,1,310153,339631,339631,363185,304491,328665,328665,345226,258552,258552,258552,258552
"22","Cities","NL",2040,8503134,8503134,2040,0,0,0,10.6,11.9,14.3,13.1,14.9,20.2,4,20,92,267.5,3,13,56,148,2,5,18,38,302378.5,1494248,4950162,10396064,296358,1470567.5,4765509,9616607,265229,1344548,3906180,7215680,0.00824321950001023,0.00824321950001023,0.00824321950001023,11.1547575635054,12.7118483020496,15.0925626951192,13.7739664693041,15.5992534282066,21.2497204089692,3.45221373672342,19.4557493742895,91.6125762571777,264.379723640719,2.62493252487847,12.8267858650705,56.0259514903564,148.29836363863,1.86243342748685,5.83181789208544,18.0737890288451,37.3563386158562,663695.316147552,1600070.77654462,4836619.60555861,10487749.9596746,657791.947477718,1553185.02715634,4589587.24234476,9683932.29547412,640851.789116813,1393748.21516596,3760401.20335091,7358187.98486582,0,0,0,8.775,9.575,10.6,11.3,12.4,15.4,2,16,77,226,1,10,48,133,1,4,14,35,177917,703782.75,3781707,9368812.5,174381,643349,3385519.5,8683152,156138,466932,2695981.5,6538565,0,0,0,12.8,15.2,18.6,15.5,18.125,25.7,5,23,110,311,4,15,65,168,2,7,22,41,1059870,2305518.75,5809962,12270013,1059870,2280297,5576791.5,11328335.5,1059870,2077249,4773455,8686477
"23","Cities","NO",385,1340655,1340655,385,0,0,0,14.4,16.3,16.85,21,25.8,NA,2,5,15,34,1,3,8,17,1,2,2,2,665714,762411,893663,1088148,665714,746749,842393,973485,665714,735881,735881,735881,0,0,0,14.6288353827047,24.1614630162122,NA,22.2218590912651,54.8788484733209,NA,1.70860288441098,5.37779294449355,13.5936068563501,24.8788390749298,1.54674468823075,3.33509292099757,6.90419235373754,12.6168857759826,1.26447520055495,1.60841156002103,1.63707217740582,1.63707217740582,497607.920008503,555233.790764962,656728.271199526,773393.415672936,496513.131561811,541555.314664847,609269.885867729,690601.871555322,491811.886950782,516279.367839601,518290.397379639,518290.397379639,0,0,0,11.3,11.8,11.65,17.2,20.5,NA,1,4,6,8,1,1,2,2,1,1,1,1,147483,166511,190338,200770,147483,147483,158180,158180,144082,144082,144082,144082,0,0,0,17.8,33.4,24.05,26.1,120.4,NA,2,7,18,35,2,4,10,18,1,2,2,2,692943,777576,928235,1102892,692943,761825,876124,989794,665714,735881,735881,735881
"24","Cities","PL",2221,10773641,10773641,2221,0,0,0,14.6,17,35.5,18.9,21.7,58.3,2,6,23,59,1,4,14,36,1,1,3,7,511461,618478,1084259,2084374,511461,575340,1022664,1856181,501388,536316,768945,1319872,0,0,0,15.9918440757401,19.6851678647915,37.5194883605274,20.4602512929473,25.4118702581606,NA,1.8337278919912,7.37230097048899,27.2642865118673,67.4042048551646,1.57909744718615,5.13594392090845,17.1651961486372,39.259001112066,1.14393787578405,1.69074493943134,3.6040697847645,7.63134570754678,692468.11448126,824400.063921102,1458969.01207308,2532749.94753167,690842.122697053,809352.88645315,1390393.80903383,2339905.44464355,683214.532027566,739668.631167124,1103350.74938324,1688140.43001359,0,0,0,11,12.4,19,15.2,17.1,32.5,1,4,15,48,1,2,8,24,1,1,2,5,119623,195494,514675,1422231,119623,187759,479959,1261096,114527,157538,326018,815157,0,0,0,19.9,26.6,53.6,24.5,35.1,79.6,2,11,34,91,2,7,22,53,1,2,5,10,1297502,1622867,2316879,3871506,1297502,1608965,2243212,3601522,1214540,1429924,1781076,2841844
"25","Cities","PT",762,3492154,3492154,762,0,0,0,12.4,15.6,19.2,16.5,20.9,26.8,2,11,32,50,1,6,16,21,1,3,5,5,946303,1948971,2513302,2674367,940843,1934885,2418346,2501580,940843,1934885,2232564,2232564,0,0,0,12.9593996141064,16.0840747000275,NA,NA,NA,NA,2.0870525755737,11.2656071295825,32.8932701707886,51.1550701944989,1.60162066163176,6.31722312360795,15.6236007919467,20.6000479933016,1.29890262571467,3.04731750088914,4.48189369655519,4.66236425999541,1235970.10427576,1666070.47988577,2110626.63056011,2320160.72445201,1232629.10250808,1630349.10199063,1989799.91907516,2106885.47348427,1227716.50230144,1568564.76265966,1771486.81754413,1805743.27332729,0,0,0,9,10.8,14.4,13.6,17.85,22.2,1,9,30,47,1,4,15,20,1,2,4,4,896033,1057750,1567478,1768470,887334,993719,1392841,1488272,887334,940843,1111960,1111960,0,0,0,15.7,19.775,23.5,19.3,24,31.05,3,14,41,61,2,8,17,22,2,4,5,5,1746610,2210021.5,2528828,2704397,1746610,2165552,2418346,2512606,1746610,2064430,2232564,2232564
"26","Cities","RO",874,5722439,5722439,874,0,0,0,17.85,24.3,60.2,24.9,42.85,99.3,1,3,9,30,1,2,4,15,1,1,1,3,239284,283152,426858,868878,239284,277503,400851,751753.5,239284,256675,310934,576750,0,0,0,19.1600426671215,30.0141219853982,64.9137193423992,27.2064725373219,44.0706385511493,NA,1.38860510352317,4.9061194011854,12.5098441416326,37.573212226465,1.12202524133503,2.16136213946536,4.95185881404765,15.8337998884741,1,1.08552926470688,1.52727918986991,4.20572643937314,736142.006172543,779069.410283797,974363.215615929,1640625.60946146,734563.415647768,761592.003983267,925276.940134617,1499083.76810098,732918.191609906,747438.656999227,872165.502865474,1282074.27769855,0,0,0,13.9,19,47.8,19.2,29.1,72.4,1,2,6,24,1,1,3,11,1,1,1,3,132987,135522,213127,677622,129986,129986,191979,551264.5,129986,129986,140436,356349,0,0,0,23.9,39.675,84.6,36.775,58.375,114.25,2,7,19,56,1,3,7,21,1,1,2,6,326961,419983,2097452,2952992.5,326961,413783,2014390,2765954,310934,413783,1954430,2515977
"27","Cities","SE",812,3199146,3199146,812,0,0,0,13.3,15.6,23.8,17.1,22.3,34.5,2,10,30,44,1,4,14,22,1,2,4,6,474298,1272844,1696526,2062935,467240,1251905,1576220,1900342,467240,1241785,1379506,1589360,0,0,0,13.8394474650422,NA,NA,NA,NA,NA,2.11962817576941,9.98229715055205,25.9228659773577,43.080505547418,1.50902084493799,5.04904246320737,11.8916873440599,20.0072663141976,1.17275829236928,2.0431221332193,3.62562571386239,4.7651320071044,699519.876256663,951599.081583335,1365629.56131042,1699181.03217609,695095.708973582,915477.804698504,1263670.00853947,1535137.43708352,689059.120013904,855364.352187428,1109114.61102307,1246738.40916607,0,0,0,10.575,11.8,16.2,14.5,18,27.6,1,6,17,26,1,3,7,11,1,1,2,2,99321,164779.75,687759,792157,99321,142261,614427,686344,99321,110533,523928,523928,0,0,0,16.9,20.775,47.975,20.5,28,45.35,3,12,32,47,2,7,16,22,1,3,5,6,1202705,1436412.25,1820584,2074330,1195597,1402902,1698766,1900342,1184860,1321888,1490039,1589360
"28","Cities","SI",76,303127,303127,76,0,0,0,11.75,19.1,63.95,14.35,26.55,71.65,3,9,25,62,1,3,10,23,1,1,1,5,223389,297532,467400,1291381,211853,255197,365213,1023286,211853,211853,211853,663232,0,0,0,11.4292986108133,24.0251455660499,60.0858511448996,15.0474157696279,30.6502231737852,72.4351123456505,2.6707551620278,8.33159698740132,23.778175484203,62.9905551138632,1.17883923240094,3.19329192054815,8.93727051697803,21.7607735371643,1,1,1.27590415898287,4.83560685785166,187938.061386811,252184.003054825,466765.370389309,1405534.69409521,179131.289132938,215570.802327077,362705.703378452,1119602.95712028,176180.799476787,176180.799476787,236567.666849208,789815.917315185,0,0,0,9.7,16.65,47.35,11.9,23.075,68.175,2,6,22,61,1,1,5,18,1,1,1,5,89637,119319,454818,1274383,82561,82561,352610,1012446,82561,82561,211853,663232,0,0,0,14.025,37.975,66.525,18.05,43.05,75.225,3,11,25,63,1,5,11,24,1,1,2,5,223389,320778,476092,1536731.5,211853,278443,373884,1212832,211853,211853,301430,951696
"29","Cities","SK",182,830647,830647,182,0,0,0,14.4,15,35.4,17.25,22.95,58.25,2,8,31,91.5,1,5,16,43,1,1,3,5,221027,265969,748499.5,1858349,221027,260491,654146,1619881,191962,191962,384541,745541,0,0,0,14.3919055868498,15.5814695050966,42.0009260251346,17.453638188063,22.9030944552861,70.9748958342112,2.23744743555325,8.60877003107217,28.3402203342696,85.1958545567491,1.97215784803894,5.10185554152366,16.1614608853099,39.7653371408071,1,1.13620828101468,2.9281319260769,4.82063379510189,208850.730086306,299863.503995079,1331570.85082351,2324246.96359224,207240.790741434,278085.333808465,1251895.8406134,2013994.54760085,175190.200966235,187532.960788397,986171.89539961,1300974.16458496,0,0,0,11.9,12,31.9,13.825,16.1,52.7,1,4,15,61.25,1,2,7,31,1,1,2,4,66674,131823,345551,1165182,66674,118593,307165,953124,66674,66939,141869.5,399332,0,0,0,17.1,18.6,59.2,20.825,30.6,81.6,3,13,39,102,2,8,23,46,1,1,4,6,301825,442870,2603055,3334848.25,296104,420462,2494121,2930092,260816,260816,2101560,2164524
"30","Cities","UK",9399,36492950,36492950,9399,0,0,0,12.4,13.7,18.3,15.6,17.8,24.3,2,13,64,196,2,9,42,116,1,4,15,35,588746,1811553,6017997,11972052,574647,1746210,5787024,11483169,802245,1564145,5246790,10218106,0,0,0,14.546469131709,15.8747454069895,20.9234778361301,17.5503280496644,20.0413593529709,NA,2.38425241039708,13.1404155597177,63.0556531878075,177.203649800852,1.89461860441537,8.91392109982887,40.7646316617319,107.269904789829,NA,3.74795076857311,13.958743812161,31.3306061307732,2328552.78508975,4085756.65917118,6995334.54036278,11844637.9700035,2325063.41944704,4055725.36539162,6837339.64810732,11353250.565785,NA,3947851.5703896,6271562.04990356,9743110.18038594,0,0,0,9.5,10.4,13,12.6,14.2,19.4,1,10,50,135,1,6,32,85.5,1,2,9,23,243143,774514,2528720,8167683,243107,747138,2402939,7739819,246563,607502,1865977,6623054,0,0,0,15.9,17.8,23.9,19.1,21.95,30.7,4,18,77,216,3,12,51,136,2,5,18,41,2359209,4346040,10925548,16004223.5,2358333.5,4326294,10803680,15487647,2380680,4162453,10191292,13400087
"31","Dispersed rural areas","AT",15305,2107779,2107779,15305,16,28.5,39,24.1,40.4,65.9,29.3,48,87.1,0,3,15,56,0,1,4,17,NA,NA,1,3,0,27781,341568,948954,0,12696,267647,644894,NA,NA,245385,429259,16.731276191669,28.6536302430189,39.8897671435194,25.1101019604046,40.2401480420858,NA,30.5277567999303,47.722621536698,NA,0.72581518271128,3.52389173627785,16.6862531603171,61.5197224187166,0.247828164148139,1.17896420829698,5.50639559460456,20.9157164958945,NA,NA,NA,NA,50633.998540644,192926.436870754,628559.394587383,1566349.43621082,47304.9931344795,176606.623261737,550206.910494886,1283472.64195108,NA,NA,NA,NA,10.8,18.6,26.2,18.5,30,52.7,23.3,36.9,76.2,0,1,9,48,0,0,2,13,NA,NA,1,3,0,9803,163409,785862,0,0,119162,529970,NA,NA,132226,362261,22.6,40.4,52.4,31.5,52.8,81.7,37.3,60.6,98.9,1,4,22,71,0,1,7,23,NA,NA,2,4,8379,108290,456252,2526668,0,100729,329876,2240076,NA,NA,301430,1931645
