id,latitude,longitude,year,camp_ouvert
4,50.906223,4.515181,1980,0
4,50.906223,4.515181,1981,0
4,50.906223,4.515181,1982,0
4,50.906223,4.515181,1983,0
4,50.906223,4.515181,1984,0
4,50.906223,4.515181,1985,0
4,50.906223,4.515181,1986,0
4,50.906223,4.515181,1987,0
4,50.906223,4.515181,1988,0
4,50.906223,4.515181,1989,0
4,50.906223,4.515181,1990,0
4,50.906223,4.515181,1991,0
4,50.906223,4.515181,1992,0
4,50.906223,4.515181,1993,0
4,50.906223,4.515181,1994,1
4,50.906223,4.515181,1995,1
4,50.906223,4.515181,1996,1
4,50.906223,4.515181,1997,1
4,50.906223,4.515181,1998,1
4,50.906223,4.515181,1999,1
4,50.906223,4.515181,2000,1
4,50.906223,4.515181,2001,1
4,50.906223,4.515181,2002,1
4,50.906223,4.515181,2003,1
4,50.906223,4.515181,2004,1
4,50.906223,4.515181,2005,1
4,50.906223,4.515181,2006,1
4,50.906223,4.515181,2007,1
4,50.906223,4.515181,2008,1
4,50.906223,4.515181,2009,1
4,50.906223,4.515181,2010,1
4,50.906223,4.515181,2011,1
4,50.906223,4.515181,2012,1
4,50.906223,4.515181,2013,1
4,50.906223,4.515181,2014,1
4,50.906223,4.515181,2015,1
4,50.906223,4.515181,2016,1
4,50.906223,4.515181,2017,1
4,50.906223,4.515181,2018,1
5,50.915656,4.478552,1980,0
5,50.915656,4.478552,1981,0
5,50.915656,4.478552,1982,0
5,50.915656,4.478552,1983,0
5,50.915656,4.478552,1984,0
5,50.915656,4.478552,1985,0
5,50.915656,4.478552,1986,0
5,50.915656,4.478552,1987,0
5,50.915656,4.478552,1988,1
5,50.915656,4.478552,1989,1
5,50.915656,4.478552,1990,1
5,50.915656,4.478552,1991,1
5,50.915656,4.478552,1992,1
5,50.915656,4.478552,1993,1
5,50.915656,4.478552,1994,1
5,50.915656,4.478552,1995,1
5,50.915656,4.478552,1996,1
5,50.915656,4.478552,1997,1
5,50.915656,4.478552,1998,1
5,50.915656,4.478552,1999,1
5,50.915656,4.478552,2000,1
5,50.915656,4.478552,2001,1
5,50.915656,4.478552,2002,1
5,50.915656,4.478552,2003,1
5,50.915656,4.478552,2004,1
5,50.915656,4.478552,2005,1
5,50.915656,4.478552,2006,1
5,50.915656,4.478552,2007,1
5,50.915656,4.478552,2008,1
5,50.915656,4.478552,2009,1
5,50.915656,4.478552,2010,1
5,50.915656,4.478552,2011,1
5,50.915656,4.478552,2012,0
5,50.915656,4.478552,2013,0
5,50.915656,4.478552,2014,
5,50.915656,4.478552,2015,
6,50.898228,4.48293,1980,0
6,50.898228,4.48293,1981,0
6,50.898228,4.48293,1982,0
6,50.898228,4.48293,1983,0
6,50.898228,4.48293,1984,0
6,50.898228,4.48293,1985,0
6,50.898228,4.48293,1986,0
6,50.898228,4.48293,1987,0
6,50.898228,4.48293,1988,0
6,50.898228,4.48293,1989,0
6,50.898228,4.48293,1990,0
6,50.898228,4.48293,1991,0
6,50.898228,4.48293,1992,0
6,50.898228,4.48293,1993,0
6,50.898228,4.48293,1994,0
6,50.898228,4.48293,1995,1
6,50.898228,4.48293,1996,1
6,50.898228,4.48293,1997,1
6,50.898228,4.48293,1998,1
6,50.898228,4.48293,1999,1
6,50.898228,4.48293,2000,1
6,50.898228,4.48293,2001,1
6,50.898228,4.48293,2002,1
6,50.898228,4.48293,2003,1
6,50.898228,4.48293,2004,1
6,50.898228,4.48293,2005,1
6,50.898228,4.48293,2006,1
6,50.898228,4.48293,2007,1
6,50.898228,4.48293,2008,1
6,50.898228,4.48293,2009,1
6,50.898228,4.48293,2010,1
6,50.898228,4.48293,2011,1
6,50.898228,4.48293,2012,1
6,50.898228,4.48293,2013,0
6,50.898228,4.48293,2014,0
6,50.898228,4.48293,2015,0
6,50.898228,4.48293,2016,0
9,42.67655,23.433015,1980,
9,42.67655,23.433015,1981,
9,42.67655,23.433015,1982,
9,42.67655,23.433015,1983,
9,42.67655,23.433015,1984,
9,42.67655,23.433015,1985,
9,42.67655,23.433015,1986,
9,42.67655,23.433015,1987,
9,42.67655,23.433015,1988,
9,42.67655,23.433015,1989,
9,42.67655,23.433015,1990,
9,42.67655,23.433015,1991,
9,42.67655,23.433015,1992,
9,42.67655,23.433015,1993,
9,42.67655,23.433015,1994,
9,42.67655,23.433015,1995,
9,42.67655,23.433015,1996,
9,42.67655,23.433015,1997,
9,42.67655,23.433015,1998,
9,42.67655,23.433015,1999,
9,42.67655,23.433015,2000,
9,42.67655,23.433015,2001,
9,42.67655,23.433015,2002,
9,42.67655,23.433015,2003,
9,42.67655,23.433015,2004,
9,42.67655,23.433015,2005,
9,42.67655,23.433015,2006,1
9,42.67655,23.433015,2007,1
9,42.67655,23.433015,2008,1
9,42.67655,23.433015,2009,1
9,42.67655,23.433015,2010,1
9,42.67655,23.433015,2011,1
9,42.67655,23.433015,2012,1
9,42.67655,23.433015,2013,1
9,42.67655,23.433015,2014,1
9,42.67655,23.433015,2015,1
9,42.67655,23.433015,2016,1
9,42.67655,23.433015,2017,
10,41.88483,26.086578,0,
10,41.88483,26.086578,1,
10,41.88483,26.086578,2,
10,41.88483,26.086578,3,
10,41.88483,26.086578,4,
10,41.88483,26.086578,5,
10,41.88483,26.086578,6,
10,41.88483,26.086578,7,
10,41.88483,26.086578,8,
10,41.88483,26.086578,9,
10,41.88483,26.086578,10,
10,41.88483,26.086578,11,
10,41.88483,26.086578,12,
10,41.88483,26.086578,13,
10,41.88483,26.086578,14,
10,41.88483,26.086578,15,
10,41.88483,26.086578,16,
10,41.88483,26.086578,17,
10,41.88483,26.086578,18,
10,41.88483,26.086578,19,
10,41.88483,26.086578,20,
10,41.88483,26.086578,21,
10,41.88483,26.086578,22,
10,41.88483,26.086578,23,
10,41.88483,26.086578,24,
10,41.88483,26.086578,25,
10,41.88483,26.086578,26,
10,41.88483,26.086578,27,
10,41.88483,26.086578,28,
10,41.88483,26.086578,29,
10,41.88483,26.086578,30,
10,41.88483,26.086578,31,
10,41.88483,26.086578,32,
10,41.88483,26.086578,33,
10,41.88483,26.086578,34,
10,41.88483,26.086578,35,
10,41.88483,26.086578,36,
10,41.88483,26.086578,37,
10,41.88483,26.086578,38,
10,41.88483,26.086578,39,
10,41.88483,26.086578,40,
10,41.88483,26.086578,41,
10,41.88483,26.086578,42,
10,41.88483,26.086578,43,
10,41.88483,26.086578,44,
10,41.88483,26.086578,45,
10,41.88483,26.086578,46,
10,41.88483,26.086578,47,
10,41.88483,26.086578,48,
10,41.88483,26.086578,49,
10,41.88483,26.086578,50,
10,41.88483,26.086578,51,
10,41.88483,26.086578,52,
10,41.88483,26.086578,53,
10,41.88483,26.086578,54,
10,41.88483,26.086578,55,
10,41.88483,26.086578,56,
10,41.88483,26.086578,57,
10,41.88483,26.086578,58,
10,41.88483,26.086578,59,
10,41.88483,26.086578,60,
10,41.88483,26.086578,61,
10,41.88483,26.086578,62,
10,41.88483,26.086578,63,
10,41.88483,26.086578,64,
10,41.88483,26.086578,65,
10,41.88483,26.086578,66,
10,41.88483,26.086578,67,
10,41.88483,26.086578,68,
10,41.88483,26.086578,69,
10,41.88483,26.086578,70,
10,41.88483,26.086578,71,
10,41.88483,26.086578,72,
10,41.88483,26.086578,73,
10,41.88483,26.086578,74,
10,41.88483,26.086578,75,
10,41.88483,26.086578,76,
10,41.88483,26.086578,77,
10,41.88483,26.086578,78,
10,41.88483,26.086578,79,
10,41.88483,26.086578,80,
10,41.88483,26.086578,81,
10,41.88483,26.086578,82,
10,41.88483,26.086578,83,
10,41.88483,26.086578,84,
10,41.88483,26.086578,85,
10,41.88483,26.086578,86,
10,41.88483,26.086578,87,
10,41.88483,26.086578,88,
10,41.88483,26.086578,89,
10,41.88483,26.086578,90,
10,41.88483,26.086578,91,
10,41.88483,26.086578,92,
10,41.88483,26.086578,93,
10,41.88483,26.086578,94,
10,41.88483,26.086578,95,
10,41.88483,26.086578,96,
10,41.88483,26.086578,97,
10,41.88483,26.086578,98,
10,41.88483,26.086578,99,
10,41.88483,26.086578,100,
10,41.88483,26.086578,101,
10,41.88483,26.086578,102,
10,41.88483,26.086578,103,
10,41.88483,26.086578,104,
10,41.88483,26.086578,105,
10,41.88483,26.086578,106,
10,41.88483,26.086578,107,
10,41.88483,26.086578,108,
10,41.88483,26.086578,109,
10,41.88483,26.086578,110,
10,41.88483,26.086578,111,
10,41.88483,26.086578,112,
10,41.88483,26.086578,113,
10,41.88483,26.086578,114,
10,41.88483,26.086578,115,
10,41.88483,26.086578,116,
10,41.88483,26.086578,117,
10,41.88483,26.086578,118,
10,41.88483,26.086578,119,
10,41.88483,26.086578,120,
10,41.88483,26.086578,121,
10,41.88483,26.086578,122,
10,41.88483,26.086578,123,
10,41.88483,26.086578,124,
10,41.88483,26.086578,125,
10,41.88483,26.086578,126,
10,41.88483,26.086578,127,
10,41.88483,26.086578,128,
10,41.88483,26.086578,129,
10,41.88483,26.086578,130,
10,41.88483,26.086578,131,
10,41.88483,26.086578,132,
10,41.88483,26.086578,133,
10,41.88483,26.086578,134,
10,41.88483,26.086578,135,
10,41.88483,26.086578,136,
10,41.88483,26.086578,137,
10,41.88483,26.086578,138,
10,41.88483,26.086578,139,
10,41.88483,26.086578,140,
10,41.88483,26.086578,141,
10,41.88483,26.086578,142,
10,41.88483,26.086578,143,
10,41.88483,26.086578,144,
10,41.88483,26.086578,145,
10,41.88483,26.086578,146,
10,41.88483,26.086578,147,
10,41.88483,26.086578,148,
10,41.88483,26.086578,149,
10,41.88483,26.086578,150,
10,41.88483,26.086578,151,
10,41.88483,26.086578,152,
10,41.88483,26.086578,153,
10,41.88483,26.086578,154,
10,41.88483,26.086578,155,
10,41.88483,26.086578,156,
10,41.88483,26.086578,157,
10,41.88483,26.086578,158,
10,41.88483,26.086578,159,
10,41.88483,26.086578,160,
10,41.88483,26.086578,161,
10,41.88483,26.086578,162,
10,41.88483,26.086578,163,
10,41.88483,26.086578,164,
10,41.88483,26.086578,165,
10,41.88483,26.086578,166,
10,41.88483,26.086578,167,
10,41.88483,26.086578,168,
10,41.88483,26.086578,169,
10,41.88483,26.086578,170,
10,41.88483,26.086578,171,
10,41.88483,26.086578,172,
10,41.88483,26.086578,173,
10,41.88483,26.086578,174,
10,41.88483,26.086578,175,
10,41.88483,26.086578,176,
10,41.88483,26.086578,177,
10,41.88483,26.086578,178,
10,41.88483,26.086578,179,
10,41.88483,26.086578,180,
10,41.88483,26.086578,181,
10,41.88483,26.086578,182,
10,41.88483,26.086578,183,
10,41.88483,26.086578,184,
10,41.88483,26.086578,185,
10,41.88483,26.086578,186,
10,41.88483,26.086578,187,
10,41.88483,26.086578,188,
10,41.88483,26.086578,189,
10,41.88483,26.086578,190,
10,41.88483,26.086578,191,
10,41.88483,26.086578,192,
10,41.88483,26.086578,193,
10,41.88483,26.086578,194,
10,41.88483,26.086578,195,
10,41.88483,26.086578,196,
10,41.88483,26.086578,197,
10,41.88483,26.086578,198,
10,41.88483,26.086578,199,
10,41.88483,26.086578,200,
10,41.88483,26.086578,201,
10,41.88483,26.086578,202,
10,41.88483,26.086578,203,
10,41.88483,26.086578,204,
10,41.88483,26.086578,205,
10,41.88483,26.086578,206,
10,41.88483,26.086578,207,
10,41.88483,26.086578,208,
10,41.88483,26.086578,209,
10,41.88483,26.086578,210,
10,41.88483,26.086578,211,
10,41.88483,26.086578,212,
10,41.88483,26.086578,213,
10,41.88483,26.086578,214,
10,41.88483,26.086578,215,
10,41.88483,26.086578,216,
10,41.88483,26.086578,217,
10,41.88483,26.086578,218,
10,41.88483,26.086578,219,
10,41.88483,26.086578,220,
10,41.88483,26.086578,221,
10,41.88483,26.086578,222,
10,41.88483,26.086578,223,
10,41.88483,26.086578,224,
10,41.88483,26.086578,225,
10,41.88483,26.086578,226,
10,41.88483,26.086578,227,
10,41.88483,26.086578,228,
10,41.88483,26.086578,229,
10,41.88483,26.086578,230,
10,41.88483,26.086578,231,
10,41.88483,26.086578,232,
10,41.88483,26.086578,233,
10,41.88483,26.086578,234,
10,41.88483,26.086578,235,
10,41.88483,26.086578,236,
10,41.88483,26.086578,237,
10,41.88483,26.086578,238,
10,41.88483,26.086578,239,
10,41.88483,26.086578,240,
10,41.88483,26.086578,241,
10,41.88483,26.086578,242,
10,41.88483,26.086578,243,
10,41.88483,26.086578,244,
10,41.88483,26.086578,245,
10,41.88483,26.086578,246,
10,41.88483,26.086578,247,
10,41.88483,26.086578,248,
10,41.88483,26.086578,249,
10,41.88483,26.086578,250,
10,41.88483,26.086578,251,
10,41.88483,26.086578,252,
10,41.88483,26.086578,253,
10,41.88483,26.086578,254,
10,41.88483,26.086578,255,
10,41.88483,26.086578,256,
10,41.88483,26.086578,257,
10,41.88483,26.086578,258,
10,41.88483,26.086578,259,
10,41.88483,26.086578,260,
10,41.88483,26.086578,261,
10,41.88483,26.086578,262,
10,41.88483,26.086578,263,
10,41.88483,26.086578,264,
10,41.88483,26.086578,265,
10,41.88483,26.086578,266,
10,41.88483,26.086578,267,
10,41.88483,26.086578,268,
10,41.88483,26.086578,269,
10,41.88483,26.086578,270,
10,41.88483,26.086578,271,
10,41.88483,26.086578,272,
10,41.88483,26.086578,273,
10,41.88483,26.086578,274,
10,41.88483,26.086578,275,
10,41.88483,26.086578,276,
10,41.88483,26.086578,277,
10,41.88483,26.086578,278,
10,41.88483,26.086578,279,
10,41.88483,26.086578,280,
10,41.88483,26.086578,281,
10,41.88483,26.086578,282,
10,41.88483,26.086578,283,
10,41.88483,26.086578,284,
10,41.88483,26.086578,285,
10,41.88483,26.086578,286,
10,41.88483,26.086578,287,
10,41.88483,26.086578,288,
10,41.88483,26.086578,289,
10,41.88483,26.086578,290,
10,41.88483,26.086578,291,
10,41.88483,26.086578,292,
10,41.88483,26.086578,293,
10,41.88483,26.086578,294,
10,41.88483,26.086578,295,
10,41.88483,26.086578,296,
10,41.88483,26.086578,297,
10,41.88483,26.086578,298,
10,41.88483,26.086578,299,
10,41.88483,26.086578,300,
10,41.88483,26.086578,301,
10,41.88483,26.086578,302,
10,41.88483,26.086578,303,
10,41.88483,26.086578,304,
10,41.88483,26.086578,305,
10,41.88483,26.086578,306,
10,41.88483,26.086578,307,
10,41.88483,26.086578,308,
10,41.88483,26.086578,309,
10,41.88483,26.086578,310,
10,41.88483,26.086578,311,
10,41.88483,26.086578,312,
10,41.88483,26.086578,313,
10,41.88483,26.086578,314,
10,41.88483,26.086578,315,
10,41.88483,26.086578,316,
10,41.88483,26.086578,317,
10,41.88483,26.086578,318,
10,41.88483,26.086578,319,
10,41.88483,26.086578,320,
10,41.88483,26.086578,321,
10,41.88483,26.086578,322,
10,41.88483,26.086578,323,
10,41.88483,26.086578,324,
10,41.88483,26.086578,325,
10,41.88483,26.086578,326,
10,41.88483,26.086578,327,
10,41.88483,26.086578,328,
10,41.88483,26.086578,329,
10,41.88483,26.086578,330,
10,41.88483,26.086578,331,
10,41.88483,26.086578,332,
10,41.88483,26.086578,333,
10,41.88483,26.086578,334,
10,41.88483,26.086578,335,
10,41.88483,26.086578,336,
10,41.88483,26.086578,337,
10,41.88483,26.086578,338,
10,41.88483,26.086578,339,
10,41.88483,26.086578,340,
10,41.88483,26.086578,341,
10,41.88483,26.086578,342,
10,41.88483,26.086578,343,
10,41.88483,26.086578,344,
10,41.88483,26.086578,345,
10,41.88483,26.086578,346,
10,41.88483,26.086578,347,
10,41.88483,26.086578,348,
10,41.88483,26.086578,349,
10,41.88483,26.086578,350,
10,41.88483,26.086578,351,
10,41.88483,26.086578,352,
10,41.88483,26.086578,353,
10,41.88483,26.086578,354,
10,41.88483,26.086578,355,
10,41.88483,26.086578,356,
10,41.88483,26.086578,357,
10,41.88483,26.086578,358,
10,41.88483,26.086578,359,
10,41.88483,26.086578,360,
10,41.88483,26.086578,361,
10,41.88483,26.086578,362,
10,41.88483,26.086578,363,
10,41.88483,26.086578,364,
10,41.88483,26.086578,365,
10,41.88483,26.086578,366,
10,41.88483,26.086578,367,
10,41.88483,26.086578,368,
10,41.88483,26.086578,369,
10,41.88483,26.086578,370,
10,41.88483,26.086578,371,
10,41.88483,26.086578,372,
10,41.88483,26.086578,373,
10,41.88483,26.086578,374,
10,41.88483,26.086578,375,
10,41.88483,26.086578,376,
10,41.88483,26.086578,377,
10,41.88483,26.086578,378,
10,41.88483,26.086578,379,
10,41.88483,26.086578,380,
10,41.88483,26.086578,381,
10,41.88483,26.086578,382,
10,41.88483,26.086578,383,
10,41.88483,26.086578,384,
10,41.88483,26.086578,385,
10,41.88483,26.086578,386,
10,41.88483,26.086578,387,
10,41.88483,26.086578,388,
10,41.88483,26.086578,389,
10,41.88483,26.086578,390,
10,41.88483,26.086578,391,
10,41.88483,26.086578,392,
10,41.88483,26.086578,393,
10,41.88483,26.086578,394,
10,41.88483,26.086578,395,
10,41.88483,26.086578,396,
10,41.88483,26.086578,397,
10,41.88483,26.086578,398,
10,41.88483,26.086578,399,
10,41.88483,26.086578,400,
10,41.88483,26.086578,401,
10,41.88483,26.086578,402,
10,41.88483,26.086578,403,
10,41.88483,26.086578,404,
10,41.88483,26.086578,405,
10,41.88483,26.086578,406,
10,41.88483,26.086578,407,
10,41.88483,26.086578,408,
10,41.88483,26.086578,409,
10,41.88483,26.086578,410,
10,41.88483,26.086578,411,
10,41.88483,26.086578,412,
10,41.88483,26.086578,413,
10,41.88483,26.086578,414,
10,41.88483,26.086578,415,
10,41.88483,26.086578,416,
10,41.88483,26.086578,417,
10,41.88483,26.086578,418,
10,41.88483,26.086578,419,
10,41.88483,26.086578,420,
10,41.88483,26.086578,421,
10,41.88483,26.086578,422,
10,41.88483,26.086578,423,
10,41.88483,26.086578,424,
10,41.88483,26.086578,425,
10,41.88483,26.086578,426,
10,41.88483,26.086578,427,
10,41.88483,26.086578,428,
10,41.88483,26.086578,429,
10,41.88483,26.086578,430,
10,41.88483,26.086578,431,
10,41.88483,26.086578,432,
10,41.88483,26.086578,433,
10,41.88483,26.086578,434,
10,41.88483,26.086578,435,
10,41.88483,26.086578,436,
10,41.88483,26.086578,437,
10,41.88483,26.086578,438,
10,41.88483,26.086578,439,
10,41.88483,26.086578,440,
10,41.88483,26.086578,441,
10,41.88483,26.086578,442,
10,41.88483,26.086578,443,
10,41.88483,26.086578,444,
10,41.88483,26.086578,445,
10,41.88483,26.086578,446,
10,41.88483,26.086578,447,
10,41.88483,26.086578,448,
10,41.88483,26.086578,449,
10,41.88483,26.086578,450,
10,41.88483,26.086578,451,
10,41.88483,26.086578,452,
10,41.88483,26.086578,453,
10,41.88483,26.086578,454,
10,41.88483,26.086578,455,
10,41.88483,26.086578,456,
10,41.88483,26.086578,457,
10,41.88483,26.086578,458,
10,41.88483,26.086578,459,
10,41.88483,26.086578,460,
10,41.88483,26.086578,461,
10,41.88483,26.086578,462,
10,41.88483,26.086578,463,
10,41.88483,26.086578,464,
10,41.88483,26.086578,465,
10,41.88483,26.086578,466,
10,41.88483,26.086578,467,
10,41.88483,26.086578,468,
10,41.88483,26.086578,469,
10,41.88483,26.086578,470,
10,41.88483,26.086578,471,
10,41.88483,26.086578,472,
10,41.88483,26.086578,473,
10,41.88483,26.086578,474,
10,41.88483,26.086578,475,
10,41.88483,26.086578,476,
10,41.88483,26.086578,477,
10,41.88483,26.086578,478,
10,41.88483,26.086578,479,
10,41.88483,26.086578,480,
10,41.88483,26.086578,481,
10,41.88483,26.086578,482,
10,41.88483,26.086578,483,
10,41.88483,26.086578,484,
10,41.88483,26.086578,485,
10,41.88483,26.086578,486,
10,41.88483,26.086578,487,
10,41.88483,26.086578,488,
10,41.88483,26.086578,489,
10,41.88483,26.086578,490,
10,41.88483,26.086578,491,
10,41.88483,26.086578,492,
10,41.88483,26.086578,493,
10,41.88483,26.086578,494,
10,41.88483,26.086578,495,
10,41.88483,26.086578,496,
10,41.88483,26.086578,497,
10,41.88483,26.086578,498,
10,41.88483,26.086578,499,
10,41.88483,26.086578,500,
10,41.88483,26.086578,501,
10,41.88483,26.086578,502,
10,41.88483,26.086578,503,
10,41.88483,26.086578,504,
10,41.88483,26.086578,505,
10,41.88483,26.086578,506,
10,41.88483,26.086578,507,
10,41.88483,26.086578,508,
10,41.88483,26.086578,509,
10,41.88483,26.086578,510,
10,41.88483,26.086578,511,
10,41.88483,26.086578,512,
10,41.88483,26.086578,513,
10,41.88483,26.086578,514,
10,41.88483,26.086578,515,
10,41.88483,26.086578,516,
10,41.88483,26.086578,517,
10,41.88483,26.086578,518,
10,41.88483,26.086578,519,
10,41.88483,26.086578,520,
10,41.88483,26.086578,521,
10,41.88483,26.086578,522,
10,41.88483,26.086578,523,
10,41.88483,26.086578,524,
10,41.88483,26.086578,525,
10,41.88483,26.086578,526,
10,41.88483,26.086578,527,
10,41.88483,26.086578,528,
10,41.88483,26.086578,529,
10,41.88483,26.086578,530,
10,41.88483,26.086578,531,
10,41.88483,26.086578,532,
10,41.88483,26.086578,533,
10,41.88483,26.086578,534,
10,41.88483,26.086578,535,
10,41.88483,26.086578,536,
10,41.88483,26.086578,537,
10,41.88483,26.086578,538,
10,41.88483,26.086578,539,
10,41.88483,26.086578,540,
10,41.88483,26.086578,541,
10,41.88483,26.086578,542,
10,41.88483,26.086578,543,
10,41.88483,26.086578,544,
10,41.88483,26.086578,545,
10,41.88483,26.086578,546,
10,41.88483,26.086578,547,
10,41.88483,26.086578,548,
10,41.88483,26.086578,549,
10,41.88483,26.086578,550,
10,41.88483,26.086578,551,
10,41.88483,26.086578,552,
10,41.88483,26.086578,553,
10,41.88483,26.086578,554,
10,41.88483,26.086578,555,
10,41.88483,26.086578,556,
10,41.88483,26.086578,557,
10,41.88483,26.086578,558,
10,41.88483,26.086578,559,
10,41.88483,26.086578,560,
10,41.88483,26.086578,561,
10,41.88483,26.086578,562,
10,41.88483,26.086578,563,
10,41.88483,26.086578,564,
10,41.88483,26.086578,565,
10,41.88483,26.086578,566,
10,41.88483,26.086578,567,
10,41.88483,26.086578,568,
10,41.88483,26.086578,569,
10,41.88483,26.086578,570,
10,41.88483,26.086578,571,
10,41.88483,26.086578,572,
10,41.88483,26.086578,573,
10,41.88483,26.086578,574,
10,41.88483,26.086578,575,
10,41.88483,26.086578,576,
10,41.88483,26.086578,577,
10,41.88483,26.086578,578,
10,41.88483,26.086578,579,
10,41.88483,26.086578,580,
10,41.88483,26.086578,581,
10,41.88483,26.086578,582,
10,41.88483,26.086578,583,
10,41.88483,26.086578,584,
10,41.88483,26.086578,585,
10,41.88483,26.086578,586,
10,41.88483,26.086578,587,
10,41.88483,26.086578,588,
10,41.88483,26.086578,589,
10,41.88483,26.086578,590,
10,41.88483,26.086578,591,
10,41.88483,26.086578,592,
10,41.88483,26.086578,593,
10,41.88483,26.086578,594,
10,41.88483,26.086578,595,
10,41.88483,26.086578,596,
10,41.88483,26.086578,597,
10,41.88483,26.086578,598,
10,41.88483,26.086578,599,
10,41.88483,26.086578,600,
10,41.88483,26.086578,601,
10,41.88483,26.086578,602,
10,41.88483,26.086578,603,
10,41.88483,26.086578,604,
10,41.88483,26.086578,605,
10,41.88483,26.086578,606,
10,41.88483,26.086578,607,
10,41.88483,26.086578,608,
10,41.88483,26.086578,609,
10,41.88483,26.086578,610,
10,41.88483,26.086578,611,
10,41.88483,26.086578,612,
10,41.88483,26.086578,613,
10,41.88483,26.086578,614,
10,41.88483,26.086578,615,
10,41.88483,26.086578,616,
10,41.88483,26.086578,617,
10,41.88483,26.086578,618,
10,41.88483,26.086578,619,
10,41.88483,26.086578,620,
10,41.88483,26.086578,621,
10,41.88483,26.086578,622,
10,41.88483,26.086578,623,
10,41.88483,26.086578,624,
10,41.88483,26.086578,625,
10,41.88483,26.086578,626,
10,41.88483,26.086578,627,
